,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
362,Azad Jammu and Kashmir,Pakistan,4/30/2020,30,4,2020,34.027401,73.947253,66,0,0,0,1053.51,1896.15,403.65,2.29,1.14,3.95,22448.64,8084.12,57908.97,0.0,0.0,0.0,4334762.096,50.3893,1,1,0.9004,0,0.5582,1,137.03,378.66,44.38,26.94,74.44,8.72,2009,59,45.43,0.29,10.57,0.0,Overcast.
363,Gilgit-Baltistan,Pakistan,4/30/2020,30,4,2020,35.792146,74.982138,339,6,3,0,2129.4,3487.09,1077.47,63.12,32.51,111.0,73214.99,30964.57,202291.54,0.0,0.0,0.0,2227137.68,50.3893,1,1,0.8987,0,0.3938,1,150.26,344.11,47.5,29.54,67.65,9.34,1423,36,64.71,8.0,56.43,25.65,Thunderstorms. Overcast.
364,Balochistan,Pakistan,5/1/2020,1,5,2020,28.328491999999997,65.898403,1136,87,16,1,58778.36,113633.05,17029.37,562.26,307.52,967.31,1191948.35,324796.67,2041092.77,35.66,19.5,61.34,13398367.25,38.275,1,1,0.9036,0,0.3835,1,4931.77,10297.15,834.91,958.08,2000.4,162.2,6767,201,61.57,12.14,29.0,0.0,Passing clouds.
365,Islamabad,Pakistan,5/1/2020,1,5,2020,33.665087,73.121219,365,22,4,0,2334.91,3627.09,1350.77,11.88,7.11,19.96,43625.15,20706.92,77219.49,0.13,0.08,0.21,2155173.482,63.0939,1,1,0.8966,0,0.4002,1,152.44,333.23,37.95,29.61,64.74,7.37,2567,52,62.0,11.0,46.14,25.47,Clear.
366,Punjab,Pakistan,5/1/2020,1,5,2020,30.811346,72.13913199999999,6733,393,115,9,227220.92,400816.12,67536.54,2238.09,1148.3,3925.06,5851806.25,1543553.9,15249520.36,162.27,83.26,284.58,113939260.1,47.5425,1,1,0.8997,0,0.4778,1,36097.31,98707.89,9091.09,7012.54,19175.74,1766.1,51809,1601,46.12,2.79,10.67,11.72,Clear.
367,Sindh,Pakistan,5/1/2020,1,5,2020,26.009446,68.77680699999999,6675,622,118,6,101698.21,131078.39,61737.29,1229.79,652.29,2082.41,2836199.38,1384471.83,4201838.22,85.37,45.28,144.57,49907675.66,57.8413,1,1,0.9063,0,0.5084,1,17791.89,27674.94,7665.32,3456.39,5376.34,1489.12,31732,848,62.0,11.0,46.14,25.47,Clear.
368,Khyber Pakhtunkhwa,Pakistan,5/1/2020,1,5,2020,34.485332,72.09169,2799,172,161,15,90442.71,134045.44,27302.84,2817.71,1340.78,5103.26,3094751.33,698402.33,6250892.86,196.61,93.55,356.09,38100470.55,42.4299,1,1,0.8963,0,0.3842,1,16057.65,36331.72,2185.89,3119.48,7058.07,424.65,23948,643,67.36,6.66,47.02,25.03,Passing clouds.
369,Azad Jammu and Kashmir,Pakistan,5/1/2020,1,5,2020,34.027401,73.947253,66,0,0,0,1131.85,2019.29,433.65,2.29,1.14,3.95,23580.49,8632.48,59751.35,0.0,0.0,0.0,4334762.096,49.9735,1,1,0.8964,0,0.5583,1,142.01,382.11,47.55,27.59,74.23,9.24,2009,59,55.14,1.71,15.29,0.0,Clear.
370,Gilgit-Baltistan,Pakistan,5/1/2020,1,5,2020,35.792146,74.982138,340,1,3,0,2260.92,3687.54,1139.95,63.12,32.51,111.0,75475.91,32328.73,205347.72,0.0,0.0,0.0,2227137.68,49.9735,1,1,0.8947,0,0.3957,1,160.12,355.45,53.86,31.11,69.05,10.46,1423,36,68.57,5.43,36.14,21.21,Haze.
371,Balochistan,Pakistan,5/2/2020,2,5,2020,28.328491999999997,65.898403,1172,36,19,3,60184.97,118467.5,17833.43,597.38,326.73,1027.74,1252133.32,341822.46,2153512.45,35.13,19.21,60.43,13398367.25,37.591,1,1,0.8999,0,0.3844,1,5298.5,11079.77,901.71,1019.4,2131.69,173.49,6767,201,61.57,12.14,29.0,0.0,Passing clouds.
372,Islamabad,Pakistan,5/2/2020,2,5,2020,33.665087,73.121219,393,28,4,0,2542.64,3934.13,1462.37,12.02,7.19,20.19,46167.79,22354.47,80205.37,0.14,0.08,0.24,2155173.482,62.7439,1,1,0.8926,0,0.4169,1,160.07,341.03,42.54,30.8,65.61,8.19,2567,52,62.0,11.0,46.14,25.47,Clear.
373,Punjab,Pakistan,5/2/2020,2,5,2020,30.811346,72.13913199999999,7106,373,120,5,238351.68,415645.94,71852.1,2406.7,1234.81,4220.76,6090157.93,1614789.56,15625996.26,168.61,86.51,295.7,113939260.1,46.8677,1,1,0.8958,0,0.4769,1,37258.91,99156.19,9356.99,7168.42,19077.12,1800.24,51809,1601,46.12,2.79,10.67,11.72,Clear.
374,Sindh,Pakistan,5/2/2020,2,5,2020,26.009446,68.77680699999999,7102,427,122,4,105397.66,135166.78,64137.45,1317.93,699.04,2231.66,2941597.04,1448552.72,4323600.54,88.14,46.75,149.25,49907675.66,57.1737,1,1,0.9027,0,0.5091,1,18311.88,28126.4,8070.58,3523.11,5411.37,1552.74,31732,848,62.0,11.0,46.14,25.47,Clear.
375,Khyber Pakhtunkhwa,Pakistan,5/2/2020,2,5,2020,34.485332,72.09169,2907,108,172,11,92521.26,136397.98,28054.39,3020.95,1437.49,5471.34,3187272.59,726456.72,6385889.06,203.24,96.71,368.09,38100470.55,41.7126,1,1,0.8923,0,0.3806,1,16355.32,36555.86,2262.07,3146.68,7033.15,435.21,23948,643,67.36,6.66,47.02,25.03,Passing clouds.
376,Azad Jammu and Kashmir,Pakistan,5/2/2020,2,5,2020,34.027401,73.947253,67,1,0,0,1216.9,2151.07,466.4,2.29,1.15,3.95,24797.39,9257.24,61699.18,0.0,0.0,0.0,4334762.096,49.3373,1,1,0.8924,0,0.5582,1,147.67,385.64,49.81,28.41,74.19,9.58,2009,59,55.14,1.71,15.29,0.0,Clear.
377,Gilgit-Baltistan,Pakistan,5/2/2020,2,5,2020,35.792146,74.982138,356,16,3,0,2395.49,3863.39,1205.34,63.13,32.51,111.0,77871.4,33867.16,208576.82,0.0,0.0,0.0,2227137.68,49.3373,1,1,0.8906,0,0.3974,1,171.98,368.42,62.74,33.09,70.88,12.07,1423,36,68.57,5.43,36.14,21.21,Haze.
378,Balochistan,Pakistan,5/3/2020,3,5,2020,28.328491999999997,65.898403,1218,46,21,2,61530.77,123272.82,18625.41,631.49,345.39,1086.43,1313664.09,359262.42,2270046.24,34.11,18.66,58.69,13398367.25,36.6768,1,1,0.8961,0,0.3856,1,5683.87,11870.83,970.31,1085.1,2266.24,185.24,6767,201,61.57,12.14,29.0,0.0,Passing clouds.
379,Islamabad,Pakistan,5/3/2020,3,5,2020,33.665087,73.121219,415,22,4,0,2766.2,4257.19,1595.87,12.2,7.3,20.49,48933.99,24173.98,83438.03,0.18,0.11,0.3,2155173.482,62.251000000000005,1,1,0.8886,0,0.4336,1,168.95,350.35,48.17,32.25,66.89,9.2,2567,52,62.0,11.0,46.14,25.47,Clear.
380,Punjab,Pakistan,5/3/2020,3,5,2020,30.811346,72.13913199999999,7524,418,124,4,250068.9,431306.97,76510.95,2579.03,1323.23,4522.98,6340226.84,1690021.61,16015459.94,172.33,88.42,302.22,113939260.1,45.9869,1,1,0.892,0,0.4764,1,38458.64,99552.01,9624.0,7342.07,19005.3,1837.3,51809,1601,50.81,5.04,28.35,20.35,Passing clouds.
381,Sindh,Pakistan,5/3/2020,3,5,2020,26.009446,68.77680699999999,7465,363,130,8,109267.86,139870.7,66629.86,1408.02,746.82,2384.21,3050864.9,1514846.24,4449245.65,90.09,47.78,152.55,49907675.66,56.358999999999995,1,1,0.8991,0,0.5111,1,18820.27,28424.51,8474.98,3592.94,5426.47,1617.94,31732,848,62.0,11.0,46.14,25.47,Clear.
382,Khyber Pakhtunkhwa,Pakistan,5/3/2020,3,5,2020,34.485332,72.09169,3129,222,180,8,94672.09,138798.77,28849.46,3225.7,1534.92,5842.18,3281944.68,755306.17,6523647.5,204.75,97.43,370.84,38100470.55,40.7687,1,1,0.8883,0,0.3773,1,16622.09,36734.74,2337.09,3173.29,7012.97,446.17,23948,643,53.14,5.25,45.18,20.98,Passing clouds.
383,Azad Jammu and Kashmir,Pakistan,5/3/2020,3,5,2020,34.027401,73.947253,71,4,0,0,1309.03,2291.75,504.26,2.29,1.15,3.95,26106.42,9792.83,63761.15,0.0,0.0,0.0,4334762.096,48.5184,1,1,0.8884,0,0.5581,1,154.26,389.39,51.69,29.45,74.34,9.87,2009,59,58.14,2.0,29.86,0.0,Overcast.
384,Gilgit-Baltistan,Pakistan,5/3/2020,3,5,2020,35.792146,74.982138,364,8,3,0,2532.62,4033.44,1273.59,63.17,32.54,111.08,80404.02,35446.65,211984.59,0.04,0.02,0.08,2227137.68,48.5184,1,1,0.8865,0,0.3989,1,185.22,380.4,73.09,35.36,72.62,13.95,1423,36,44.86,5.43,32.14,16.99,Haze.
385,Balochistan,Pakistan,5/4/2020,4,5,2020,28.328491999999997,65.898403,1321,103,21,0,62813.19,125513.28,19047.61,664.23,363.29,1142.75,1376477.28,377097.88,2386591.25,32.74,17.9,56.32,13398367.25,35.5799,1,1,0.8924,0,0.3874,1,6094.17,12678.23,1040.63,1156.51,2405.99,197.48,6767,201,61.57,12.14,29.0,0.0,Passing clouds.
386,Islamabad,Pakistan,5/4/2020,4,5,2020,33.665087,73.121219,464,49,4,0,3005.43,4596.49,1739.69,12.44,7.44,20.9,51939.42,26177.22,86911.47,0.24,0.14,0.41,2155173.482,61.6555,1,1,0.8846,0,0.4498,1,179.39,361.74,54.83,34.04,68.65,10.41,2567,52,54.0,12.86,37.14,25.42,Clear.
387,Punjab,Pakistan,5/4/2020,4,5,2020,30.811346,72.13913199999999,8103,579,136,12,262355.27,447751.56,81500.53,2752.54,1412.25,4827.27,6602582.11,1769555.23,16418811.89,173.51,89.02,304.29,113939260.1,44.9562,1,1,0.8881,0,0.4758,1,39746.24,100030.8,9916.62,7542.77,18983.17,1881.91,51809,1601,55.17,6.46,32.92,15.48,Haze.
388,Sindh,Pakistan,5/4/2020,4,5,2020,26.009446,68.77680699999999,7882,417,137,7,113305.15,144617.41,69213.84,1499.78,795.49,2539.58,3164170.05,1583549.79,4578938.62,91.75,48.67,155.37,49907675.66,55.4409,1,1,0.8954,0,0.5135,1,19340.55,28676.56,8887.66,3670.32,5442.04,1686.64,31732,848,54.0,12.86,37.14,25.42,Clear.
389,Khyber Pakhtunkhwa,Pakistan,5/4/2020,4,5,2020,34.485332,72.09169,3288,159,185,5,96888.28,141285.01,29688.3,3427.15,1630.77,6207.04,3378832.96,784994.48,6664169.73,201.45,95.86,364.86,38100470.55,39.6789,1,1,0.8843,0,0.375,1,16876.44,36914.11,2413.7,3202.7,7005.31,458.05,23948,643,37.82,2.73,30.0,14.91,Thunderstorms. Passing clouds.
390,Azad Jammu and Kashmir,Pakistan,5/4/2020,4,5,2020,34.027401,73.947253,73,2,0,0,1408.57,2441.53,547.55,2.29,1.15,3.96,27514.99,10294.26,65946.21,0.0,0.0,0.0,4334762.096,47.5668,1,1,0.8844,0,0.5579,1,161.58,393.77,55.02,30.66,74.73,10.44,2009,59,50.14,2.0,16.57,0.0,Overcast.
391,Gilgit-Baltistan,Pakistan,5/4/2020,4,5,2020,35.792146,74.982138,372,8,3,0,2671.87,4238.17,1344.59,63.96,32.94,112.47,83075.89,36883.63,215576.39,0.79,0.41,1.39,2227137.68,47.5668,1,1,0.8824,0,0.4002,1,200.03,391.19,85.01,37.96,74.24,16.13,1423,36,44.86,5.43,32.14,16.99,Haze.
392,Balochistan,Pakistan,5/5/2020,5,5,2020,28.328491999999997,65.898403,1495,174,21,0,64029.51,126558.36,19445.35,695.47,380.38,1196.49,1440506.79,395309.27,2502744.72,31.24,17.08,53.74,13398367.25,34.346,1,1,0.8887,0,0.3891,1,6520.44,13476.67,1103.69,1232.65,2547.69,208.65,6767,201,61.14,14.29,28.71,0.0,Passing clouds.
393,Islamabad,Pakistan,5/5/2020,5,5,2020,33.665087,73.121219,485,21,4,0,3259.82,4965.55,1883.23,12.76,7.64,21.44,55199.24,28019.39,90998.13,0.32,0.19,0.54,2155173.482,60.9868,1,1,0.8805,0,0.4651,1,191.22,376.13,62.14,36.15,71.11,11.75,2567,52,74.43,8.0,54.57,25.47,Clear.
394,Punjab,Pakistan,5/5/2020,5,5,2020,30.811346,72.13913199999999,8420,317,156,20,275184.85,464919.87,86806.67,2925.42,1500.95,5130.47,6877766.96,1853701.86,16836915.91,172.88,88.7,303.19,113939260.1,43.8191,1,1,0.8842,0,0.4752,1,41067.93,100876.64,10222.47,7763.67,19070.18,1932.5,51809,1601,55.17,6.46,32.92,15.48,Haze.
395,Sindh,Pakistan,5/5/2020,5,5,2020,26.009446,68.77680699999999,8189,307,148,11,117504.64,149765.08,71888.47,1593.46,845.18,2698.21,3281674.7,1654755.25,4712830.7,93.68,49.69,158.63,49907675.66,54.4487,1,1,0.8918,0,0.5159,1,19847.11,28946.91,9296.31,3751.99,5472.26,1757.42,31732,848,74.43,8.0,54.57,25.47,Clear.
396,Khyber Pakhtunkhwa,Pakistan,5/5/2020,5,5,2020,34.485332,72.09169,3499,211,194,9,99162.3,143795.05,30571.17,3622.06,1723.52,6560.05,3477995.26,815565.65,6807434.83,194.91,92.75,353.01,38100470.55,38.504,1,1,0.8803,0,0.3735,1,17094.23,37041.08,2488.25,3231.57,7002.41,470.39,23948,643,36.64,3.68,27.7,14.25,Passing clouds.
397,Azad Jammu and Kashmir,Pakistan,5/5/2020,5,5,2020,34.027401,73.947253,76,3,0,0,1515.83,2600.57,594.51,2.71,1.35,4.67,29030.81,10836.14,68263.47,0.41,0.21,0.71,4334762.096,46.5196,1,1,0.8804,0,0.5574,1,169.56,402.09,58.71,32.05,76.01,11.1,2009,59,61.71,1.43,17.43,0.0,Clear.
398,Gilgit-Baltistan,Pakistan,5/5/2020,5,5,2020,35.792146,74.982138,386,14,3,0,2812.73,4403.44,1418.18,65.6,33.79,115.36,85888.62,38394.81,219357.32,1.64,0.84,2.88,2227137.68,46.5196,1,1,0.8784,0,0.4014,1,216.18,405.53,98.54,40.87,76.66,18.63,1423,36,75.57,8.14,62.86,25.59,Haze.
399,Balochistan,Pakistan,5/6/2020,6,5,2020,28.328491999999997,65.898403,1659,164,22,1,65176.3,126032.75,19817.77,725.34,396.71,1247.87,1505683.1,413876.21,2618125.68,29.87,16.34,51.39,13398367.25,33.0159,1,1,0.8868,0,0.3913,1,6963.61,14262.8,1170.76,1313.49,2690.28,220.83,6767,201,63.57,14.0,20.29,0.0,Haze.
400,Islamabad,Pakistan,5/6/2020,6,5,2020,33.665087,73.121219,521,36,4,0,3528.51,5385.79,2012.38,13.17,7.89,22.14,58727.75,30032.49,95605.68,0.42,0.25,0.7,2155173.482,60.2654,1,1,0.8785,0,0.4767,1,204.55,396.34,70.26,38.58,74.76,13.25,2567,52,74.43,8.0,54.57,25.47,Clear.
401,Punjab,Pakistan,5/6/2020,6,5,2020,30.811346,72.13913199999999,9077,657,175,19,288522.05,482737.32,92428.95,3096.63,1588.79,5430.72,7166289.01,1942776.92,17270588.78,171.2,87.84,300.25,113939260.1,42.6039,1,1,0.8822,0,0.4746,1,42444.52,101871.31,10548.23,8005.97,19215.16,1989.63,51809,1601,80.02,1.85,18.19,10.54,Passing clouds.
402,Sindh,Pakistan,5/6/2020,6,5,2020,26.009446,68.77680699999999,8640,451,157,9,121860.14,155004.67,74652.94,1689.89,896.32,2861.49,3403534.84,1728521.48,4851057.99,96.43,51.15,163.28,49907675.66,53.4012,1,1,0.89,0,0.5187,1,20352.05,29264.38,9706.4,3838.84,5519.9,1830.84,31732,848,74.43,8.0,54.57,25.47,Clear.
403,Khyber Pakhtunkhwa,Pakistan,5/6/2020,6,5,2020,34.485332,72.09169,3712,213,203,9,101486.04,146307.45,31498.06,3808.82,1812.39,6898.29,3579481.3,847063.71,6953398.95,186.76,88.87,338.24,38100470.55,37.2867,1,1,0.8782,0,0.3727,1,17285.57,36852.23,2561.61,3260.44,6951.14,483.18,23948,643,36.64,3.68,27.7,14.25,Passing clouds.
404,Azad Jammu and Kashmir,Pakistan,5/6/2020,6,5,2020,34.027401,73.947253,77,1,0,0,1631.08,2768.95,645.32,3.6,1.8,6.21,30661.89,11422.12,70722.21,0.89,0.45,1.54,4334762.096,45.4013,1,1,0.8784,0,0.5568,1,178.31,411.21,62.84,33.63,77.56,11.85,2009,59,50.71,3.71,48.86,0.0,Light rain. Overcast.
405,Gilgit-Baltistan,Pakistan,5/6/2020,6,5,2020,35.792146,74.982138,388,2,3,0,2954.7,4558.35,1494.17,68.07,35.06,119.7,88843.32,39984.23,223332.1,2.47,1.27,4.34,2227137.68,45.4013,1,1,0.8763,0,0.4023,1,233.71,421.42,111.52,44.08,79.49,21.04,1423,36,75.57,8.14,62.86,25.59,Haze.
406,Balochistan,Pakistan,5/7/2020,7,5,2020,28.328491999999997,65.898403,1725,66,24,2,66249.2,128741.77,20164.21,754.21,412.51,1297.55,1571932.29,434104.86,2732377.48,28.88,15.79,49.68,13398367.25,31.6296,1,1,0.885,0,0.39299999999999996,1,7432.47,14764.17,1257.92,1400.89,2782.78,237.1,6767,201,51.86,8.0,19.57,0.0,Clear.
407,Islamabad,Pakistan,5/7/2020,7,5,2020,33.665087,73.121219,558,37,4,0,3810.19,5821.39,2161.52,13.69,8.2,23.01,62537.94,32227.31,100540.46,0.52,0.31,0.87,2155173.482,59.5067,1,1,0.8766,0,0.4885,1,219.72,420.01,79.49,41.41,79.16,14.98,2567,52,39.0,5.71,34.14,16.94,Clear.
408,Punjab,Pakistan,5/7/2020,7,5,2020,30.811346,72.13913199999999,10033,956,183,8,302320.25,502389.87,98375.93,3265.85,1675.62,5727.5,7468609.26,2037096.66,17720586.98,169.23,86.83,296.78,113939260.1,41.3322,1,1,0.8804,0,0.4744,1,43946.84,103075.63,10913.51,8283.19,19427.9,2057.0,51809,1601,80.02,1.85,18.19,10.54,Passing clouds.
409,Sindh,Pakistan,5/7/2020,7,5,2020,26.009446,68.77680699999999,9093,453,171,14,126364.27,160368.15,77506.38,1790.44,949.66,3031.76,3529899.11,1804903.86,4993739.62,100.56,53.34,170.27,49907675.66,52.3145,1,1,0.8882,0,0.5212,1,20891.85,29810.41,10136.25,3937.74,5618.73,1910.5,31732,848,39.0,5.71,34.14,16.94,Clear.
410,Khyber Pakhtunkhwa,Pakistan,5/7/2020,7,5,2020,34.485332,72.09169,3956,244,209,6,103850.5,148815.44,32467.66,3987.41,1897.37,7221.74,3683331.8,879531.37,7102000.85,178.59,84.98,323.45,38100470.55,36.0609,1,1,0.8763,0,0.3721,1,17482.06,36497.09,2637.58,3295.05,6879.05,497.14,23948,643,39.73,3.77,24.18,14.88,Passing clouds.
411,Azad Jammu and Kashmir,Pakistan,5/7/2020,7,5,2020,34.027401,73.947253,78,1,0,0,1754.56,2946.68,700.14,4.93,2.47,8.51,32416.45,12056.0,73331.79,1.33,0.67,2.3,4334762.096,44.2319,1,1,0.8764,0,0.5559,1,188.17,421.84,67.71,35.47,79.51,12.76,2009,59,43.29,2.71,28.71,0.0,Clear.
412,Gilgit-Baltistan,Pakistan,5/7/2020,7,5,2020,35.792146,74.982138,394,6,3,0,3097.27,4702.13,1571.67,71.23,36.69,125.25,91940.59,41555.83,227505.06,3.16,1.63,5.55,2227137.68,44.2319,1,1,0.8743,0,0.4031,1,252.9,442.52,125.61,47.67,83.41,23.68,1423,36,56.43,6.14,30.14,21.23,Passing clouds.
413,Balochistan,Pakistan,5/8/2020,8,5,2020,28.328491999999997,65.898403,1876,151,24,0,67243.11,136514.25,20484.22,782.73,428.1,1346.61,1639175.4,455820.12,2842156.39,28.51,15.59,49.05,13398367.25,30.2278,1,1,0.8813,0,0.3947,1,7919.18,15542.39,1336.61,1496.49,2937.06,252.58,6767,201,20.0,2.0,6.57,0.0,Haze.
414,Islamabad,Pakistan,5/8/2020,8,5,2020,33.665087,73.121219,609,51,4,0,4103.1,6310.82,2321.78,14.31,8.57,24.05,66641.05,34615.23,105917.71,0.62,0.37,1.05,2155173.482,58.7248,1,1,0.8727,0,0.4998,1,236.57,446.58,88.59,44.7,84.39,16.74,2567,52,41.57,11.29,35.14,21.17,Clear.
415,Punjab,Pakistan,5/8/2020,8,5,2020,30.811346,72.13913199999999,10471,438,191,8,316521.2,522815.62,104636.25,3433.56,1761.66,6021.62,7785130.47,2136974.33,18189827.46,167.71,86.05,294.12,113939260.1,40.0257,1,1,0.8766,0,0.4741,1,45542.71,104397.65,11313.11,8606.24,19728.11,2137.85,51809,1601,70.33,4.17,24.96,18.57,Haze.
416,Sindh,Pakistan,5/8/2020,8,5,2020,26.009446,68.77680699999999,9691,598,175,4,131008.08,165877.92,80447.55,1897.01,1006.18,3212.22,3660907.19,1887273.53,5140975.29,106.57,56.52,180.45,49907675.66,51.205,1,1,0.8847,0,0.5238,1,21447.45,30362.65,10574.23,4052.94,5737.66,1998.22,31732,848,41.57,11.29,35.14,21.17,Clear.
417,Khyber Pakhtunkhwa,Pakistan,5/8/2020,8,5,2020,34.485332,72.09169,4327,371,221,12,106245.73,151318.39,33478.06,4159.36,1979.19,7533.16,3789577.53,913009.42,7253166.09,171.95,81.82,311.42,38100470.55,34.8546,1,1,0.8724,0,0.3716,1,17674.57,36156.64,2713.65,3339.98,6832.55,512.8,23948,643,36.36,3.39,20.98,13.55,Haze.
418,Azad Jammu and Kashmir,Pakistan,5/8/2020,8,5,2020,34.027401,73.947253,79,1,0,0,1886.43,3134.31,759.11,6.59,3.3,11.37,34302.87,12741.78,76101.56,1.66,0.83,2.86,4334762.096,43.032,1,1,0.8725,0,0.5547,1,199.0,433.66,73.16,37.6,81.95,13.83,2009,59,44.57,2.71,42.86,0.0,Clear.
419,Gilgit-Baltistan,Pakistan,5/8/2020,8,5,2020,35.792146,74.982138,421,27,3,0,3239.91,4882.42,1641.16,74.82,38.53,131.56,95180.5,43108.84,231880.04,3.59,1.85,6.31,2227137.68,43.032,1,1,0.8704,0,0.4038,1,273.47,467.57,137.75,51.68,88.36,26.03,1423,36,59.86,5.43,26.43,21.27,Passing clouds.
420,Balochistan,Pakistan,5/9/2020,9,5,2020,28.328491999999997,65.898403,1935,59,25,1,68152.42,139935.22,20777.53,811.75,443.98,1396.54,1707327.83,477916.92,2933971.79,29.02,15.87,49.93,13398367.25,28.8526,1,1,0.8777,0,0.3962,1,8425.21,16350.83,1441.52,1593.27,3092.06,272.6,6767,201,20.71,2.0,7.14,0.0,Clear.
421,Islamabad,Pakistan,5/9/2020,9,5,2020,33.665087,73.121219,641,32,5,1,4404.99,6820.17,2479.0,15.04,9.0,25.28,71046.04,37691.74,112563.55,0.73,0.44,1.22,2155173.482,57.9398,1,1,0.8688,0,0.5094,1,255.17,478.07,99.06,48.25,90.41,18.73,2567,52,49.86,9.29,45.29,21.17,Clear.
422,Punjab,Pakistan,5/9/2020,9,5,2020,30.811346,72.13913199999999,11093,622,192,1,331054.66,543432.88,111192.23,3600.95,1847.55,6315.18,8116185.12,2242716.05,18681438.44,167.39,85.88,293.56,113939260.1,38.7162,1,1,0.8728,0,0.4738,1,47260.79,105886.67,11757.99,8937.35,20023.92,2223.52,51809,1601,62.81,2.71,15.92,11.74,Passing clouds.
423,Sindh,Pakistan,5/9/2020,9,5,2020,26.009446,68.77680699999999,10771,1080,180,5,135781.0,171524.11,83474.86,2011.18,1066.74,3405.54,3796688.19,1974042.03,5292842.65,114.17,60.56,193.33,49907675.66,50.0985,1,1,0.8812,0,0.5268,1,22028.24,30925.8,11023.65,4165.7,5848.29,2084.65,31732,848,49.86,9.29,45.29,21.17,Clear.
424,Khyber Pakhtunkhwa,Pakistan,5/9/2020,9,5,2020,34.485332,72.09169,4509,182,234,13,108660.76,153786.59,34527.03,4327.71,2059.3,7838.08,3898238.29,947536.46,7406807.11,168.36,80.11,304.92,38100470.55,33.6967,1,1,0.8685,0,0.3711,1,17880.72,35855.18,2790.96,3381.37,6780.47,527.79,23948,643,44.43,4.77,20.55,15.55,Passing clouds.
425,Azad Jammu and Kashmir,Pakistan,5/9/2020,9,5,2020,34.027401,73.947253,86,7,0,0,2026.81,3331.79,822.34,8.4,4.2,14.5,36329.68,13483.56,79040.81,1.81,0.91,3.12,4334762.096,41.8318,1,1,0.8686,0,0.5532,1,210.85,446.9,78.97,39.87,84.51,14.93,2009,59,44.14,2.43,17.43,0.0,Clear.
426,Gilgit-Baltistan,Pakistan,5/9/2020,9,5,2020,35.792146,74.982138,430,9,4,1,3382.08,5105.54,1711.23,78.45,40.41,137.95,98562.58,44730.32,236460.29,3.64,1.87,6.4,2227137.68,41.8318,1,1,0.8664,0,0.4044,1,295.4,494.15,152.52,55.86,93.45,28.84,1423,36,54.71,2.71,18.86,12.71,Passing clouds.
427,Balochistan,Pakistan,5/10/2020,10,5,2020,28.328491999999997,65.898403,2017,82,26,1,68971.41,143343.5,21044.28,842.39,460.74,1449.26,1776299.24,500357.56,3031966.12,30.64,16.76,52.72,13398367.25,27.5441,1,1,0.8741,0,0.3978,1,8936.88,17245.58,1564.48,1688.39,3258.09,295.57,6767,201,69.29,12.71,18.14,0.0,Clear.
428,Islamabad,Pakistan,5/10/2020,10,5,2020,33.665087,73.121219,679,38,6,1,4713.11,7338.4,2639.12,15.87,9.5,26.66,75759.15,41043.51,119660.18,0.82,0.49,1.39,2155173.482,57.1814,1,1,0.8649,0,0.517,1,275.19,513.57,109.38,51.99,97.02,20.67,2567,52,49.86,9.29,45.29,21.17,Clear.
429,Punjab,Pakistan,5/10/2020,10,5,2020,30.811346,72.13913199999999,11568,475,197,5,345837.92,564078.68,118018.9,3769.95,1934.26,6611.56,8462023.04,2354615.83,19191505.9,169.0,86.71,296.38,113939260.1,37.4525,1,1,0.8690000000000001,0,0.4731,1,49052.11,107416.6,12240.49,9267.09,20293.5,2312.51,51809,1601,46.81,2.54,14.56,11.12,Passing clouds.
430,Sindh,Pakistan,5/10/2020,10,5,2020,26.009446,68.77680699999999,11480,709,189,9,140671.0,177653.25,86503.5,2133.79,1131.78,3613.16,3937359.18,2064093.9,5449394.32,122.61,65.03,207.62,49907675.66,49.0374,1,1,0.8776,0,0.5295,1,22607.45,31646.33,11469.83,4271.08,5978.73,2166.92,31732,848,49.86,9.29,45.29,21.17,Clear.
431,Khyber Pakhtunkhwa,Pakistan,5/10/2020,10,5,2020,34.485332,72.09169,4669,160,245,11,111083.63,156212.38,35611.96,4496.98,2139.84,8144.64,4009321.92,983148.41,7562822.99,169.26,80.54,306.56,38100470.55,32.6213,1,1,0.8646,0,0.3703,1,18089.17,35606.81,2866.11,3417.47,6726.96,541.48,23948,643,63.39,6.41,28.93,21.66,Partly cloudy.
432,Azad Jammu and Kashmir,Pakistan,5/10/2020,10,5,2020,34.027401,73.947253,86,0,1,1,2175.75,3538.31,889.92,10.12,5.06,17.47,38505.43,14285.6,82158.62,1.72,0.86,2.97,4334762.096,40.677,1,1,0.8648,0,0.5512,1,223.46,461.06,85.06,42.22,87.1,16.07,2009,59,58.0,2.29,39.29,0.0,Overcast.
