,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths
2559,Sindh,Pakistan,2021-09-20 04:21:22,26.009446,68.77680699999999,450787.0,7270.0
2560,Azad Jammu and Kashmir,Pakistan,2020-09-21 04:23:00,34.027401,73.947253,2533.0,69.0
2561,Balochistan,Pakistan,2020-09-21 04:23:00,28.328492,65.898403,14394.0,145.0
2562,Gilgit-Baltistan,Pakistan,2020-09-21 04:23:00,35.792146,74.982138,3483.0,82.0
2563,Islamabad,Pakistan,2020-09-21 04:23:00,33.665087,73.121219,16162.0,180.0
2564,Khyber Pakhtunkhwa,Pakistan,2020-09-21 04:23:00,34.485332,72.09169,37357.0,1258.0
2565,Punjab,Pakistan,2020-09-21 04:23:00,30.811346,72.139132,98428.0,2226.0
2566,Sindh,Pakistan,2020-09-21 04:23:00,26.009446,68.776807,133947.0,2460.0
2567,Azad Jammu and Kashmir,Pakistan,2021-09-21 04:21:26,34.027401,73.947253,33821.0,733.0
2568,Balochistan,Pakistan,2021-09-21 04:21:26,28.328492,65.898403,32772.0,344.0
2569,Gilgit-Baltistan,Pakistan,2021-09-21 04:21:26,35.792146,74.982138,10257.0,182.0
2570,Islamabad,Pakistan,2021-09-21 04:21:26,33.665087,73.121219,104348.0,904.0
2571,Khyber Pakhtunkhwa,Pakistan,2021-09-21 04:21:26,34.485332,72.09169,171589.0,5426.0
2572,Punjab,Pakistan,2021-09-21 04:21:26,30.811346,72.13913199999998,423670.0,12449.0
2573,Sindh,Pakistan,2021-09-21 04:21:26,26.009446,68.77680699999999,451448.0,7289.0
2574,Azad Jammu and Kashmir,Pakistan,2020-09-22 04:23:00,34.027401,73.947253,2550.0,69.0
2575,Balochistan,Pakistan,2020-09-22 04:23:00,28.328492,65.898403,14499.0,145.0
2576,Gilgit-Baltistan,Pakistan,2020-09-22 04:23:00,35.792146,74.982138,3513.0,82.0
2577,Islamabad,Pakistan,2020-09-22 04:23:00,33.665087,73.121219,16207.0,180.0
2578,Khyber Pakhtunkhwa,Pakistan,2020-09-22 04:23:00,34.485332,72.09169,37387.0,1258.0
2579,Punjab,Pakistan,2020-09-22 04:23:00,30.811346,72.139132,98487.0,2227.0
2580,Sindh,Pakistan,2020-09-22 04:23:00,26.009446,68.776807,134243.0,2463.0
2581,Azad Jammu and Kashmir,Pakistan,2021-09-22 04:21:45,34.027401,73.947253,33864.0,733.0
2582,Balochistan,Pakistan,2021-09-22 04:21:45,28.328492,65.898403,32796.0,345.0
2583,Gilgit-Baltistan,Pakistan,2021-09-22 04:21:45,35.792146,74.982138,10264.0,182.0
2584,Islamabad,Pakistan,2021-09-22 04:21:45,33.665087,73.121219,104472.0,905.0
2585,Khyber Pakhtunkhwa,Pakistan,2021-09-22 04:21:45,34.485332,72.09169,171874.0,5444.0
2586,Punjab,Pakistan,2021-09-22 04:21:45,30.811346,72.13913199999998,424701.0,12470.0
2587,Sindh,Pakistan,2021-09-22 04:21:45,26.009446,68.77680699999999,452267.0,7295.0
2588,Azad Jammu and Kashmir,Pakistan,2020-09-23 04:23:00,34.027401,73.947253,2566.0,70.0
2589,Balochistan,Pakistan,2020-09-23 04:23:00,28.328492,65.898403,14607.0,145.0
2590,Gilgit-Baltistan,Pakistan,2020-09-23 04:23:00,35.792146,74.982138,3542.0,83.0
2591,Islamabad,Pakistan,2020-09-23 04:23:00,33.665087,73.121219,16246.0,180.0
2592,Khyber Pakhtunkhwa,Pakistan,2020-09-23 04:23:00,34.485332,72.09169,37418.0,1258.0
2593,Punjab,Pakistan,2020-09-23 04:23:00,30.811346,72.139132,98602.0,2227.0
2594,Sindh,Pakistan,2020-09-23 04:23:00,26.009446,68.776807,134437.0,2469.0
2595,Azad Jammu and Kashmir,Pakistan,2021-09-23 04:21:43,34.027401,73.947253,33923.0,734.0
2596,Balochistan,Pakistan,2021-09-23 04:21:43,28.328492,65.898403,32812.0,345.0
2597,Gilgit-Baltistan,Pakistan,2021-09-23 04:21:43,35.792146,74.982138,10277.0,183.0
2598,Islamabad,Pakistan,2021-09-23 04:21:43,33.665087,73.121219,104619.0,907.0
2599,Khyber Pakhtunkhwa,Pakistan,2021-09-23 04:21:43,34.485332,72.09169,172210.0,5463.0
2600,Punjab,Pakistan,2021-09-23 04:21:43,30.811346,72.13913199999998,425703.0,12490.0
2601,Sindh,Pakistan,2021-09-23 04:21:43,26.009446,68.77680699999999,453051.0,7310.0
2602,Azad Jammu and Kashmir,Pakistan,2020-09-24 04:23:00,34.027401,73.947253,2591.0,70.0
2603,Balochistan,Pakistan,2020-09-24 04:23:00,28.328492,65.898403,14765.0,145.0
2604,Gilgit-Baltistan,Pakistan,2020-09-24 04:23:00,35.792146,74.982138,3572.0,83.0
2605,Islamabad,Pakistan,2020-09-24 04:23:00,33.665087,73.121219,16288.0,181.0
2606,Khyber Pakhtunkhwa,Pakistan,2020-09-24 04:23:00,34.485332,72.09169,37470.0,1258.0
2607,Punjab,Pakistan,2020-09-24 04:23:00,30.811346,72.139132,98686.0,2229.0
2608,Sindh,Pakistan,2020-09-24 04:23:00,26.009446,68.776807,134845.0,2471.0
2609,Azad Jammu and Kashmir,Pakistan,2021-09-24 04:21:44,34.027401,73.947253,33955.0,734.0
2610,Balochistan,Pakistan,2021-09-24 04:21:44,28.328492,65.898403,32828.0,345.0
2611,Gilgit-Baltistan,Pakistan,2021-09-24 04:21:44,35.792146,74.982138,10286.0,184.0
2612,Islamabad,Pakistan,2021-09-24 04:21:44,33.665087,73.121219,104764.0,909.0
2613,Khyber Pakhtunkhwa,Pakistan,2021-09-24 04:21:44,34.485332,72.09169,172498.0,5480.0
2614,Punjab,Pakistan,2021-09-24 04:21:44,30.811346,72.13913199999998,426639.0,12514.0
2615,Sindh,Pakistan,2021-09-24 04:21:44,26.009446,68.77680699999999,453858.0,7316.0
2616,Azad Jammu and Kashmir,Pakistan,2020-09-25 04:23:00,34.027401,73.947253,2610.0,70.0
2617,Balochistan,Pakistan,2020-09-25 04:23:00,28.328492,65.898403,14838.0,145.0
2618,Gilgit-Baltistan,Pakistan,2020-09-25 04:23:00,35.792146,74.982138,3608.0,84.0
2619,Islamabad,Pakistan,2020-09-25 04:23:00,33.665087,73.121219,16324.0,181.0
2620,Khyber Pakhtunkhwa,Pakistan,2020-09-25 04:23:00,34.485332,72.09169,37525.0,1258.0
2621,Punjab,Pakistan,2020-09-25 04:23:00,30.811346,72.139132,98864.0,2229.0
2622,Sindh,Pakistan,2020-09-25 04:23:00,26.009446,68.776807,135246.0,2477.0
2623,Azad Jammu and Kashmir,Pakistan,2021-09-25 04:21:31,34.027401,73.947253,33990.0,734.0
2624,Balochistan,Pakistan,2021-09-25 04:21:31,28.328492,65.898403,32837.0,346.0
2625,Gilgit-Baltistan,Pakistan,2021-09-25 04:21:31,35.792146,74.982138,10289.0,184.0
2626,Islamabad,Pakistan,2021-09-25 04:21:31,33.665087,73.121219,104913.0,910.0
2627,Khyber Pakhtunkhwa,Pakistan,2021-09-25 04:21:31,34.485332,72.09169,172766.0,5488.0
2628,Punjab,Pakistan,2021-09-25 04:21:31,30.811346,72.13913199999998,427583.0,12535.0
2629,Sindh,Pakistan,2021-09-25 04:21:31,26.009446,68.77680699999999,454510.0,7327.0
2630,Azad Jammu and Kashmir,Pakistan,2020-09-26 04:23:00,34.027401,73.947253,2630.0,71.0
2631,Balochistan,Pakistan,2020-09-26 04:23:00,28.328492,65.898403,14932.0,145.0
2632,Gilgit-Baltistan,Pakistan,2020-09-26 04:23:00,35.792146,74.982138,3635.0,85.0
2633,Islamabad,Pakistan,2020-09-26 04:23:00,33.665087,73.121219,16367.0,181.0
2634,Khyber Pakhtunkhwa,Pakistan,2020-09-26 04:23:00,34.485332,72.09169,37588.0,1259.0
2635,Punjab,Pakistan,2020-09-26 04:23:00,30.811346,72.139132,98941.0,2229.0
2636,Sindh,Pakistan,2020-09-26 04:23:00,26.009446,68.776807,135488.0,2481.0
2637,Azad Jammu and Kashmir,Pakistan,2021-09-26 04:21:29,34.027401,73.947253,34020.0,735.0
2638,Balochistan,Pakistan,2021-09-26 04:21:29,28.328492,65.898403,32849.0,346.0
2639,Gilgit-Baltistan,Pakistan,2021-09-26 04:21:29,35.792146,74.982138,10296.0,184.0
2640,Islamabad,Pakistan,2021-09-26 04:21:29,33.665087,73.121219,105021.0,915.0
2641,Khyber Pakhtunkhwa,Pakistan,2021-09-26 04:21:29,34.485332,72.09169,173023.0,5498.0
2642,Punjab,Pakistan,2021-09-26 04:21:29,30.811346,72.13913199999998,428394.0,12553.0
2643,Sindh,Pakistan,2021-09-26 04:21:29,26.009446,68.77680699999999,455065.0,7335.0
2644,Azad Jammu and Kashmir,Pakistan,2020-09-27 04:23:00,34.027401,73.947253,2649.0,71.0
2645,Balochistan,Pakistan,2020-09-27 04:23:00,28.328492,65.898403,15013.0,145.0
2646,Gilgit-Baltistan,Pakistan,2020-09-27 04:23:00,35.792146,74.982138,3662.0,85.0
2647,Islamabad,Pakistan,2020-09-27 04:23:00,33.665087,73.121219,16440.0,181.0
2648,Khyber Pakhtunkhwa,Pakistan,2020-09-27 04:23:00,34.485332,72.09169,37617.0,1259.0
2649,Punjab,Pakistan,2020-09-27 04:23:00,30.811346,72.139132,99128.0,2230.0
2650,Sindh,Pakistan,2020-09-27 04:23:00,26.009446,68.776807,135766.0,2486.0
2651,Azad Jammu and Kashmir,Pakistan,2021-09-27 04:21:16,34.027401,73.947253,34046.0,735.0
2652,Balochistan,Pakistan,2021-09-27 04:21:16,28.328492,65.898403,32861.0,346.0
2653,Gilgit-Baltistan,Pakistan,2021-09-27 04:21:16,35.792146,74.982138,10299.0,184.0
2654,Islamabad,Pakistan,2021-09-27 04:21:16,33.665087,73.121219,105120.0,916.0
2655,Khyber Pakhtunkhwa,Pakistan,2021-09-27 04:21:16,34.485332,72.09169,173210.0,5507.0
2656,Punjab,Pakistan,2021-09-27 04:21:16,30.811346,72.13913199999998,429081.0,12559.0
2657,Sindh,Pakistan,2021-09-27 04:21:16,26.009446,68.77680699999999,455808.0,7350.0
2658,Azad Jammu and Kashmir,Pakistan,2020-09-28 04:23:00,34.027401,73.947253,2661.0,71.0
2659,Balochistan,Pakistan,2020-09-28 04:23:00,28.328492,65.898403,15092.0,145.0
2660,Gilgit-Baltistan,Pakistan,2020-09-28 04:23:00,35.792146,74.982138,3681.0,87.0
2661,Islamabad,Pakistan,2020-09-28 04:23:00,33.665087,73.121219,16470.0,181.0
2662,Khyber Pakhtunkhwa,Pakistan,2020-09-28 04:23:00,34.485332,72.09169,37701.0,1259.0
2663,Punjab,Pakistan,2020-09-28 04:23:00,30.811346,72.139132,99219.0,2231.0
2664,Sindh,Pakistan,2020-09-28 04:23:00,26.009446,68.776807,136017.0,2492.0
2665,Azad Jammu and Kashmir,Pakistan,2021-09-28 04:21:28,34.027401,73.947253,34074.0,737.0
2666,Balochistan,Pakistan,2021-09-28 04:21:28,28.328492,65.898403,32875.0,348.0
2667,Gilgit-Baltistan,Pakistan,2021-09-28 04:21:28,35.792146,74.982138,10308.0,184.0
2668,Islamabad,Pakistan,2021-09-28 04:21:28,33.665087,73.121219,105217.0,919.0
2669,Khyber Pakhtunkhwa,Pakistan,2021-09-28 04:21:28,34.485332,72.09169,173353.0,5514.0
2670,Punjab,Pakistan,2021-09-28 04:21:28,30.811346,72.13913199999998,429655.0,12575.0
2671,Sindh,Pakistan,2021-09-28 04:21:28,26.009446,68.77680699999999,456343.0,7361.0
2672,Azad Jammu and Kashmir,Pakistan,2020-09-29 04:23:42,34.027401,73.947253,2663.0,72.0
2673,Balochistan,Pakistan,2020-09-29 04:23:42,28.328492,65.898403,15177.0,145.0
2674,Gilgit-Baltistan,Pakistan,2020-09-29 04:23:42,35.792146,74.982138,3730.0,88.0
2675,Islamabad,Pakistan,2020-09-29 04:23:42,33.665087,73.121219,16532.0,181.0
2676,Khyber Pakhtunkhwa,Pakistan,2020-09-29 04:23:42,34.485332,72.09169,37727.0,1259.0
2677,Punjab,Pakistan,2020-09-29 04:23:42,30.811346,72.13913199999998,99292.0,2234.0
2678,Sindh,Pakistan,2020-09-29 04:23:42,26.009446,68.77680699999999,136395.0,2495.0
2679,Azad Jammu and Kashmir,Pakistan,2021-09-29 04:21:45,34.027401,73.947253,34101.0,737.0
2680,Balochistan,Pakistan,2021-09-29 04:21:45,28.328492,65.898403,32888.0,348.0
2681,Gilgit-Baltistan,Pakistan,2021-09-29 04:21:45,35.792146,74.982138,10311.0,184.0
2682,Islamabad,Pakistan,2021-09-29 04:21:45,33.665087,73.121219,105287.0,922.0
2683,Khyber Pakhtunkhwa,Pakistan,2021-09-29 04:21:45,34.485332,72.09169,173548.0,5525.0
2684,Punjab,Pakistan,2021-09-29 04:21:45,30.811346,72.13913199999998,430353.0,12595.0
2685,Sindh,Pakistan,2021-09-29 04:21:45,26.009446,68.77680699999999,456897.0,7379.0
2686,Azad Jammu and Kashmir,Pakistan,2020-09-30 04:23:33,34.027401,73.947253,2698.0,74.0
2687,Balochistan,Pakistan,2020-09-30 04:23:33,28.328492,65.898403,15257.0,145.0
2688,Gilgit-Baltistan,Pakistan,2020-09-30 04:23:33,35.792146,74.982138,3778.0,88.0
2689,Islamabad,Pakistan,2020-09-30 04:23:33,33.665087,73.121219,16581.0,182.0
2690,Khyber Pakhtunkhwa,Pakistan,2020-09-30 04:23:33,34.485332,72.09169,37776.0,1259.0
2691,Punjab,Pakistan,2020-09-30 04:23:33,30.811346,72.13913199999998,99378.0,2234.0
2692,Sindh,Pakistan,2020-09-30 04:23:33,26.009446,68.77680699999999,136795.0,2497.0
2693,Azad Jammu and Kashmir,Pakistan,2021-09-30 04:21:20,34.027401,73.947253,34127.0,738.0
2694,Balochistan,Pakistan,2021-09-30 04:21:20,28.328492,65.898403,32916.0,348.0
2695,Gilgit-Baltistan,Pakistan,2021-09-30 04:21:20,35.792146,74.982138,10321.0,184.0
2696,Islamabad,Pakistan,2021-09-30 04:21:20,33.665087,73.121219,105417.0,923.0
2697,Khyber Pakhtunkhwa,Pakistan,2021-09-30 04:21:20,34.485332,72.09169,173796.0,5537.0
2698,Punjab,Pakistan,2021-09-30 04:21:20,30.811346,72.13913199999998,431092.0,12617.0
2699,Sindh,Pakistan,2021-09-30 04:21:20,26.009446,68.77680699999999,457458.0,7382.0
2700,Azad Jammu and Kashmir,Pakistan,2020-10-01 04:23:42,34.027401,73.947253,2731.0,74.0
2701,Balochistan,Pakistan,2020-10-01 04:23:42,28.328492,65.898403,15281.0,146.0
2702,Gilgit-Baltistan,Pakistan,2020-10-01 04:23:42,35.792146,74.982138,3787.0,88.0
2703,Islamabad,Pakistan,2020-10-01 04:23:42,33.665087,73.121219,16611.0,182.0
2704,Khyber Pakhtunkhwa,Pakistan,2020-10-01 04:23:42,34.485332,72.09169,37811.0,1260.0
2705,Punjab,Pakistan,2020-10-01 04:23:42,30.811346,72.13913199999998,99479.0,2235.0
2706,Sindh,Pakistan,2020-10-01 04:23:42,26.009446,68.77680699999999,137106.0,2499.0
2707,Azad Jammu and Kashmir,Pakistan,2021-10-01 04:21:35,34.027401,73.947253,34157.0,738.0
2708,Balochistan,Pakistan,2021-10-01 04:21:35,28.328492,65.898403,32926.0,348.0
2709,Gilgit-Baltistan,Pakistan,2021-10-01 04:21:35,35.792146,74.982138,10328.0,184.0
2710,Islamabad,Pakistan,2021-10-01 04:21:35,33.665087,73.121219,105516.0,924.0
2711,Khyber Pakhtunkhwa,Pakistan,2021-10-01 04:21:35,34.485332,72.09169,174017.0,5547.0
2712,Punjab,Pakistan,2021-10-01 04:21:35,30.811346,72.13913199999998,431666.0,12637.0
2713,Sindh,Pakistan,2021-10-01 04:21:35,26.009446,68.77680699999999,457928.0,7407.0
2714,Azad Jammu and Kashmir,Pakistan,2020-10-02 04:23:51,34.027401,73.947253,2754.0,74.0
2715,Balochistan,Pakistan,2020-10-02 04:23:51,28.328492,65.898403,15302.0,146.0
2716,Gilgit-Baltistan,Pakistan,2020-10-02 04:23:51,35.792146,74.982138,3808.0,88.0
2717,Islamabad,Pakistan,2020-10-02 04:23:51,33.665087,73.121219,16650.0,182.0
2718,Khyber Pakhtunkhwa,Pakistan,2020-10-02 04:23:51,34.485332,72.09169,37845.0,1260.0
2719,Punjab,Pakistan,2020-10-02 04:23:51,30.811346,72.13913199999998,99605.0,2237.0
2720,Sindh,Pakistan,2020-10-02 04:23:51,26.009446,68.77680699999999,137467.0,2512.0
2721,Azad Jammu and Kashmir,Pakistan,2021-10-02 04:21:25,34.027401,73.947253,34193.0,738.0
2722,Balochistan,Pakistan,2021-10-02 04:21:25,28.328492,65.898403,32943.0,349.0
2723,Gilgit-Baltistan,Pakistan,2021-10-02 04:21:25,35.792146,74.982138,10329.0,184.0
2724,Islamabad,Pakistan,2021-10-02 04:21:25,33.665087,73.121219,105590.0,926.0
2725,Khyber Pakhtunkhwa,Pakistan,2021-10-02 04:21:25,34.485332,72.09169,174260.0,5559.0
2726,Punjab,Pakistan,2021-10-02 04:21:25,30.811346,72.13913199999998,432190.0,12661.0
2727,Sindh,Pakistan,2021-10-02 04:21:25,26.009446,68.77680699999999,458697.0,7414.0
2728,Azad Jammu and Kashmir,Pakistan,2020-10-03 04:23:40,34.027401,73.947253,2776.0,75.0
2729,Balochistan,Pakistan,2020-10-03 04:23:40,28.328492,65.898403,15323.0,146.0
2730,Gilgit-Baltistan,Pakistan,2020-10-03 04:23:40,35.792146,74.982138,3816.0,88.0
2731,Islamabad,Pakistan,2020-10-03 04:23:40,33.665087,73.121219,16713.0,183.0
2732,Khyber Pakhtunkhwa,Pakistan,2020-10-03 04:23:40,34.485332,72.09169,37908.0,1260.0
2733,Punjab,Pakistan,2020-10-03 04:23:40,30.811346,72.13913199999998,99665.0,2238.0
2734,Sindh,Pakistan,2020-10-03 04:23:40,26.009446,68.77680699999999,137783.0,2517.0
2735,Azad Jammu and Kashmir,Pakistan,2021-10-03 04:21:24,34.027401,73.947253,34216.0,738.0
2736,Balochistan,Pakistan,2021-10-03 04:21:24,28.328492,65.898403,32956.0,349.0
2737,Gilgit-Baltistan,Pakistan,2021-10-03 04:21:24,35.792146,74.982138,10331.0,184.0
2738,Islamabad,Pakistan,2021-10-03 04:21:24,33.665087,73.121219,105664.0,927.0
2739,Khyber Pakhtunkhwa,Pakistan,2021-10-03 04:21:24,34.485332,72.09169,174490.0,5571.0
2740,Punjab,Pakistan,2021-10-03 04:21:24,30.811346,72.13913199999998,432809.0,12672.0
2741,Sindh,Pakistan,2021-10-03 04:21:24,26.009446,68.77680699999999,459392.0,7425.0
2742,Azad Jammu and Kashmir,Pakistan,2020-10-04 04:23:44,34.027401,73.947253,2816.0,76.0
2743,Balochistan,Pakistan,2020-10-04 04:23:44,28.328492,65.898403,15371.0,146.0
2744,Gilgit-Baltistan,Pakistan,2020-10-04 04:23:44,35.792146,74.982138,3828.0,88.0
2745,Islamabad,Pakistan,2020-10-04 04:23:44,33.665087,73.121219,16766.0,183.0
2746,Khyber Pakhtunkhwa,Pakistan,2020-10-04 04:23:44,34.485332,72.09169,37973.0,1260.0
2747,Punjab,Pakistan,2020-10-04 04:23:44,30.811346,72.13913199999998,99812.0,2240.0
2748,Sindh,Pakistan,2020-10-04 04:23:44,26.009446,68.77680699999999,138050.0,2520.0
2749,Azad Jammu and Kashmir,Pakistan,2021-10-04 04:21:31,34.027401,73.947253,34234.0,738.0
2750,Balochistan,Pakistan,2021-10-04 04:21:31,28.328492,65.898403,32981.0,349.0
2751,Gilgit-Baltistan,Pakistan,2021-10-04 04:21:31,35.792146,74.982138,10332.0,186.0
2752,Islamabad,Pakistan,2021-10-04 04:21:31,33.665087,73.121219,105733.0,928.0
2753,Khyber Pakhtunkhwa,Pakistan,2021-10-04 04:21:31,34.485332,72.09169,174671.0,5580.0
2754,Punjab,Pakistan,2021-10-04 04:21:31,30.811346,72.13913199999998,433286.0,12685.0
2755,Sindh,Pakistan,2021-10-04 04:21:31,26.009446,68.77680699999999,460111.0,7427.0
2756,Azad Jammu and Kashmir,Pakistan,2020-10-05 04:23:33,34.027401,73.947253,2816.0,76.0
2757,Balochistan,Pakistan,2020-10-05 04:23:33,28.328492,65.898403,15371.0,146.0
2758,Gilgit-Baltistan,Pakistan,2020-10-05 04:23:33,35.792146,74.982138,3828.0,88.0
2759,Islamabad,Pakistan,2020-10-05 04:23:33,33.665087,73.121219,16766.0,183.0
2760,Khyber Pakhtunkhwa,Pakistan,2020-10-05 04:23:33,34.485332,72.09169,37973.0,1260.0
2761,Punjab,Pakistan,2020-10-05 04:23:33,30.811346,72.13913199999998,99812.0,2240.0
2762,Sindh,Pakistan,2020-10-05 04:23:33,26.009446,68.77680699999999,138050.0,2520.0
2763,Azad Jammu and Kashmir,Pakistan,2021-10-05 04:21:27,34.027401,73.947253,34253.0,738.0
2764,Balochistan,Pakistan,2021-10-05 04:21:27,28.328492,65.898403,32992.0,349.0
2765,Gilgit-Baltistan,Pakistan,2021-10-05 04:21:27,35.792146,74.982138,10334.0,186.0
2766,Islamabad,Pakistan,2021-10-05 04:21:27,33.665087,73.121219,105801.0,929.0
2767,Khyber Pakhtunkhwa,Pakistan,2021-10-05 04:21:27,34.485332,72.09169,174841.0,5593.0
2768,Punjab,Pakistan,2021-10-05 04:21:27,30.811346,72.13913199999998,433687.0,12710.0
2769,Sindh,Pakistan,2021-10-05 04:21:27,26.009446,68.77680699999999,460748.0,7442.0
2770,Azad Jammu and Kashmir,Pakistan,2020-10-06 04:23:33,34.027401,73.947253,2874.0,76.0
2771,Balochistan,Pakistan,2020-10-06 04:23:33,28.328492,65.898403,15420.0,146.0
2772,Gilgit-Baltistan,Pakistan,2020-10-06 04:23:33,35.792146,74.982138,3857.0,89.0
2773,Islamabad,Pakistan,2020-10-06 04:23:33,33.665087,73.121219,16845.0,184.0
2774,Khyber Pakhtunkhwa,Pakistan,2020-10-06 04:23:33,34.485332,72.09169,38105.0,1262.0
2775,Punjab,Pakistan,2020-10-06 04:23:33,30.811346,72.13913199999998,100033.0,2243.0
2776,Sindh,Pakistan,2020-10-06 04:23:33,26.009446,68.77680699999999,138593.0,2523.0
2777,Azad Jammu and Kashmir,Pakistan,2021-10-06 04:21:33,34.027401,73.947253,34278.0,738.0
2778,Balochistan,Pakistan,2021-10-06 04:21:33,28.328492,65.898403,33004.0,349.0
2779,Gilgit-Baltistan,Pakistan,2021-10-06 04:21:33,35.792146,74.982138,10338.0,186.0
2780,Islamabad,Pakistan,2021-10-06 04:21:33,33.665087,73.121219,105839.0,930.0
2781,Khyber Pakhtunkhwa,Pakistan,2021-10-06 04:21:33,34.485332,72.09169,175012.0,5608.0
2782,Punjab,Pakistan,2021-10-06 04:21:33,30.811346,72.13913199999998,434139.0,12724.0
2783,Sindh,Pakistan,2021-10-06 04:21:33,26.009446,68.77680699999999,461258.0,7451.0
2784,Azad Jammu and Kashmir,Pakistan,2020-10-07 04:23:40,34.027401,73.947253,2912.0,77.0
2785,Balochistan,Pakistan,2020-10-07 04:23:40,28.328492,65.898403,15439.0,146.0
2786,Gilgit-Baltistan,Pakistan,2020-10-07 04:23:40,35.792146,74.982138,3884.0,89.0
2787,Islamabad,Pakistan,2020-10-07 04:23:40,33.665087,73.121219,16936.0,184.0
2788,Khyber Pakhtunkhwa,Pakistan,2020-10-07 04:23:40,34.485332,72.09169,38141.0,1263.0
2789,Punjab,Pakistan,2020-10-07 04:23:40,30.811346,72.13913199999998,100148.0,2245.0
2790,Sindh,Pakistan,2020-10-07 04:23:40,26.009446,68.77680699999999,138891.0,2531.0
2791,Azad Jammu and Kashmir,Pakistan,2021-10-07 04:21:36,34.027401,73.947253,34299.0,739.0
2792,Balochistan,Pakistan,2021-10-07 04:21:36,28.328492,65.898403,33026.0,349.0
2793,Gilgit-Baltistan,Pakistan,2021-10-07 04:21:36,35.792146,74.982138,10338.0,186.0
2794,Islamabad,Pakistan,2021-10-07 04:21:36,33.665087,73.121219,105930.0,930.0
2795,Khyber Pakhtunkhwa,Pakistan,2021-10-07 04:21:36,34.485332,72.09169,175212.0,5613.0
2796,Punjab,Pakistan,2021-10-07 04:21:36,30.811346,72.13913199999998,434647.0,12744.0
2797,Sindh,Pakistan,2021-10-07 04:21:36,26.009446,68.77680699999999,461869.0,7471.0
2798,Azad Jammu and Kashmir,Pakistan,2020-10-08 04:23:56,34.027401,73.947253,2937.0,77.0
2799,Balochistan,Pakistan,2020-10-08 04:23:56,28.328492,65.898403,15460.0,146.0
2800,Gilgit-Baltistan,Pakistan,2020-10-08 04:23:56,35.792146,74.982138,3886.0,89.0
2801,Islamabad,Pakistan,2020-10-08 04:23:56,33.665087,73.121219,17009.0,187.0
2802,Khyber Pakhtunkhwa,Pakistan,2020-10-08 04:23:56,34.485332,72.09169,38175.0,1263.0
2803,Punjab,Pakistan,2020-10-08 04:23:56,30.811346,72.13913199999998,100272.0,2247.0
2804,Sindh,Pakistan,2020-10-08 04:23:56,26.009446,68.77680699999999,139195.0,2535.0
2805,Azad Jammu and Kashmir,Pakistan,2021-10-08 04:21:25,34.027401,73.947253,34316.0,739.0
2806,Balochistan,Pakistan,2021-10-08 04:21:25,28.328492,65.898403,33040.0,349.0
2807,Gilgit-Baltistan,Pakistan,2021-10-08 04:21:25,35.792146,74.982138,10341.0,186.0
2808,Islamabad,Pakistan,2021-10-08 04:21:25,33.665087,73.121219,105983.0,930.0
2809,Khyber Pakhtunkhwa,Pakistan,2021-10-08 04:21:25,34.485332,72.09169,175358.0,5623.0
2810,Punjab,Pakistan,2021-10-08 04:21:25,30.811346,72.13913199999998,435040.0,12757.0
2811,Sindh,Pakistan,2021-10-08 04:21:25,26.009446,68.77680699999999,462155.0,7474.0
2812,Azad Jammu and Kashmir,Pakistan,2020-10-09 04:23:59,34.027401,73.947253,2980.0,77.0
2813,Balochistan,Pakistan,2020-10-09 04:23:59,28.328492,65.898403,15480.0,146.0
2814,Gilgit-Baltistan,Pakistan,2020-10-09 04:23:59,35.792146,74.982138,3893.0,89.0
2815,Islamabad,Pakistan,2020-10-09 04:23:59,33.665087,73.121219,17122.0,188.0
2816,Khyber Pakhtunkhwa,Pakistan,2020-10-09 04:23:59,34.485332,72.09169,38219.0,1263.0
2817,Punjab,Pakistan,2020-10-09 04:23:59,30.811346,72.13913199999998,100330.0,2248.0
2818,Sindh,Pakistan,2020-10-09 04:23:59,26.009446,68.77680699999999,139571.0,2541.0
2819,Azad Jammu and Kashmir,Pakistan,2021-10-09 04:21:34,34.027401,73.947253,34326.0,739.0
2820,Balochistan,Pakistan,2021-10-09 04:21:34,28.328492,65.898403,33069.0,349.0
2821,Gilgit-Baltistan,Pakistan,2021-10-09 04:21:34,35.792146,74.982138,10344.0,186.0
2822,Islamabad,Pakistan,2021-10-09 04:21:34,33.665087,73.121219,106058.0,931.0
2823,Khyber Pakhtunkhwa,Pakistan,2021-10-09 04:21:34,34.485332,72.09169,175584.0,5632.0
2824,Punjab,Pakistan,2021-10-09 04:21:34,30.811346,72.13913199999998,435512.0,12770.0
2825,Sindh,Pakistan,2021-10-09 04:21:34,26.009446,68.77680699999999,462295.0,7480.0
2826,Azad Jammu and Kashmir,Pakistan,2020-10-10 04:23:57,34.027401,73.947253,2991.0,77.0
2827,Balochistan,Pakistan,2020-10-10 04:23:57,28.328492,65.898403,15498.0,146.0
2828,Gilgit-Baltistan,Pakistan,2020-10-10 04:23:57,35.792146,74.982138,3900.0,89.0
2829,Islamabad,Pakistan,2020-10-10 04:23:57,33.665087,73.121219,17210.0,188.0
2830,Khyber Pakhtunkhwa,Pakistan,2020-10-10 04:23:57,34.485332,72.09169,38273.0,1263.0
2831,Punjab,Pakistan,2020-10-10 04:23:57,30.811346,72.13913199999998,100484.0,2252.0
