,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths
657,Sindh,Pakistan,2021-04-05 04:20:35,26.009446,68.77680699999999,266618.0,4509.0
658,Azad Jammu and Kashmir,Pakistan,2021-04-06 04:20:32,34.027401,73.947253,13529.0,372.0
659,Balochistan,Pakistan,2021-04-06 04:20:32,28.328492,65.898403,19855.0,211.0
660,Gilgit-Baltistan,Pakistan,2021-04-06 04:20:32,35.792146,74.982138,5061.0,103.0
661,Islamabad,Pakistan,2021-04-06 04:20:32,33.665087,73.121219,62211.0,584.0
662,Khyber Pakhtunkhwa,Pakistan,2021-04-06 04:20:32,34.485332,72.09169,93033.0,2469.0
663,Punjab,Pakistan,2021-04-06 04:20:32,30.811346,72.13913199999998,235569.0,6675.0
664,Sindh,Pakistan,2021-04-06 04:20:32,26.009446,68.77680699999999,266926.0,4510.0
665,Azad Jammu and Kashmir,Pakistan,2021-04-07 04:20:53,34.027401,73.947253,13713.0,380.0
666,Balochistan,Pakistan,2021-04-07 04:20:53,28.328492,65.898403,19942.0,212.0
667,Gilgit-Baltistan,Pakistan,2021-04-07 04:20:53,35.792146,74.982138,5064.0,103.0
668,Islamabad,Pakistan,2021-04-07 04:20:53,33.665087,73.121219,62775.0,588.0
669,Khyber Pakhtunkhwa,Pakistan,2021-04-07 04:20:53,34.485332,72.09169,93862.0,2496.0
670,Punjab,Pakistan,2021-04-07 04:20:53,30.811346,72.13913199999998,237594.0,6731.0
671,Sindh,Pakistan,2021-04-07 04:20:53,26.009446,68.77680699999999,267238.0,4516.0
672,Azad Jammu and Kashmir,Pakistan,2021-04-08 04:21:13,34.027401,73.947253,13873.0,386.0
673,Balochistan,Pakistan,2021-04-08 04:21:13,28.328492,65.898403,19999.0,212.0
674,Gilgit-Baltistan,Pakistan,2021-04-08 04:21:13,35.792146,74.982138,5070.0,103.0
675,Islamabad,Pakistan,2021-04-08 04:21:13,33.665087,73.121219,63499.0,591.0
676,Khyber Pakhtunkhwa,Pakistan,2021-04-08 04:21:13,34.485332,72.09169,94880.0,2519.0
677,Punjab,Pakistan,2021-04-08 04:21:13,30.811346,72.13913199999998,240584.0,6793.0
678,Sindh,Pakistan,2021-04-08 04:21:13,26.009446,68.77680699999999,267612.0,4520.0
679,Azad Jammu and Kashmir,Pakistan,2021-04-09 04:21:13,34.027401,73.947253,14069.0,391.0
680,Balochistan,Pakistan,2021-04-09 04:21:13,28.328492,65.898403,20097.0,213.0
681,Gilgit-Baltistan,Pakistan,2021-04-09 04:21:13,35.792146,74.982138,5097.0,103.0
682,Islamabad,Pakistan,2021-04-09 04:21:13,33.665087,73.121219,64173.0,597.0
683,Khyber Pakhtunkhwa,Pakistan,2021-04-09 04:21:13,34.485332,72.09169,96128.0,2553.0
684,Punjab,Pakistan,2021-04-09 04:21:13,30.811346,72.13913199999998,243295.0,6851.0
685,Sindh,Pakistan,2021-04-09 04:21:13,26.009446,68.77680699999999,267970.0,4521.0
686,Azad Jammu and Kashmir,Pakistan,2021-04-10 04:20:59,34.027401,73.947253,14260.0,395.0
687,Balochistan,Pakistan,2021-04-10 04:20:59,28.328492,65.898403,20178.0,213.0
688,Gilgit-Baltistan,Pakistan,2021-04-10 04:20:59,35.792146,74.982138,5103.0,103.0
689,Islamabad,Pakistan,2021-04-10 04:20:59,33.665087,73.121219,64902.0,601.0
690,Khyber Pakhtunkhwa,Pakistan,2021-04-10 04:20:59,34.485332,72.09169,97318.0,2586.0
691,Punjab,Pakistan,2021-04-10 04:20:59,30.811346,72.13913199999998,245923.0,6908.0
692,Sindh,Pakistan,2021-04-10 04:20:59,26.009446,68.77680699999999,268284.0,4523.0
693,Azad Jammu and Kashmir,Pakistan,2021-04-11 04:20:56,34.027401,73.947253,14461.0,399.0
694,Balochistan,Pakistan,2021-04-11 04:20:56,28.328492,65.898403,20241.0,215.0
695,Gilgit-Baltistan,Pakistan,2021-04-11 04:20:56,35.792146,74.982138,5127.0,103.0
696,Islamabad,Pakistan,2021-04-11 04:20:56,33.665087,73.121219,65700.0,607.0
697,Khyber Pakhtunkhwa,Pakistan,2021-04-11 04:20:56,34.485332,72.09169,98301.0,2618.0
698,Punjab,Pakistan,2021-04-11 04:20:56,30.811346,72.13913199999998,248438.0,6972.0
699,Sindh,Pakistan,2021-04-11 04:20:56,26.009446,68.77680699999999,268750.0,4529.0
700,Azad Jammu and Kashmir,Pakistan,2021-04-12 04:21:00,34.027401,73.947253,14594.0,403.0
701,Balochistan,Pakistan,2021-04-12 04:21:00,28.328492,65.898403,20321.0,215.0
702,Gilgit-Baltistan,Pakistan,2021-04-12 04:21:00,35.792146,74.982138,5127.0,103.0
703,Islamabad,Pakistan,2021-04-12 04:21:00,33.665087,73.121219,66380.0,611.0
704,Khyber Pakhtunkhwa,Pakistan,2021-04-12 04:21:00,34.485332,72.09169,99595.0,2651.0
705,Punjab,Pakistan,2021-04-12 04:21:00,30.811346,72.13913199999998,250459.0,6988.0
706,Sindh,Pakistan,2021-04-12 04:21:00,26.009446,68.77680699999999,269126.0,4530.0
707,Azad Jammu and Kashmir,Pakistan,2021-04-13 04:20:37,34.027401,73.947253,14687.0,407.0
708,Balochistan,Pakistan,2021-04-13 04:20:37,28.328492,65.898403,20397.0,217.0
709,Gilgit-Baltistan,Pakistan,2021-04-13 04:20:37,35.792146,74.982138,5130.0,103.0
710,Islamabad,Pakistan,2021-04-13 04:20:37,33.665087,73.121219,66983.0,617.0
711,Khyber Pakhtunkhwa,Pakistan,2021-04-13 04:20:37,34.485332,72.09169,100275.0,2683.0
712,Punjab,Pakistan,2021-04-13 04:20:37,30.811346,72.13913199999998,252974.0,7062.0
713,Sindh,Pakistan,2021-04-13 04:20:37,26.009446,68.77680699999999,269474.0,4530.0
714,Azad Jammu and Kashmir,Pakistan,2021-04-14 04:20:41,34.027401,73.947253,14837.0,410.0
715,Balochistan,Pakistan,2021-04-14 04:20:41,28.328492,65.898403,20499.0,219.0
716,Gilgit-Baltistan,Pakistan,2021-04-14 04:20:41,35.792146,74.982138,5140.0,103.0
717,Islamabad,Pakistan,2021-04-14 04:20:41,33.665087,73.121219,67491.0,619.0
718,Khyber Pakhtunkhwa,Pakistan,2021-04-14 04:20:41,34.485332,72.09169,101045.0,2732.0
719,Punjab,Pakistan,2021-04-14 04:20:41,30.811346,72.13913199999998,255571.0,7141.0
720,Sindh,Pakistan,2021-04-14 04:20:41,26.009446,68.77680699999999,269840.0,4530.0
721,Azad Jammu and Kashmir,Pakistan,2021-04-15 04:20:54,34.027401,73.947253,14978.0,420.0
722,Balochistan,Pakistan,2021-04-15 04:20:54,28.328492,65.898403,20580.0,221.0
723,Gilgit-Baltistan,Pakistan,2021-04-15 04:20:54,35.792146,74.982138,5153.0,103.0
724,Islamabad,Pakistan,2021-04-15 04:20:54,33.665087,73.121219,68066.0,625.0
725,Khyber Pakhtunkhwa,Pakistan,2021-04-15 04:20:54,34.485332,72.09169,102290.0,2761.0
726,Punjab,Pakistan,2021-04-15 04:20:54,30.811346,72.13913199999998,258441.0,7209.0
727,Sindh,Pakistan,2021-04-15 04:20:54,26.009446,68.77680699999999,270310.0,4533.0
728,Azad Jammu and Kashmir,Pakistan,2021-04-16 04:20:46,34.027401,73.947253,15137.0,423.0
729,Balochistan,Pakistan,2021-04-16 04:20:46,28.328492,65.898403,20662.0,222.0
730,Gilgit-Baltistan,Pakistan,2021-04-16 04:20:46,35.792146,74.982138,5163.0,103.0
731,Islamabad,Pakistan,2021-04-16 04:20:46,33.665087,73.121219,68665.0,626.0
732,Khyber Pakhtunkhwa,Pakistan,2021-04-16 04:20:46,34.485332,72.09169,103419.0,2796.0
733,Punjab,Pakistan,2021-04-16 04:20:46,30.811346,72.13913199999998,261173.0,7271.0
734,Sindh,Pakistan,2021-04-16 04:20:46,26.009446,68.77680699999999,270963.0,4541.0
735,Azad Jammu and Kashmir,Pakistan,2021-04-17 04:20:40,34.027401,73.947253,15304.0,428.0
736,Balochistan,Pakistan,2021-04-17 04:20:40,28.328492,65.898403,20760.0,223.0
737,Gilgit-Baltistan,Pakistan,2021-04-17 04:20:40,35.792146,74.982138,5174.0,103.0
738,Islamabad,Pakistan,2021-04-17 04:20:40,33.665087,73.121219,68906.0,631.0
739,Khyber Pakhtunkhwa,Pakistan,2021-04-17 04:20:40,34.485332,72.09169,104480.0,2832.0
740,Punjab,Pakistan,2021-04-17 04:20:40,30.811346,72.13913199999998,264010.0,7333.0
741,Sindh,Pakistan,2021-04-17 04:20:40,26.009446,68.77680699999999,271524.0,4544.0
742,Azad Jammu and Kashmir,Pakistan,2021-04-18 04:20:41,34.027401,73.947253,15524.0,433.0
743,Balochistan,Pakistan,2021-04-18 04:20:41,28.328492,65.898403,20822.0,223.0
744,Gilgit-Baltistan,Pakistan,2021-04-18 04:20:41,35.792146,74.982138,5176.0,103.0
745,Islamabad,Pakistan,2021-04-18 04:20:41,33.665087,73.121219,69556.0,636.0
746,Khyber Pakhtunkhwa,Pakistan,2021-04-18 04:20:41,34.485332,72.09169,105438.0,2867.0
747,Punjab,Pakistan,2021-04-18 04:20:41,30.811346,72.13913199999998,267572.0,7430.0
748,Sindh,Pakistan,2021-04-18 04:20:41,26.009446,68.77680699999999,272197.0,4551.0
749,Azad Jammu and Kashmir,Pakistan,2021-04-19 04:20:57,34.027401,73.947253,15669.0,439.0
750,Balochistan,Pakistan,2021-04-19 04:20:57,28.328492,65.898403,20940.0,223.0
751,Gilgit-Baltistan,Pakistan,2021-04-19 04:20:57,35.792146,74.982138,5182.0,103.0
752,Islamabad,Pakistan,2021-04-19 04:20:57,33.665087,73.121219,70079.0,642.0
753,Khyber Pakhtunkhwa,Pakistan,2021-04-19 04:20:57,34.485332,72.09169,106500.0,2899.0
754,Punjab,Pakistan,2021-04-19 04:20:57,30.811346,72.13913199999998,270338.0,7457.0
755,Sindh,Pakistan,2021-04-19 04:20:57,26.009446,68.77680699999999,272729.0,4553.0
756,Azad Jammu and Kashmir,Pakistan,2021-04-20 04:20:41,34.027401,73.947253,15741.0,442.0
757,Balochistan,Pakistan,2021-04-20 04:20:41,28.328492,65.898403,21000.0,225.0
758,Gilgit-Baltistan,Pakistan,2021-04-20 04:20:41,35.792146,74.982138,5191.0,104.0
759,Islamabad,Pakistan,2021-04-20 04:20:41,33.665087,73.121219,70609.0,645.0
760,Khyber Pakhtunkhwa,Pakistan,2021-04-20 04:20:41,34.485332,72.09169,107309.0,2920.0
761,Punjab,Pakistan,2021-04-20 04:20:41,30.811346,72.13913199999998,273566.0,7561.0
762,Sindh,Pakistan,2021-04-20 04:20:41,26.009446,68.77680699999999,273466.0,4556.0
763,Azad Jammu and Kashmir,Pakistan,2021-04-21 04:21:14,34.027401,73.947253,15873.0,446.0
764,Balochistan,Pakistan,2021-04-21 04:21:14,28.328492,65.898403,21127.0,225.0
765,Gilgit-Baltistan,Pakistan,2021-04-21 04:21:14,35.792146,74.982138,5204.0,104.0
766,Islamabad,Pakistan,2021-04-21 04:21:14,33.665087,73.121219,70984.0,649.0
767,Khyber Pakhtunkhwa,Pakistan,2021-04-21 04:21:14,34.485332,72.09169,108462.0,2953.0
768,Punjab,Pakistan,2021-04-21 04:21:14,30.811346,72.13913199999998,276535.0,7664.0
769,Sindh,Pakistan,2021-04-21 04:21:14,26.009446,68.77680699999999,274196.0,4559.0
770,Azad Jammu and Kashmir,Pakistan,2021-04-22 04:20:53,34.027401,73.947253,16026.0,449.0
771,Balochistan,Pakistan,2021-04-22 04:20:53,28.328492,65.898403,21242.0,226.0
772,Gilgit-Baltistan,Pakistan,2021-04-22 04:20:53,35.792146,74.982138,5215.0,104.0
773,Islamabad,Pakistan,2021-04-22 04:20:53,33.665087,73.121219,71533.0,649.0
774,Khyber Pakhtunkhwa,Pakistan,2021-04-22 04:20:53,34.485332,72.09169,109704.0,2990.0
775,Punjab,Pakistan,2021-04-22 04:20:53,30.811346,72.13913199999998,279437.0,7718.0
776,Sindh,Pakistan,2021-04-22 04:20:53,26.009446,68.77680699999999,275081.0,4562.0
777,Azad Jammu and Kashmir,Pakistan,2021-04-23 04:20:52,34.027401,73.947253,16193.0,455.0
778,Balochistan,Pakistan,2021-04-23 04:20:52,28.328492,65.898403,21365.0,227.0
779,Gilgit-Baltistan,Pakistan,2021-04-23 04:20:52,35.792146,74.982138,5241.0,104.0
780,Islamabad,Pakistan,2021-04-23 04:20:52,33.665087,73.121219,72150.0,652.0
781,Khyber Pakhtunkhwa,Pakistan,2021-04-23 04:20:52,34.485332,72.09169,110875.0,3029.0
782,Punjab,Pakistan,2021-04-23 04:20:52,30.811346,72.13913199999998,282469.0,7799.0
783,Sindh,Pakistan,2021-04-23 04:20:52,26.009446,68.77680699999999,275815.0,4576.0
784,Azad Jammu and Kashmir,Pakistan,2021-04-24 04:20:38,34.027401,73.947253,16327.0,458.0
785,Balochistan,Pakistan,2021-04-24 04:20:38,28.328492,65.898403,21477.0,230.0
786,Gilgit-Baltistan,Pakistan,2021-04-24 04:20:38,35.792146,74.982138,5247.0,104.0
787,Islamabad,Pakistan,2021-04-24 04:20:38,33.665087,73.121219,72613.0,657.0
788,Khyber Pakhtunkhwa,Pakistan,2021-04-24 04:20:38,34.485332,72.09169,112140.0,3066.0
789,Punjab,Pakistan,2021-04-24 04:20:38,30.811346,72.13913199999998,285542.0,7897.0
790,Sindh,Pakistan,2021-04-24 04:20:38,26.009446,68.77680699999999,276670.0,4587.0
791,Azad Jammu and Kashmir,Pakistan,2021-04-25 04:20:32,34.027401,73.947253,16463.0,461.0
792,Balochistan,Pakistan,2021-04-25 04:20:32,28.328492,65.898403,21618.0,232.0
793,Gilgit-Baltistan,Pakistan,2021-04-25 04:20:32,35.792146,74.982138,5253.0,104.0
794,Islamabad,Pakistan,2021-04-25 04:20:32,33.665087,73.121219,72981.0,660.0
795,Khyber Pakhtunkhwa,Pakistan,2021-04-25 04:20:32,34.485332,72.09169,113121.0,3103.0
796,Punjab,Pakistan,2021-04-25 04:20:32,30.811346,72.13913199999998,288598.0,7964.0
797,Sindh,Pakistan,2021-04-25 04:20:32,26.009446,68.77680699999999,277593.0,4593.0
798,Azad Jammu and Kashmir,Pakistan,2021-04-26 04:21:04,34.027401,73.947253,16591.0,462.0
799,Balochistan,Pakistan,2021-04-26 04:21:04,28.328492,65.898403,21743.0,232.0
800,Gilgit-Baltistan,Pakistan,2021-04-26 04:21:04,35.792146,74.982138,5258.0,105.0
801,Islamabad,Pakistan,2021-04-26 04:21:04,33.665087,73.121219,73450.0,665.0
802,Khyber Pakhtunkhwa,Pakistan,2021-04-26 04:21:04,34.485332,72.09169,114077.0,3134.0
803,Punjab,Pakistan,2021-04-26 04:21:04,30.811346,72.13913199999998,290788.0,7990.0
804,Sindh,Pakistan,2021-04-26 04:21:04,26.009446,68.77680699999999,278545.0,4599.0
805,Azad Jammu and Kashmir,Pakistan,2021-04-27 04:20:52,34.027401,73.947253,16659.0,464.0
806,Balochistan,Pakistan,2021-04-27 04:20:52,28.328492,65.898403,21803.0,232.0
807,Gilgit-Baltistan,Pakistan,2021-04-27 04:20:52,35.792146,74.982138,5272.0,105.0
808,Islamabad,Pakistan,2021-04-27 04:20:52,33.665087,73.121219,73804.0,670.0
809,Khyber Pakhtunkhwa,Pakistan,2021-04-27 04:20:52,34.485332,72.09169,114661.0,3156.0
810,Punjab,Pakistan,2021-04-27 04:20:52,30.811346,72.13913199999998,293468.0,8097.0
811,Sindh,Pakistan,2021-04-27 04:20:52,26.009446,68.77680699999999,279272.0,4605.0
812,Azad Jammu and Kashmir,Pakistan,2021-04-28 04:20:32,34.027401,73.947253,16779.0,468.0
813,Balochistan,Pakistan,2021-04-28 04:20:32,28.328492,65.898403,21945.0,233.0
814,Gilgit-Baltistan,Pakistan,2021-04-28 04:20:32,35.792146,74.982138,5280.0,105.0
815,Islamabad,Pakistan,2021-04-28 04:20:32,33.665087,73.121219,74131.0,675.0
816,Khyber Pakhtunkhwa,Pakistan,2021-04-28 04:20:32,34.485332,72.09169,115596.0,3201.0
817,Punjab,Pakistan,2021-04-28 04:20:32,30.811346,72.13913199999998,296144.0,8224.0
818,Sindh,Pakistan,2021-04-28 04:20:32,26.009446,68.77680699999999,280356.0,4624.0
819,Azad Jammu and Kashmir,Pakistan,2021-04-29 04:20:55,34.027401,73.947253,16931.0,470.0
820,Balochistan,Pakistan,2021-04-29 04:20:55,28.328492,65.898403,22118.0,233.0
821,Gilgit-Baltistan,Pakistan,2021-04-29 04:20:55,35.792146,74.982138,5296.0,106.0
822,Islamabad,Pakistan,2021-04-29 04:20:55,33.665087,73.121219,74640.0,677.0
823,Khyber Pakhtunkhwa,Pakistan,2021-04-29 04:20:55,34.485332,72.09169,116523.0,3238.0
824,Punjab,Pakistan,2021-04-29 04:20:55,30.811346,72.13913199999998,298818.0,8327.0
825,Sindh,Pakistan,2021-04-29 04:20:55,26.009446,68.77680699999999,281385.0,4629.0
826,Azad Jammu and Kashmir,Pakistan,2021-04-30 04:21:03,34.027401,73.947253,17057.0,475.0
827,Balochistan,Pakistan,2021-04-30 04:21:03,28.328492,65.898403,22278.0,234.0
828,Gilgit-Baltistan,Pakistan,2021-04-30 04:21:03,35.792146,74.982138,5305.0,106.0
829,Islamabad,Pakistan,2021-04-30 04:21:03,33.665087,73.121219,75067.0,679.0
830,Khyber Pakhtunkhwa,Pakistan,2021-04-30 04:21:03,34.485332,72.09169,117557.0,3274.0
831,Punjab,Pakistan,2021-04-30 04:21:03,30.811346,72.13913199999998,301114.0,8410.0
832,Sindh,Pakistan,2021-04-30 04:21:03,26.009446,68.77680699999999,282445.0,4633.0
833,Azad Jammu and Kashmir,Pakistan,2021-05-01 04:20:47,34.027401,73.947253,17187.0,476.0
834,Balochistan,Pakistan,2021-05-01 04:20:47,28.328492,65.898403,22369.0,236.0
835,Gilgit-Baltistan,Pakistan,2021-05-01 04:20:47,35.792146,74.982138,5310.0,107.0
836,Islamabad,Pakistan,2021-05-01 04:20:47,33.665087,73.121219,75498.0,683.0
837,Khyber Pakhtunkhwa,Pakistan,2021-05-01 04:20:47,34.485332,72.09169,118413.0,3310.0
838,Punjab,Pakistan,2021-05-01 04:20:47,30.811346,72.13913199999998,303182.0,8500.0
839,Sindh,Pakistan,2021-05-01 04:20:47,26.009446,68.77680699999999,283560.0,4645.0
840,Azad Jammu and Kashmir,Pakistan,2021-05-02 04:20:48,34.027401,73.947253,17297.0,477.0
841,Balochistan,Pakistan,2021-05-02 04:20:48,28.328492,65.898403,22528.0,237.0
842,Gilgit-Baltistan,Pakistan,2021-05-02 04:20:48,35.792146,74.982138,5312.0,107.0
843,Islamabad,Pakistan,2021-05-02 04:20:48,33.665087,73.121219,75892.0,691.0
844,Khyber Pakhtunkhwa,Pakistan,2021-05-02 04:20:48,34.485332,72.09169,119277.0,3350.0
845,Punjab,Pakistan,2021-05-02 04:20:48,30.811346,72.13913199999998,304889.0,8550.0
846,Sindh,Pakistan,2021-05-02 04:20:48,26.009446,68.77680699999999,284738.0,4658.0
847,Azad Jammu and Kashmir,Pakistan,2021-05-03 04:20:39,34.027401,73.947253,17371.0,483.0
848,Balochistan,Pakistan,2021-05-03 04:20:39,28.328492,65.898403,22620.0,237.0
849,Gilgit-Baltistan,Pakistan,2021-05-03 04:20:39,35.792146,74.982138,5327.0,107.0
850,Islamabad,Pakistan,2021-05-03 04:20:39,33.665087,73.121219,76209.0,691.0
851,Khyber Pakhtunkhwa,Pakistan,2021-05-03 04:20:39,34.485332,72.09169,120064.0,3392.0
852,Punjab,Pakistan,2021-05-03 04:20:39,30.811346,72.13913199999998,306929.0,8572.0
853,Sindh,Pakistan,2021-05-03 04:20:39,26.009446,68.77680699999999,285626.0,4667.0
854,Azad Jammu and Kashmir,Pakistan,2021-05-04 04:20:34,34.027401,73.947253,17397.0,487.0
855,Balochistan,Pakistan,2021-05-04 04:20:34,28.328492,65.898403,22664.0,239.0
856,Gilgit-Baltistan,Pakistan,2021-05-04 04:20:34,35.792146,74.982138,5330.0,107.0
857,Islamabad,Pakistan,2021-05-04 04:20:34,33.665087,73.121219,76492.0,693.0
858,Khyber Pakhtunkhwa,Pakistan,2021-05-04 04:20:34,34.485332,72.09169,120590.0,3423.0
859,Punjab,Pakistan,2021-05-04 04:20:34,30.811346,72.13913199999998,308529.0,8683.0
860,Sindh,Pakistan,2021-05-04 04:20:34,26.009446,68.77680699999999,286521.0,4678.0
861,Azad Jammu and Kashmir,Pakistan,2021-05-05 04:20:43,34.027401,73.947253,17397.0,487.0
862,Balochistan,Pakistan,2021-05-05 04:20:43,28.328492,65.898403,22664.0,239.0
863,Gilgit-Baltistan,Pakistan,2021-05-05 04:20:43,35.792146,74.982138,5330.0,107.0
864,Islamabad,Pakistan,2021-05-05 04:20:43,33.665087,73.121219,76492.0,693.0
865,Khyber Pakhtunkhwa,Pakistan,2021-05-05 04:20:43,34.485332,72.09169,120590.0,3423.0
866,Punjab,Pakistan,2021-05-05 04:20:43,30.811346,72.13913199999998,308529.0,8683.0
867,Sindh,Pakistan,2021-05-05 04:20:43,26.009446,68.77680699999999,286521.0,4678.0
868,Azad Jammu and Kashmir,Pakistan,2021-05-06 04:20:38,34.027401,73.947253,17465.0,491.0
869,Balochistan,Pakistan,2021-05-06 04:20:38,28.328492,65.898403,22776.0,239.0
870,Gilgit-Baltistan,Pakistan,2021-05-06 04:20:38,35.792146,74.982138,5341.0,107.0
871,Islamabad,Pakistan,2021-05-06 04:20:38,33.665087,73.121219,76696.0,698.0
872,Khyber Pakhtunkhwa,Pakistan,2021-05-06 04:20:38,34.485332,72.09169,121099.0,3466.0
873,Punjab,Pakistan,2021-05-06 04:20:38,30.811346,72.13913199999998,310616.0,8741.0
874,Sindh,Pakistan,2021-05-06 04:20:38,26.009446,68.77680699999999,287643.0,4687.0
875,Azad Jammu and Kashmir,Pakistan,2021-05-07 04:20:40,34.027401,73.947253,17660.0,499.0
876,Balochistan,Pakistan,2021-05-07 04:20:40,28.328492,65.898403,23016.0,243.0
877,Gilgit-Baltistan,Pakistan,2021-05-07 04:20:40,35.792146,74.982138,5358.0,107.0
878,Islamabad,Pakistan,2021-05-07 04:20:40,33.665087,73.121219,77414.0,702.0
879,Khyber Pakhtunkhwa,Pakistan,2021-05-07 04:20:40,34.485332,72.09169,122520.0,3537.0
880,Punjab,Pakistan,2021-05-07 04:20:40,30.811346,72.13913199999998,314517.0,8891.0
881,Sindh,Pakistan,2021-05-07 04:20:40,26.009446,68.77680699999999,289646.0,4698.0
882,Azad Jammu and Kashmir,Pakistan,2021-05-08 04:21:04,34.027401,73.947253,17763.0,503.0
883,Balochistan,Pakistan,2021-05-08 04:21:04,28.328492,65.898403,23186.0,246.0
884,Gilgit-Baltistan,Pakistan,2021-05-08 04:21:04,35.792146,74.982138,5367.0,107.0
885,Islamabad,Pakistan,2021-05-08 04:21:04,33.665087,73.121219,77684.0,706.0
886,Khyber Pakhtunkhwa,Pakistan,2021-05-08 04:21:04,34.485332,72.09169,123150.0,3562.0
887,Punjab,Pakistan,2021-05-08 04:21:04,30.811346,72.13913199999998,316334.0,8951.0
888,Sindh,Pakistan,2021-05-08 04:21:04,26.009446,68.77680699999999,290756.0,4722.0
889,Azad Jammu and Kashmir,Pakistan,2021-05-09 04:20:35,34.027401,73.947253,17866.0,507.0
890,Balochistan,Pakistan,2021-05-09 04:20:35,28.328492,65.898403,23324.0,247.0
891,Gilgit-Baltistan,Pakistan,2021-05-09 04:20:35,35.792146,74.982138,5380.0,107.0
892,Islamabad,Pakistan,2021-05-09 04:20:35,33.665087,73.121219,77974.0,708.0
893,Khyber Pakhtunkhwa,Pakistan,2021-05-09 04:20:35,34.485332,72.09169,123842.0,3588.0
894,Punjab,Pakistan,2021-05-09 04:20:35,30.811346,72.13913199999998,317972.0,9032.0
895,Sindh,Pakistan,2021-05-09 04:20:35,26.009446,68.77680699999999,291668.0,4726.0
896,Azad Jammu and Kashmir,Pakistan,2021-05-10 04:20:38,34.027401,73.947253,17945.0,508.0
897,Balochistan,Pakistan,2021-05-10 04:20:38,28.328492,65.898403,23447.0,248.0
898,Gilgit-Baltistan,Pakistan,2021-05-10 04:20:38,35.792146,74.982138,5388.0,107.0
899,Islamabad,Pakistan,2021-05-10 04:20:38,33.665087,73.121219,78200.0,715.0
900,Khyber Pakhtunkhwa,Pakistan,2021-05-10 04:20:38,34.485332,72.09169,124484.0,3615.0
901,Punjab,Pakistan,2021-05-10 04:20:38,30.811346,72.13913199999998,319365.0,9058.0
902,Sindh,Pakistan,2021-05-10 04:20:38,26.009446,68.77680699999999,292644.0,4742.0
903,Azad Jammu and Kashmir,Pakistan,2021-05-11 04:20:41,34.027401,73.947253,17984.0,508.0
904,Balochistan,Pakistan,2021-05-11 04:20:41,28.328492,65.898403,23534.0,253.0
905,Gilgit-Baltistan,Pakistan,2021-05-11 04:20:41,35.792146,74.982138,5401.0,107.0
906,Islamabad,Pakistan,2021-05-11 04:20:41,33.665087,73.121219,78382.0,716.0
907,Khyber Pakhtunkhwa,Pakistan,2021-05-11 04:20:41,34.485332,72.09169,124979.0,3644.0
908,Punjab,Pakistan,2021-05-11 04:20:41,30.811346,72.13913199999998,320851.0,9125.0
909,Sindh,Pakistan,2021-05-11 04:20:41,26.009446,68.77680699999999,293426.0,4753.0
910,Azad Jammu and Kashmir,Pakistan,2021-05-12 04:21:29,34.027401,73.947253,18056.0,509.0
911,Balochistan,Pakistan,2021-05-12 04:21:29,28.328492,65.898403,23655.0,255.0
912,Gilgit-Baltistan,Pakistan,2021-05-12 04:21:29,35.792146,74.982138,5407.0,107.0
913,Islamabad,Pakistan,2021-05-12 04:21:29,33.665087,73.121219,78560.0,718.0
914,Khyber Pakhtunkhwa,Pakistan,2021-05-12 04:21:29,34.485332,72.09169,125392.0,3668.0
915,Punjab,Pakistan,2021-05-12 04:21:29,30.811346,72.13913199999998,322117.0,9188.0
916,Sindh,Pakistan,2021-05-12 04:21:29,26.009446,68.77680699999999,294251.0,4765.0
917,Azad Jammu and Kashmir,Pakistan,2021-05-13 04:20:51,34.027401,73.947253,18129.0,510.0
918,Balochistan,Pakistan,2021-05-13 04:20:51,28.328492,65.898403,23728.0,255.0
919,Gilgit-Baltistan,Pakistan,2021-05-13 04:20:51,35.792146,74.982138,5410.0,107.0
920,Islamabad,Pakistan,2021-05-13 04:20:51,33.665087,73.121219,78725.0,722.0
921,Khyber Pakhtunkhwa,Pakistan,2021-05-13 04:20:51,34.485332,72.09169,125914.0,3697.0
922,Punjab,Pakistan,2021-05-13 04:20:51,30.811346,72.13913199999998,323314.0,9267.0
923,Sindh,Pakistan,2021-05-13 04:20:51,26.009446,68.77680699999999,295483.0,4778.0
924,Azad Jammu and Kashmir,Pakistan,2021-05-14 04:20:41,34.027401,73.947253,18186.0,511.0
925,Balochistan,Pakistan,2021-05-14 04:20:41,28.328492,65.898403,23778.0,257.0
926,Gilgit-Baltistan,Pakistan,2021-05-14 04:20:41,35.792146,74.982138,5414.0,107.0
927,Islamabad,Pakistan,2021-05-14 04:20:41,33.665087,73.121219,78969.0,724.0
928,Khyber Pakhtunkhwa,Pakistan,2021-05-14 04:20:41,34.485332,72.09169,126403.0,3723.0
929,Punjab,Pakistan,2021-05-14 04:20:41,30.811346,72.13913199999998,324106.0,9282.0
930,Sindh,Pakistan,2021-05-14 04:20:41,26.009446,68.77680699999999,296364.0,4780.0
931,Azad Jammu and Kashmir,Pakistan,2021-05-15 04:20:58,34.027401,73.947253,18212.0,513.0
932,Balochistan,Pakistan,2021-05-15 04:20:58,28.328492,65.898403,23814.0,262.0
933,Gilgit-Baltistan,Pakistan,2021-05-15 04:20:58,35.792146,74.982138,5417.0,107.0
