,S.No,Province,Country_Region,Date,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
140,1795,Punjab,Pakistan,7/28/2020,7,2020,30.811346,72.139132,92073,172,2116,0,25730.2,45867.99,12266.58,41244.64,21161.48,72332.91,27894250.4,10935978.16,44658612.96,86.13,44.19,151.05,113939260.1,-21.4521,1,1,0.7112,0,0.4303,1,12012.73,23119.47,5462.83,2266.59,4362.24,1030.74,51809,1601,59.06,8.02,44.06,22.76,Passing clouds.
141,1809,Punjab,Pakistan,7/29/2020,7,2020,30.811346,72.139132,92279,206,2125,9,24884.0,44370.6,11853.41,41327.4,21203.94,72478.05,27919134.4,10949074.78,44697753.4,82.75,42.46,145.13,113939260.1,-22.8903,1,1,0.711,0,0.4257,1,11288.37,21609.17,5157.59,2139.81,4096.21,977.67,51809,1601,56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
142,1823,Punjab,Pakistan,7/30/2020,7,2020,30.811346,72.139132,92452,173,2133,8,24096.75,42961.63,11470.78,41406.92,21244.74,72617.5,27943231.15,10961736.82,44735563.8,79.52,40.8,139.46,113939260.1,-24.2532,1,1,0.711,0,0.421,1,10637.58,20311.45,4881.39,2027.31,3870.96,930.3,51809,1601,56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
143,1837,Punjab,Pakistan,7/31/2020,7,2020,30.811346,72.139132,92655,203,2138,5,23364.74,41635.49,11115.0,41483.28,21283.92,72751.43,27966595.89,10973997.14,44772121.59,76.36,39.18,133.92,113939260.1,-25.3381,1,1,0.711,0,0.4167,1,10038.88,19139.4,4624.57,1914.6,3650.24,881.99,51809,1601,56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
144,1851,Punjab,Pakistan,8/1/2020,8,2020,30.811346,72.139132,92873,218,2140,2,22684.64,40387.21,10788.77,41556.49,21321.49,72879.83,27989280.53,10985886.33,44807499.8,73.21,37.56,128.4,113939260.1,-25.9336,1,1,0.711,0,0.4128,1,9477.05,18033.44,4380.51,1806.64,3437.77,835.07,51809,1601,53.62,7.83,45.62,22.73,Passing clouds.
145,1865,Punjab,Pakistan,8/2/2020,8,2020,30.811346,72.139132,92873,0,2140,0,22053.48,39212.34,10495.54,41626.5,21357.41,73002.61,28011334.01,10997432.92,44841767.57,70.01,35.92,122.78,113939260.1,-25.8839,1,1,0.711,0,0.4092,1,8961.79,17013.07,4154.23,1705.17,3237.1,790.43,51809,1601,53.62,7.83,45.62,22.73,Passing clouds.
146,1879,Punjab,Pakistan,8/3/2020,8,2020,30.811346,72.139132,93173,300,2144,4,21468.59,38113.69,10229.77,41693.19,21391.62,73119.56,28032802.6,11008663.59,44874990.56,66.69,34.22,116.96,113939260.1,-25.1619,1,1,0.7111,0,0.405,1,8476.35,16047.36,3936.89,1607.55,3043.39,746.63,51809,1601,43.25,4.9,31.92,17.18,Passing clouds.
147,1893,Punjab,Pakistan,8/4/2020,8,2020,30.811346,72.139132,93336,163,2153,9,20927.55,36978.65,9978.04,41756.44,21424.07,73230.49,28053730.15,11019603.38,44907231.22,63.25,32.45,110.93,113939260.1,-23.8604,1,1,0.7111,0,0.4009,1,8009.03,15115.01,3725.57,1523.02,2874.32,708.47,51809,1601,56.9,9.17,41.0,22.6,Clear.
148,1907,Punjab,Pakistan,8/5/2020,8,2020,30.811346,72.139132,93336,0,2153,0,20428.22,35905.86,9742.84,41816.16,21454.71,73335.21,28074158.37,11030275.9,44938549.12,59.71,30.64,104.72,113939260.1,-22.1482,1,1,0.7111,0,0.3973,1,7569.74,14235.59,3525.4,1446.61,2720.47,673.72,51809,1601,56.9,9.17,41.0,22.6,Clear.
149,1921,Punjab,Pakistan,8/6/2020,8,2020,30.811346,72.139132,93571,235,2157,4,19968.65,34904.26,9529.36,41872.25,21483.49,73433.59,28094127.02,11040703.45,44969001.18,56.1,28.78,98.38,113939260.1,-20.2129,1,1,0.7114,0,0.3934,1,7159.0,13410.6,3337.1,1371.37,2568.92,639.25,51809,1601,66.46,7.38,44.48,22.57,Passing clouds.
150,1935,Punjab,Pakistan,8/7/2020,8,2020,30.811346,72.139132,93847,276,2162,5,19547.12,33967.16,9344.5,41924.67,21510.39,73525.52,28113674.13,11050907.18,44998641.89,52.42,26.9,91.94,113939260.1,-18.2243,1,1,0.7119,0,0.389,1,6765.15,12618.71,3155.7,1303.21,2430.81,607.9,51809,1601,42.02,2.48,17.58,11.62,Clear.
151,1949,Punjab,Pakistan,8/8/2020,8,2020,30.811346,72.139132,94040,193,2164,2,19162.08,33091.87,9187.28,41973.38,21535.38,73610.95,28132836.21,11060907.25,45027523.52,48.71,24.99,85.43,113939260.1,-16.3196,1,1,0.7125,0,0.3851,1,6382.91,11850.68,2979.18,1232.52,2288.33,575.27,51809,1601,54.69,4.25,36.67,18.41,Passing clouds.
152,1963,Punjab,Pakistan,8/9/2020,8,2020,30.811346,72.139132,94223,183,2166,2,18812.18,32275.92,9056.9,42018.37,21558.46,73689.84,28151648.4,11070722.87,45055696.34,44.98,23.08,78.89,113939260.1,-14.6037,1,1,0.713,0,0.3816,1,6027.69,11150.26,2810.69,1167.56,2159.79,544.43,51809,1601,60.15,7.02,49.85,23.94,Passing clouds.
153,1977,Punjab,Pakistan,8/10/2020,8,2020,30.811346,72.139132,94360,137,2169,3,18496.24,31517.06,8952.81,42059.63,21579.63,73762.2,28170144.64,11080372.5,45083208.79,41.26,21.17,72.36,113939260.1,-13.1492,1,1,0.7136,0,0.3783,1,5694.53,10517.18,2641.2,1105.88,2042.43,512.92,51809,1601,60.15,7.02,49.85,23.94,Passing clouds.
154,1991,Punjab,Pakistan,8/11/2020,8,2020,30.811346,72.139132,94477,117,2170,1,18213.22,30813.24,8833.42,42097.21,21598.91,73828.1,28188357.87,11089873.86,45110107.6,37.58,19.28,65.9,113939260.1,-11.9868,1,1,0.7141,0,0.3749,1,5397.32,9952.37,2490.0,1046.96,1930.53,483.0,51809,1601,64.58,6.77,36.08,19.69,Passing clouds.
155,2005,Punjab,Pakistan,8/12/2020,8,2020,30.811346,72.139132,94586,109,2174,4,17962.25,30162.57,8656.79,42131.19,21616.35,73887.7,28206320.12,11099244.09,45136437.97,33.98,17.44,59.6,113939260.1,-11.1,1,1,0.7144,0,0.3713,1,5111.37,9427.37,2345.8,992.85,1831.21,455.66,51809,1601,54.02,4.35,32.33,15.33,Passing clouds.
156,2019,Punjab,Pakistan,8/13/2020,8,2020,30.811346,72.139132,94865,279,2179,5,17742.6,29563.38,8504.66,42161.71,21632.01,73941.23,28224062.72,11108499.78,45162243.71,30.52,15.66,53.53,113939260.1,-10.4391,1,1,0.7149,0,0.3678,1,4842.21,8925.3,2211.28,940.31,1733.2,429.41,51809,1601,53.35,10.79,50.27,23.88,Passing clouds.
157,2033,Punjab,Pakistan,8/14/2020,8,2020,30.811346,72.139132,94865,0,2179,0,17553.66,29014.14,8423.59,42188.95,21645.98,73989.0,28241616.37,11117657.0,45187567.35,27.24,13.98,47.77,113939260.1,-9.9387,1,1,0.716,0,0.3643,1,4588.06,8440.77,2087.04,892.35,1641.68,405.92,51809,1601,57.83,9.54,48.0,22.62,Passing clouds.
158,2047,Punjab,Pakistan,8/15/2020,8,2020,30.811346,72.139132,94993,128,2180,1,17394.96,28513.58,8356.77,42213.13,21658.39,74031.4,28259011.34,11126731.37,45212450.41,24.18,12.4,42.4,113939260.1,-9.5457,1,1,0.7171,0,0.3607,1,4354.51,7985.57,1975.4,845.21,1550.0,383.43,51809,1601,84.21,6.1,52.31,23.87,Clear.
159,2061,Punjab,Pakistan,8/16/2020,8,2020,30.811346,72.139132,95203,210,2180,0,17266.15,28060.6,8316.54,42234.51,21669.36,74068.9,28276277.48,11135738.05,45236933.45,21.38,10.97,37.5,113939260.1,-9.2545,1,1,0.7182,0,0.3572,1,4141.51,7560.92,1874.01,801.08,1462.48,362.48,51809,1601,44.79,1.75,14.67,8.57,Passing clouds.
160,2075,Punjab,Pakistan,8/17/2020,8,2020,30.811346,72.139132,95447,244,2182,2,17166.99,27759.34,8305.72,42253.4,21679.05,74102.04,28293444.47,11144691.85,45261056.27,18.9,9.69,33.14,113939260.1,-9.0897,1,1,0.7193,0,0.354,1,3945.58,7161.71,1781.32,761.62,1382.44,343.85,51809,1601,44.79,1.75,14.67,8.57,Passing clouds.
161,2089,Punjab,Pakistan,8/18/2020,8,2020,30.811346,72.139132,95447,0,2182,0,17097.4,27577.45,8299.39,42270.19,21687.66,74131.48,28310541.87,11153607.29,45284857.98,16.79,8.61,29.44,113939260.1,-9.0764,1,1,0.7204,0,0.3515,1,3773.21,6810.34,1700.24,727.22,1312.57,327.69,51809,1601,45.9,2.77,18.27,12.25,Clear.
162,2103,Punjab,Pakistan,8/19/2020,8,2020,30.811346,72.139132,95611,164,2185,3,17057.39,27435.52,8260.97,42285.34,21695.43,74158.04,28327599.26,11162498.64,45308377.16,15.14,7.77,26.56,113939260.1,-9.2286,1,1,0.721,0,0.3486,1,3617.31,6510.32,1627.55,696.51,1253.55,313.38,51809,1601,52.96,7.29,47.12,23.9,Passing clouds.
163,2117,Punjab,Pakistan,8/20/2020,8,2020,30.811346,72.139132,95742,131,2186,1,17047.11,27440.36,8232.82,42299.38,21702.64,74182.67,28344646.37,11171380.01,45331651.94,14.04,7.21,24.63,113939260.1,-9.5566,1,1,0.7218,0,0.3452,1,3478.48,6248.38,1563.45,669.85,1203.25,301.07,51809,1601,59.1,10.79,53.62,26.31,Passing clouds.
164,2131,Punjab,Pakistan,8/21/2020,8,2020,30.811346,72.139132,95800,58,2186,0,17066.82,27495.72,8218.4,42312.95,21709.6,74206.47,28361713.19,11180265.34,45354720.04,13.57,6.96,23.8,113939260.1,-10.0779,1,1,0.7235,0,0.3428,1,3357.94,6016.37,1509.27,647.01,1159.24,290.81,51809,1601,59.1,10.79,53.62,26.31,Passing clouds.
165,2145,Punjab,Pakistan,8/22/2020,8,2020,30.811346,72.139132,95958,158,2188,2,17116.87,27373.59,8245.68,42326.77,21716.69,74230.7,28378830.06,11189168.49,45377618.92,13.82,7.09,24.23,113939260.1,-10.821,1,1,0.7252,0,0.3407,1,3252.57,5808.96,1465.15,627.58,1120.83,282.7,51809,1601,74.12,4.31,46.52,20.34,Passing clouds.
166,2159,Punjab,Pakistan,8/23/2020,8,2020,30.811346,72.139132,96057,99,2188,0,17197.7,27157.7,8302.41,42341.63,21724.32,74256.76,28396027.76,11198103.29,45400385.81,14.86,7.62,26.06,113939260.1,-11.8122,1,1,0.7269,0,0.3384,1,3160.77,5623.57,1428.4,609.39,1084.21,275.39,51809,1601,77.52,3.31,31.5,15.41,Passing clouds.
167,2173,Punjab,Pakistan,8/24/2020,8,2020,30.811346,72.139132,96233,176,2188,0,17309.84,26979.95,8375.49,42358.41,21732.92,74286.18,28413337.59,11207083.51,45425902.48,16.78,8.61,29.42,113939260.1,-13.0489,1,1,0.7286,0,0.336,1,3073.6,5444.59,1394.84,592.31,1049.23,268.8,51809,1601,63.69,3.77,36.83,17.84,Clear.
168,2187,Punjab,Pakistan,8/25/2020,8,2020,30.811346,72.139132,96233,0,2188,0,17453.82,26879.17,8464.91,42377.84,21742.9,74320.26,28430791.41,11216122.94,45451943.38,19.43,9.97,34.08,113939260.1,-14.4706,1,1,0.7303,0,0.3335,1,3002.89,5293.34,1369.67,577.6,1018.17,263.45,51809,1601,67.15,6.12,46.42,23.97,Clear.
169,2201,Punjab,Pakistan,8/26/2020,8,2020,30.811346,72.139132,96391,158,2192,4,17630.22,26853.29,8570.7,42400.35,21754.44,74359.74,28448421.63,11225235.3,45477908.87,22.51,11.55,39.48,113939260.1,-15.948,1,1,0.7312,0,0.331,1,2934.01,5144.33,1346.06,563.32,987.69,258.44,51809,1601,67.15,6.12,46.42,23.97,Clear.
170,2215,Punjab,Pakistan,8/27/2020,8,2020,30.811346,72.139132,96466,75,2193,1,17839.61,26873.58,8692.91,42426.03,21767.62,74404.78,28466261.24,11234434.3,45503840.31,25.68,13.18,45.04,113939260.1,-17.2942,1,1,0.7323,0,0.3283,1,2874.78,5011.74,1327.37,551.95,962.24,254.85,51809,1601,63.25,3.42,37.17,15.39,Clear.
171,2229,Punjab,Pakistan,8/28/2020,8,2020,30.811346,72.139132,96540,74,2193,0,18082.65,27032.87,8831.6,42454.65,21782.31,74454.98,28484343.89,11243733.63,45529778.94,28.62,14.69,50.2,113939260.1,-18.2946,1,1,0.7346,0,0.3259,1,2823.27,4892.57,1312.49,540.98,937.5,251.5,51809,1601,70.38,5.08,39.9,16.64,Thunderstorms. Partly cloudy.
172,2243,Punjab,Pakistan,8/29/2020,8,2020,30.811346,72.139132,96636,96,2195,2,18359.96,27333.49,8986.87,42485.65,21798.21,74509.34,28502703.86,11253146.91,45555765.85,30.99,15.9,54.36,113939260.1,-18.7471,1,1,0.7368,0,0.323,1,2775.83,4780.97,1298.78,531.63,915.66,248.74,51809,1601,79.12,2.79,23.0,10.46,Passing clouds.
173,2257,Punjab,Pakistan,8/30/2020,8,2020,30.811346,72.139132,96699,63,2195,0,18672.27,27677.0,9158.79,42518.11,21814.87,74566.27,28521376.13,11262687.74,45581842.06,32.46,16.66,56.93,113939260.1,-18.5121,1,1,0.7391,0,0.32,1,2734.15,4680.39,1280.47,523.82,896.69,245.32,51809,1601,77.04,0.31,3.31,1.84,Passing clouds.
174,2271,Punjab,Pakistan,8/31/2020,8,2020,30.811346,72.139132,96741,42,2196,1,19020.32,28063.35,9345.65,42550.82,21831.65,74623.63,28540396.44,11272369.64,45608048.59,32.71,16.78,57.37,113939260.1,-17.5938,1,1,0.7414,0,0.3172,1,2695.1,4585.9,1261.44,518.03,881.47,242.47,51809,1601,84.33,4.04,32.9,17.22,Passing clouds.
175,2285,Punjab,Pakistan,9/1/2020,9,2020,30.811346,72.139132,96769,28,2198,2,19404.87,28492.5,9500.44,42582.57,21847.94,74679.32,28559801.31,11282206.11,45634426.63,31.75,16.29,55.69,113939260.1,-16.1457,1,1,0.7436,0,0.3141,1,2657.9,4520.16,1241.13,512.03,870.78,239.1,51809,1601,62.85,7.88,62.88,24.06,Thunderstorms. Mostly cloudy.
176,2299,Punjab,Pakistan,9/2/2020,9,2020,30.811346,72.139132,96832,63,2199,1,19826.71,28964.36,9671.41,42612.51,21863.3,74731.81,28579628.03,11292210.7,45661017.53,29.93,15.36,52.49,113939260.1,-14.3686,1,1,0.7448,0,0.3105,1,2631.62,4475.79,1231.77,508.32,864.54,237.93,51809,1601,62.85,7.88,62.88,24.06,Thunderstorms. Mostly cloudy.
177,2313,Punjab,Pakistan,9/3/2020,9,2020,30.811346,72.139132,96983,151,2205,6,20286.63,29478.86,9858.64,42640.11,21877.46,74780.23,28599914.66,11302397.14,45687862.98,27.61,14.16,48.41,113939260.1,-12.4472,1,1,0.7461,0,0.3078,1,2602.7,4428.86,1222.91,504.19,857.95,236.9,51809,1601,67.79,3.67,52.52,17.95,Mostly cloudy.
178,2327,Punjab,Pakistan,9/4/2020,9,2020,30.811346,72.139132,97044,61,2206,1,20785.47,30035.94,10062.28,42665.24,21890.35,74824.29,28620700.13,11312779.36,45715005.11,25.13,12.89,44.06,113939260.1,-10.5325,1,1,0.7489,0,0.3055,1,2576.43,4401.7,1214.48,501.35,856.53,236.33,51809,1601,70.4,2.75,28.62,12.38,Clear.
179,2341,Punjab,Pakistan,9/5/2020,9,2020,30.811346,72.139132,97118,74,2208,2,21324.11,30635.63,10282.49,42688.08,21902.07,74864.35,28642024.24,11323371.53,45742486.73,22.84,11.72,40.06,113939260.1,-8.7472,1,1,0.7517,0,0.3022,1,2554.78,4382.17,1207.69,498.7,855.41,235.74,51809,1601,68.35,2.56,32.29,13.0,Partly cloudy.
180,2355,Punjab,Pakistan,9/6/2020,9,2020,30.811346,72.139132,97118,0,2208,0,21903.4,31359.86,10519.42,42709.18,21912.9,74901.35,28663927.65,11334188.04,45770351.43,21.1,10.83,37.0,113939260.1,-7.1898,1,1,0.7545,0,0.2988,1,2534.34,4343.01,1193.81,494.9,848.1,233.13,51809,1601,75.85,2.44,29.06,12.97,Passing clouds.
181,2369,Punjab,Pakistan,9/7/2020,9,2020,30.811346,72.139132,97226,108,2210,2,22524.2,32337.71,10769.36,42729.41,21923.28,74936.83,28686451.85,11345243.54,45798643.6,20.23,10.38,35.48,113939260.1,-5.9215,1,1,0.7573,0,0.2953,1,2521.35,4315.05,1182.9,492.61,843.06,231.11,51809,1601,77.4,3.08,26.83,12.94,Passing clouds.
182,2383,Punjab,Pakistan,9/8/2020,9,2020,30.811346,72.139132,97306,80,2211,1,23187.34,33294.56,11035.38,42749.7,21933.68,74972.41,28709639.18,11356552.93,45827408.04,20.29,10.41,35.58,113939260.1,-4.9544,1,1,0.76,0,0.2919,1,2514.6,4302.65,1174.5,490.31,838.96,229.01,51809,1601,78.69,2.27,24.54,11.1,Clear.
183,2397,Punjab,Pakistan,9/9/2020,9,2020,30.811346,72.139132,97389,83,2213,2,23893.64,33876.49,11318.48,42770.69,21944.46,75009.22,28733532.82,11368131.4,45856689.89,20.99,10.77,36.81,113939260.1,-4.2568,1,1,0.7614,0,0.289,1,2515.96,4303.75,1170.93,489.77,837.79,227.94,51809,1601,78.69,2.27,24.54,11.1,Clear.
184,2411,Punjab,Pakistan,9/10/2020,9,2020,30.811346,72.139132,97461,72,2213,0,24643.87,34491.42,11618.8,42792.74,21955.77,75047.9,28758176.7,11379994.39,45886534.77,22.05,11.31,38.67,113939260.1,-3.7744,1,1,0.763,0,0.2859,1,2525.07,4309.84,1172.24,489.64,835.72,227.31,51809,1601,59.1,3.56,23.44,13.58,Clear.
185,2425,Punjab,Pakistan,9/11/2020,9,2020,30.811346,72.139132,97533,72,2214,1,25438.72,35140.56,11936.47,42815.92,21967.66,75088.55,28783615.42,11392157.67,45916988.8,23.18,11.89,40.65,113939260.1,-3.4531,1,1,0.7663,0,0.2839,1,2542.04,4293.9,1178.62,491.39,830.03,227.83,51809,1601,73.38,6.98,36.79,20.92,Passing clouds.
186,2439,Punjab,Pakistan,9/12/2020,9,2020,30.811346,72.139132,97602,69,2215,1,26278.76,35825.24,12271.62,42840.0,21980.02,75130.78,28809894.18,11404637.29,45948098.81,24.08,12.35,42.23,113939260.1,-3.2531,1,1,0.7695,0,0.2819,1,2563.64,4282.28,1186.08,495.36,827.44,229.18,51809,1601,72.08,4.75,31.12,18.46,Clear.
187,2453,Punjab,Pakistan,9/13/2020,9,2020,30.811346,72.139132,97679,77,2217,2,27164.44,36915.62,12624.44,42864.46,21992.57,75173.67,28837058.62,11417449.66,45979912.32,24.46,12.55,42.9,113939260.1,-3.1531,1,1,0.7728,0,0.2808,1,2589.87,4275.26,1194.09,500.37,825.99,230.7,51809,1601,60.65,2.42,16.71,11.11,Clear.
188,2467,Punjab,Pakistan,9/14/2020,9,2020,30.811346,72.139132,97760,81,2217,0,28096.1,38651.04,12995.09,42888.49,22004.9,75215.82,28865154.71,11430611.48,46012477.67,24.03,12.33,42.15,113939260.1,-3.1414,1,1,0.776,0,0.2799,1,2620.82,4273.47,1204.58,507.73,827.9,233.36,51809,1601,58.08,4.79,30.52,17.91,Clear.
189,2481,Punjab,Pakistan,9/15/2020,9,2020,30.811346,72.139132,97817,57,2220,3,29073.96,40548.66,13383.8,42911.24,22016.57,75255.72,28894228.67,11444139.72,46045844.03,22.75,11.67,39.89,113939260.1,-3.1988,1,1,0.7793,0,0.2793,1,2657.26,4278.51,1217.61,515.79,830.48,236.35,51809,1601,79.92,4.19,31.17,16.66,Clear.
190,2495,Punjab,Pakistan,9/16/2020,9,2020,30.811346,72.139132,97946,129,2220,0,30098.14,42294.54,13790.9,42932.1,22027.27,75292.3,28924326.81,11458051.59,46080061.42,20.86,10.7,36.59,113939260.1,-3.2898,1,1,0.7809,0,0.2785,1,2690.76,4277.19,1229.08,524.06,833.03,239.38,51809,1601,78.25,3.73,42.48,17.88,Passing clouds.
191,2509,Punjab,Pakistan,9/17/2020,9,2020,30.811346,72.139132,98041,95,2223,3,31168.66,43857.54,14216.66,42950.76,22036.85,75325.03,28955495.47,11472364.47,46115180.58,18.66,9.57,32.73,113939260.1,-3.3728,1,1,0.7827,0,0.2781,1,2737.5,4296.9,1246.23,532.31,835.54,242.33,51809,1601,80.77,5.6,48.06,22.81,Fog.
192,2523,Punjab,Pakistan,9/18/2020,9,2020,30.811346,72.139132,98142,101,2225,2,32285.54,45479.58,14661.32,42967.18,22045.27,75353.82,28987781.01,11487095.89,46151252.93,16.42,8.42,28.79,113939260.1,-3.4148,1,1,0.7864,0,0.2775,1,2784.82,4316.21,1263.19,541.67,839.53,245.7,51809,1601,62.9,7.5,34.54,19.71,Clear.
193,2537,Punjab,Pakistan,9/19/2020,9,2020,30.811346,72.139132,98272,130,2226,1,33448.76,47187.15,15107.24,42981.59,22052.66,75379.09,29021229.77,11502263.53,46188330.7,14.41,7.39,25.27,113939260.1,-3.404,1,1,0.7901,0,0.2765,1,2836.47,4340.63,1281.65,551.82,844.45,249.34,51809,1601,57.48,5.85,41.19,22.17,Clear.
194,2551,Punjab,Pakistan,9/20/2020,9,2020,30.811346,72.139132,98368,96,2226,0,34658.2,49293.24,15559.78,42994.5,22059.28,75401.73,29055887.97,11517885.21,46226466.83,12.91,6.62,22.64,113939260.1,-3.3514,1,1,0.7938,0,0.2766,1,2894.71,4373.25,1302.73,562.38,849.62,253.09,51809,1601,61.67,7.4,46.33,25.31,Clear.
195,2565,Punjab,Pakistan,9/21/2020,9,2020,30.811346,72.139132,98428,60,2226,0,35913.83,51472.11,16030.48,43006.68,22065.53,75423.09,29091801.8,11533978.88,46265715.04,12.18,6.25,21.36,113939260.1,-3.2772,1,1,0.7974,0,0.277,1,2959.8,4413.9,1326.68,572.91,854.37,256.8,51809,1601,61.79,4.67,35.08,17.95,Clear.
196,2579,Punjab,Pakistan,9/22/2020,9,2020,30.811346,72.139132,98487,59,2227,1,37215.92,53722.85,16519.65,43019.0,22071.86,75444.7,29129017.73,11550562.85,46306129.91,12.32,6.32,21.61,113939260.1,-3.1926,1,1,0.8011,0,0.2774,1,3029.75,4460.87,1352.2,584.55,860.66,260.89,51809,1601,59.42,4.19,24.33,15.38,Clear.
197,2593,Punjab,Pakistan,9/23/2020,9,2020,30.811346,72.139132,98602,115,2227,0,38564.98,56044.5,17027.75,43032.13,22078.59,75467.73,29167582.7,11567655.86,46347766.88,13.13,6.74,23.04,113939260.1,-3.0919,1,1,0.8029,0,0.2783,1,3103.38,4524.42,1372.66,596.81,870.08,263.97,51809,1601,70.38,3.25,26.27,17.22,Clear.
198,2607,Punjab,Pakistan,9/24/2020,9,2020,30.811346,72.139132,98686,84,2229,2,39961.62,58436.08,17555.29,43046.54,22085.99,75493.01,29207544.32,11585277.15,46390682.47,14.41,7.39,25.27,113939260.1,-2.9621,1,1,0.8049,0,0.2792,1,3181.06,4609.17,1394.83,610.3,884.28,267.6,51809,1601,65.81,2.42,15.04,11.07,Clear.
199,2621,Punjab,Pakistan,9/25/2020,9,2020,30.811346,72.139132,98864,178,2229,0,41406.76,60670.42,18102.93,43062.48,22094.16,75520.95,29248951.08,11603446.63,46434934.43,15.94,8.18,27.95,113939260.1,-2.7973,1,1,0.809,0,0.281,1,3263.03,4697.37,1418.81,625.97,901.13,272.18,51809,1601,61.31,3.58,19.54,12.34,Clear.
200,2635,Punjab,Pakistan,9/26/2020,9,2020,30.811346,72.139132,98941,77,2229,0,42901.52,62946.03,18671.34,43079.97,22103.14,75551.64,29291852.6,11622184.88,46480581.74,17.5,8.98,30.68,113939260.1,-2.6082,1,1,0.813,0,0.2825,1,3351.02,4791.68,1447.48,643.4,920.01,277.92,51809,1601,62.67,7.29,31.46,20.31,Clear.
201,2649,Punjab,Pakistan,9/27/2020,9,2020,30.811346,72.139132,99128,187,2230,1,44447.23,65223.93,19261.23,43098.85,22112.83,75584.74,29336299.83,11641513.17,46527684.5,18.87,9.68,33.1,113939260.1,-2.4206,1,1,0.8171,0,0.2836,1,3441.94,4888.0,1485.87,660.64,938.19,285.19,51809,1601,72.17,2.85,27.42,14.16,Clear.
202,2663,Punjab,Pakistan,9/28/2020,9,2020,30.811346,72.139132,99219,91,2231,1,46045.55,67550.1,19873.38,43118.71,22123.01,75619.57,29382345.38,11661453.58,46576303.93,19.86,10.19,34.83,113939260.1,-2.2594,1,1,0.8211,0,0.2847,1,3543.61,5059.01,1528.77,679.9,970.65,293.32,51809,1601,73.83,3.5,22.56,14.21,Clear.
203,2677,Punjab,Pakistan,9/29/2020,9,2020,30.811346,72.139132,99292,73,2234,3,47698.48,70065.59,20508.67,43139.11,22133.48,75655.35,29430043.86,11682029.08,46626502.44,20.4,10.47,35.78,113939260.1,-2.1304,1,1,0.8252,0,0.2853,1,3653.02,5254.36,1574.47,699.75,1006.49,301.6,51809,1601,77.83,4.79,31.0,17.95,Clear.
204,2691,Punjab,Pakistan,9/30/2020,9,2020,30.811346,72.139132,99378,86,2234,0,49408.34,72981.05,21168.11,43159.89,22144.14,75691.78,29479452.2,11703263.63,46678343.71,20.78,10.66,36.44,113939260.1,-2.0176,1,1,0.8272,0,0.2855,1,3766.09,5459.92,1620.9,719.15,1042.59,309.52,51809,1601,74.83,3.46,20.79,12.38,Clear.
205,2705,Punjab,Pakistan,10/1/2020,10,2020,30.811346,72.139132,99479,101,2235,1,51177.68,75986.01,21852.76,43181.18,22155.07,75729.12,29530629.88,11725182.28,46731892.77,21.29,10.92,37.33,113939260.1,-1.8964,1,1,0.8294,0,0.2868,1,3880.44,5654.91,1666.81,740.27,1078.78,317.98,51809,1601,75.71,5.35,26.85,18.53,Clear.
206,2719,Punjab,Pakistan,10/2/2020,10,2020,30.811346,72.139132,99605,126,2237,2,53009.24,79345.71,22563.79,43203.42,22166.48,75768.13,29583639.12,11747811.28,46787215.97,22.24,11.41,39.01,113939260.1,-1.7507,1,1,0.8337,0,0.2879,1,4003.54,5840.57,1715.28,760.99,1110.17,326.04,51809,1601,75.71,5.35,26.85,18.53,Clear.
207,2733,Punjab,Pakistan,10/3/2020,10,2020,30.811346,72.139132,99665,60,2238,1,54905.96,82267.35,23302.39,43227.36,22178.76,75810.12,29638545.08,11771178.03,46844380.97,23.94,12.28,41.99,113939260.1,-1.5809,1,1,0.8381,0,0.2894,1,4126.01,5974.46,1762.23,781.94,1132.24,333.97,51809,1601,74.23,1.71,8.62,8.65,Clear.
208,2747,Punjab,Pakistan,10/4/2020,10,2020,30.811346,72.139132,99812,147,2240,2,56871.04,85117.89,24069.73,43254.07,22192.46,75856.95,29695416.12,11795311.16,46903456.79,26.71,13.7,46.84,113939260.1,-1.4,1,1,0.8424,0,0.2912,1,4252.69,6083.09,1809.8,801.88,1147.01,341.25,51809,1601,64.12,0.52,3.48,3.1,Clear.
209,2761,Punjab,Pakistan,10/5/2020,10,2020,30.811346,72.139132,99812,0,2240,0,58907.81,88066.51,24867.07,43284.92,22208.29,75911.06,29754323.93,11820240.51,46964513.74,30.85,15.83,54.1,113939260.1,-1.2215,1,1,0.8468,0,0.2928,1,4380.55,6251.44,1856.8,821.13,1171.83,348.06,51809,1601,67.12,3.21,22.5,14.87,Clear.
