,S.No,Province,Country_Region,Date,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
299,19,Punjab,Pakistan,1/4/2021,1,2021,30.811346,72.139132,140714,526,4124,15,154115.95,212458.09,78047.25,72139.92,37013.0,126515.61,45466604.07,18917782.57,62832628.08,420.53,215.76,737.51,113939260.1,8.1056,1,1,1.1409,0,0.4111,1,28275.56,46456.26,10837.49,5231.92,8595.95,2005.3,51809,1601,44.65,1.98,16.58,9.36,Clear.
300,26,Punjab,Pakistan,1/5/2021,1,2021,30.811346,72.139132,141393,679,4160,36,152756.22,210240.83,77529.27,72547.56,37222.14,127230.5,45619360.29,18996155.53,63011395.81,407.63,209.15,714.89,113939260.1,7.9529,1,1,1.1422,0,0.4075,1,28064.74,45890.73,10994.88,5198.17,8499.91,2036.48,51809,1601,50.88,3.42,46.85,17.51,Passing clouds.
301,33,Punjab,Pakistan,1/6/2021,1,2021,30.811346,72.139132,142058,665,4184,24,151446.6,208112.02,77025.85,72944.6,37425.86,127926.82,45770806.89,19073785.19,63188009.54,397.05,203.71,696.32,113939260.1,7.6995,1,1,1.1435,0,0.4045,1,27937.91,45469.92,11151.95,5169.51,8413.56,2063.51,51809,1601,50.88,3.42,46.85,17.51,Passing clouds.
302,40,Punjab,Pakistan,1/7/2021,1,2021,30.811346,72.139132,142835,777,4203,19,150184.08,206062.52,76535.33,73333.08,37625.17,128608.1,45920990.97,19150685.54,63362567.18,388.47,199.31,681.28,113939260.1,7.335,1,1,1.1449,0,0.4017,1,27834.47,45086.78,11299.83,5132.96,8314.47,2083.81,51809,1601,42.88,0.56,9.04,3.13,Fog.
303,47,Punjab,Pakistan,1/8/2021,1,2021,30.811346,72.139132,143511,676,4221,18,148966.09,204084.12,76056.28,73714.68,37820.96,129277.35,46069957.07,19226870.35,63535166.7,381.61,195.79,669.24,113939260.1,6.8477,1,1,1.1456,0,0.399,1,27824.69,44856.81,11468.13,5103.22,8227.03,2103.33,51809,1601,45.85,2.29,27.04,12.48,Fog.
304,54,Punjab,Pakistan,1/9/2021,1,2021,30.811346,72.139132,144111,600,4242,21,147790.37,202595.23,75587.36,74090.85,38013.96,129937.05,46217747.44,19302353.27,63705906.24,376.17,193.0,659.71,113939260.1,6.2398,1,1,1.1459,0,0.397,1,27811.96,44632.14,11619.33,5084.16,8158.97,2124.07,51809,1601,42.56,0.15,0.21,0.62,Fog.
305,61,Punjab,Pakistan,1/10/2021,1,2021,30.811346,72.139132,144909,798,4260,18,146655.13,201421.21,75127.57,74462.73,38204.77,130589.25,46364402.57,19377148.12,63874884.48,371.88,190.8,652.19,113939260.1,5.527,1,1,1.1465,0,0.3964,1,27817.75,44412.04,11762.37,5067.39,8090.27,2142.68,51809,1601,46.42,0.0,0.0,0.0,Fog.
306,68,Punjab,Pakistan,1/11/2021,1,2021,30.811346,72.139132,145508,599,4272,12,145559.2,200278.25,74676.04,74831.22,38393.83,131235.48,46509961.76,19451269.0,64042200.71,368.49,189.06,646.23,113939260.1,4.738,1,1,1.1472,0,0.3961,1,27843.35,44216.02,11898.15,5050.55,8020.41,2158.22,51809,1601,43.23,0.77,4.81,4.38,Fog.
307,75,Punjab,Pakistan,1/12/2021,1,2021,30.811346,72.139132,146016,508,4299,27,144502.31,199124.6,74231.94,75196.94,38581.47,131876.86,46654464.07,19524730.35,64207953.64,365.72,187.64,641.38,113939260.1,3.9167,1,1,1.1479,0,0.3962,1,27884.23,44062.61,12026.53,5043.19,7969.24,2175.14,51809,1601,44.38,0.9,10.5,4.38,Fog.
308,82,Punjab,Pakistan,1/13/2021,1,2021,30.811346,72.139132,146525,509,4323,24,143484.95,197950.55,73795.46,75560.45,38767.97,132514.36,46797949.02,19597547.03,64372240.74,363.51,186.51,637.5,113939260.1,3.1324,1,1,1.1485,0,0.3966,1,27948.06,43960.16,12152.75,5037.75,7924.0,2190.58,51809,1601,51.83,0.46,2.15,2.5,Clear.
309,89,Punjab,Pakistan,1/14/2021,1,2021,30.811346,72.139132,147292,767,4348,25,142508.28,196750.8,73368.93,75922.53,38953.74,133149.36,46940457.3,19669734.32,64535158.26,362.08,185.77,635.0,113939260.1,2.4698,1,1,1.1492,0,0.3981,1,28023.45,43896.31,12273.01,5054.78,7917.88,2213.77,51809,1601,46.75,0.21,3.4,1.25,Fog.
310,96,Punjab,Pakistan,1/15/2021,1,2021,30.811346,72.139132,147953,661,4370,22,141574.28,195531.79,72955.06,76284.19,39139.31,133783.64,47082031.58,19741308.22,64696801.41,361.67,185.56,634.28,113939260.1,2.0089,1,1,1.1495,0,0.4009,1,28108.79,43869.41,12380.94,5072.9,7917.28,2234.43,51809,1601,38.92,2.33,27.31,12.5,Fog.
311,103,Punjab,Pakistan,1/16/2021,1,2021,30.811346,72.139132,148488,535,4387,17,140686.19,194305.08,72541.72,76646.72,39325.31,134419.41,47222717.77,19811786.52,64857265.19,362.52,186.0,635.77,113939260.1,1.8032,1,1,1.1495,0,0.4052,1,28160.07,43800.63,12454.25,5089.4,7916.14,2250.87,51809,1601,42.1,1.21,10.65,6.24,Fog.
312,110,Punjab,Pakistan,1/17/2021,1,2021,30.811346,72.139132,149222,734,4409,22,139848.15,193082.8,71955.78,77011.6,39512.52,135059.32,47362565.92,19881706.46,65016644.74,364.88,187.21,639.91,113939260.1,1.8608,1,1,1.1495,0,0.4102,1,28229.14,43735.2,12503.91,5111.95,7919.91,2264.3,51809,1601,46.94,1.5,7.23,8.74,Fog.
313,117,Punjab,Pakistan,1/18/2021,1,2021,30.811346,72.139132,149782,560,4432,23,139064.73,191876.12,71380.75,77380.6,39701.84,135706.46,47501630.65,19951113.23,65175035.89,369.0,189.32,647.14,113939260.1,2.1504,1,1,1.1496,0,0.4153,1,28313.24,43716.96,12612.82,5138.93,7934.75,2289.26,51809,1601,40.85,3.42,37.5,13.73,Fog.
314,124,Punjab,Pakistan,1/19/2021,1,2021,30.811346,72.139132,150316,534,4460,28,138340.96,190714.33,70822.6,77755.74,39894.32,136364.37,47639971.6,20020043.42,65332537.09,375.14,192.48,657.91,113939260.1,2.6241,1,1,1.1496,0,0.4209,1,28419.37,43755.79,12736.87,5168.18,7957.17,2316.25,51809,1601,39.73,5.65,46.17,18.16,Fog.
315,131,Punjab,Pakistan,1/20/2021,1,2021,30.811346,72.139132,150889,573,4476,16,137682.54,189613.62,70287.29,78138.94,40090.92,137036.4,47777654.14,20088538.22,65489250.26,383.2,196.61,672.03,113939260.1,3.2378,1,1,1.1496,0,0.4271,1,28499.1,43776.32,12843.16,5193.96,7978.23,2340.66,51809,1601,45.54,0.4,2.69,1.87,Fog.
316,138,Punjab,Pakistan,1/21/2021,1,2021,30.811346,72.139132,151603,714,4501,25,137095.64,188565.17,69780.82,78531.32,40292.24,137724.54,47914749.78,20156643.67,65645281.19,392.38,201.32,688.14,113939260.1,3.9527,1,1,1.1496,0,0.4336,1,28589.62,43835.0,12948.89,5220.44,8004.24,2364.46,51809,1601,50.94,0.15,0.92,0.62,Fog.
317,145,Punjab,Pakistan,1/22/2021,1,2021,30.811346,72.139132,152158,555,4523,22,136586.88,187975.96,69309.23,78933.15,40498.41,138429.24,48051336.66,20224410.68,65800740.05,401.83,206.17,704.7,113939260.1,4.7309,1,1,1.1496,0,0.4406,1,28666.37,43895.9,13043.39,5248.54,8036.92,2388.12,51809,1601,53.98,1.17,8.56,6.22,Fog.
318,152,Punjab,Pakistan,1/23/2021,1,2021,30.811346,72.139132,152925,767,4537,14,136163.37,187819.07,68878.4,79343.78,40709.09,139149.39,48187500.03,20291895.03,65955741.57,410.63,210.68,720.15,113939260.1,5.5314,1,1,1.1493,0,0.4476,1,28753.22,43999.81,13137.83,5281.46,8081.99,2413.19,51809,1601,53.12,0.67,6.88,3.73,Clear.
319,159,Punjab,Pakistan,1/24/2021,1,2021,30.811346,72.139132,153410,485,4561,24,135832.54,187760.78,68494.16,79761.66,40923.5,139882.26,48323332.57,20359157.41,66110405.33,417.88,214.4,732.86,113939260.1,6.306,1,1,1.1487,0,0.4543,1,28850.25,44139.14,13216.58,5317.76,8135.86,2436.12,51809,1601,53.12,0.67,6.88,3.73,Clear.
320,166,Punjab,Pakistan,1/25/2021,1,2021,30.811346,72.139132,154017,607,4568,7,135602.05,187807.66,68162.28,80184.3,41140.34,140623.46,48458934.62,20426263.47,66264856.02,422.64,216.84,741.21,113939260.1,7.0089,1,1,1.1482,0,0.4607,1,28961.42,44312.92,13277.53,5355.58,8194.4,2455.3,51809,1601,53.29,1.04,6.0,5.63,Clear.
321,173,Punjab,Pakistan,1/26/2021,1,2021,30.811346,72.139132,154717,700,4608,40,135479.67,187966.32,67888.45,80608.27,41357.87,141367.0,48594414.29,20493283.86,66419223.61,423.97,217.53,743.54,113939260.1,7.6129,1,1,1.1476,0,0.4668,1,29100.86,44476.19,13342.68,5398.94,8251.46,2475.4,51809,1601,48.69,1.71,10.79,8.77,Clear.
322,180,Punjab,Pakistan,1/27/2021,1,2021,30.811346,72.139132,155214,497,4646,38,135473.34,188250.1,67678.36,81029.77,41574.13,142106.2,48729887.62,20560294.3,66573643.58,421.49,216.26,739.2,113939260.1,8.1128,1,1,1.147,0,0.4726,1,29280.67,44715.63,13412.57,5443.77,8313.39,2493.63,51809,1601,48.77,1.83,9.25,8.76,Clear.
323,187,Punjab,Pakistan,1/28/2021,1,2021,30.811346,72.139132,155805,591,4661,15,135591.15,188673.01,67537.77,81445.77,41787.57,142835.77,48865478.77,20627375.79,66728257.2,416.01,213.44,729.58,113939260.1,8.5079,1,1,1.1464,0,0.4791,1,29470.69,44997.34,13473.75,5485.82,8376.03,2508.07,51809,1601,46.58,0.96,7.79,5.02,Clear.
324,194,Punjab,Pakistan,1/29/2021,1,2021,30.811346,72.139132,156404,599,4681,20,135841.49,189226.8,67472.53,81854.23,41997.14,143552.11,49001320.26,20694614.81,66883211.89,408.46,209.57,716.33,113939260.1,8.7886,1,1,1.1461,0,0.4848,1,29662.44,45302.73,13524.43,5525.93,8439.62,2519.52,51809,1601,46.58,0.96,7.79,5.02,Clear.
325,201,Punjab,Pakistan,1/30/2021,1,2021,30.811346,72.139132,156928,524,4716,35,136233.07,189353.99,67488.82,82254.01,42202.25,144253.22,49137553.33,20762103.63,67038661.61,399.78,205.12,701.11,113939260.1,8.9324,1,1,1.1455,0,0.489,1,29909.32,45713.17,13589.96,5565.71,8506.59,2528.91,51809,1601,50.23,0.98,7.46,5.64,Fog.
326,208,Punjab,Pakistan,1/31/2021,1,2021,30.811346,72.139132,157353,425,4736,20,136774.83,189647.09,67837.08,82644.9,42402.81,144938.74,49274328.16,20829940.71,67194767.39,390.89,200.55,685.52,113939260.1,8.9112,1,1,1.1444,0,0.4928,1,30178.3,46189.14,13659.98,5621.01,8603.19,2544.31,51809,1601,49.4,1.33,8.1,6.25,Clear.
327,5,Punjab,Pakistan,2/1/2021,2,2021,30.811346,72.139132,139341,-18012,4085,-651,137476.2,190142.67,68290.45,83027.58,42599.15,145609.87,49411804.36,20898231.16,67351697.83,382.68,196.34,671.13,113939260.1,8.7127,1,1,1.1432,0,0.4955,1,30433.65,46663.62,13711.03,5668.36,8691.24,2553.72,51809,1601,55.48,2.31,14.85,10.03,Clear.
328,215,Punjab,Pakistan,2/1/2021,2,2021,30.811346,72.139132,157796,18455,4747,662,137476.2,190142.67,68290.45,83027.58,42599.15,145609.87,49411804.36,20898231.16,67351697.83,382.68,196.34,671.13,113939260.1,8.7127,1,1,1.1432,0,0.4955,1,30433.65,46663.62,13711.03,5668.36,8691.24,2553.72,51809,1601,55.48,2.31,14.85,10.03,Clear.
329,222,Punjab,Pakistan,2/2/2021,2,2021,30.811346,72.139132,158220,424,4793,46,138347.09,190847.38,68855.75,83403.6,42792.08,146269.32,49550151.45,20967086.91,67509629.8,376.03,192.93,659.46,113939260.1,8.3662,1,1,1.1421,0,0.4979,1,30659.33,47134.86,13740.26,5722.43,8797.52,2564.56,51809,1601,55.48,2.31,14.85,10.03,Clear.
330,229,Punjab,Pakistan,2/3/2021,2,2021,30.811346,72.139132,158793,573,4806,13,139397.98,192536.3,69539.32,83775.12,42982.69,146920.86,49689549.43,21036626.24,67668749.23,371.51,190.61,651.54,113939260.1,7.9515,1,1,1.1409,0,0.5006,1,30898.77,47646.0,13774.82,5770.66,8898.38,2572.59,51809,1601,48.75,0.15,0.92,0.62,Clear.
331,236,Punjab,Pakistan,2/4/2021,2,2021,30.811346,72.139132,159311,518,4821,15,140640.04,194571.76,70331.97,84144.18,43172.05,147568.1,49830189.48,21106974.27,67829251.88,369.06,189.35,647.24,113939260.1,7.5814,1,1,1.1398,0,0.5026,1,31115.6,48128.46,13801.2,5823.86,9008.13,2583.15,51809,1601,48.75,0.15,0.92,0.62,Clear.
332,243,Punjab,Pakistan,2/5/2021,2,2021,30.811346,72.139132,159705,394,4840,19,142085.23,196901.7,71258.82,84512.68,43361.11,148214.36,49972274.71,21178263.76,67991344.12,368.5,189.07,646.26,113939260.1,7.3702,1,1,1.1392,0,0.5047,1,31323.48,48519.77,13826.71,5878.05,9105.04,2594.67,51809,1601,51.04,3.65,23.79,13.78,Passing clouds.
333,250,Punjab,Pakistan,2/6/2021,2,2021,30.811346,72.139132,160162,457,4854,14,143746.3,199350.5,72332.52,84882.35,43550.78,148862.68,50116021.01,21250635.95,68155243.84,369.67,189.67,648.32,113939260.1,7.3918,1,1,1.1384,0,0.5051,1,31502.93,48725.46,13843.64,5924.33,9163.14,2603.39,51809,1601,51.58,2.15,19.27,10.65,Clear.
334,257,Punjab,Pakistan,2/7/2021,2,2021,30.811346,72.139132,160580,418,4880,26,145636.95,202013.99,73562.9,85254.78,43741.86,149515.82,50261657.96,21324240.7,68321181.48,372.43,191.08,653.14,113939260.1,7.6385,1,1,1.1367,0,0.5051,1,31680.25,48908.49,13864.13,5973.19,9221.51,2614.03,51809,1601,51.58,2.15,19.27,10.65,Clear.
335,264,Punjab,Pakistan,2/8/2021,2,2021,30.811346,72.139132,160935,355,4900,20,147771.57,204913.9,74959.54,85631.38,43935.09,150176.3,50409429.53,21399232.41,68489401.73,376.61,193.23,660.47,113939260.1,8.0498,1,1,1.1351,0,0.5048,1,31822.72,49021.52,13874.81,6017.6,9269.86,2623.69,51809,1601,49.02,1.4,9.31,6.88,Clear.
336,271,Punjab,Pakistan,2/9/2021,2,2021,30.811346,72.139132,161347,412,4919,19,150164.77,207322.34,76526.95,86013.45,44131.12,150846.36,50559594.3,21475769.05,68660165.39,382.07,196.03,670.06,113939260.1,8.5559,1,1,1.1334,0,0.5034,1,31943.91,49071.59,13878.27,6054.74,9301.17,2630.53,51809,1601,49.02,1.4,9.31,6.88,Clear.
337,278,Punjab,Pakistan,2/10/2021,2,2021,30.811346,72.139132,161757,410,4948,29,152831.25,209962.49,78243.86,86402.02,44330.48,151527.8,50712425.55,21554012.91,68833750.93,388.56,199.36,681.44,113939260.1,9.1049,1,1,1.1318,0,0.5015,1,32053.17,49089.49,13881.7,6086.36,9321.27,2635.9,51809,1601,53.52,0.0,0.0,0.0,Fog.
338,285,Punjab,Pakistan,2/11/2021,2,2021,30.811346,72.139132,162391,634,4982,34,155786.54,212848.66,80118.5,86797.49,44533.39,152221.36,50868212.09,21634131.41,69010455.77,395.47,202.91,693.56,113939260.1,9.6674,1,1,1.1301,0,0.4992,1,32164.78,49104.34,13890.74,6120.86,9344.4,2643.36,51809,1601,56.23,0.4,3.0,1.87,Clear.
339,292,Punjab,Pakistan,2/12/2021,2,2021,30.811346,72.139132,162875,484,4994,12,159047.07,216321.67,82166.67,87199.6,44739.7,152926.57,51027259.16,21716298.08,69190592.25,402.11,206.31,705.21,113939260.1,10.231,1,1,1.1293,0,0.4956,1,32253.19,49077.28,13892.89,6158.51,9370.95,2652.75,51809,1601,57.29,1.04,8.33,4.99,Clear.
340,299,Punjab,Pakistan,2/13/2021,2,2021,30.811346,72.139132,163367,492,5026,32,162629.64,220741.42,84395.48,87607.4,44948.93,153641.74,51189888.8,21800693.56,69372930.72,407.79,209.23,715.17,113939260.1,10.7849,1,1,1.1282,0,0.4917,1,32329.65,49019.04,13892.39,6187.84,9382.15,2658.98,51809,1601,60.21,0.75,5.98,3.75,Fog.
341,306,Punjab,Pakistan,2/14/2021,2,2021,30.811346,72.139132,163833,466,5037,11,166551.38,225750.19,86812.85,88019.19,45160.21,154363.93,51356440.18,21887506.41,69534462.79,411.8,211.28,722.19,113939260.1,11.3121,1,1,1.1261,0,0.4878,1,32379.03,48900.95,13880.15,6218.55,9391.67,2665.75,51809,1601,67.65,1.38,9.29,7.48,Clear.
342,313,Punjab,Pakistan,2/15/2021,2,2021,30.811346,72.139132,164268,435,5051,14,170829.35,231255.46,89427.15,88432.61,45372.32,155088.95,51527269.54,21976933.55,69700038.48,413.41,212.11,725.03,113939260.1,11.7938,1,1,1.124,0,0.4832,1,32385.29,48729.5,13853.54,6246.83,9399.48,2672.22,51809,1601,59.38,0.88,8.27,4.98,Clear.
343,320,Punjab,Pakistan,2/16/2021,2,2021,30.811346,72.139132,164268,0,5051,0,175479.72,237275.6,92246.92,88844.55,45583.68,155811.39,51702749.26,22069180.48,69870050.11,411.94,211.35,722.44,113939260.1,12.2224,1,1,1.1219,0,0.478,1,32462.9,48683.91,13860.94,6269.72,9402.56,2677.03,51809,1601,60.92,0.25,1.54,1.24,Fog.
344,327,Punjab,Pakistan,2/17/2021,2,2021,30.811346,72.139132,165200,932,5114,63,180517.95,243828.79,95280.7,89251.62,45792.53,156525.29,51883267.21,22164461.17,70044907.82,407.07,208.86,713.9,113939260.1,12.6068,1,1,1.1197,0,0.4723,1,32536.9,48638.76,13866.19,6302.92,9422.11,2686.1,51809,1601,60.92,0.25,1.54,1.24,Fog.
345,334,Punjab,Pakistan,2/18/2021,2,2021,30.811346,72.139132,165716,516,5138,24,185958.43,250934.65,98537.57,89651.51,45997.7,157226.6,52069225.64,22262998.74,70225034.61,399.89,205.17,701.31,113939260.1,12.9624,1,1,1.1176,0,0.4653,1,32579.39,48549.03,13856.59,6335.48,9440.98,2694.59,51809,1601,55.35,1.33,12.52,7.49,Clear.
346,341,Punjab,Pakistan,2/19/2021,2,2021,30.811346,72.139132,166242,526,5166,28,191813.88,258611.14,102026.89,90043.28,46198.71,157913.68,52261039.52,22365025.64,70410857.95,391.78,201.01,687.08,113939260.1,13.303,1,1,1.1166,0,0.459,1,32596.2,48423.93,13835.54,6363.35,9453.2,2700.94,51809,1601,59.56,0.83,9.48,5.0,Clear.
347,348,Punjab,Pakistan,2/20/2021,2,2021,30.811346,72.139132,166777,535,5185,19,198095.78,268259.81,105758.74,90427.36,46395.78,158587.27,52459135.3,22470784.38,70616558.31,384.08,197.06,673.58,113939260.1,13.6338,1,1,1.1153,0,0.4525,1,32694.32,48418.89,13848.85,6404.69,9485.07,2712.94,51809,1601,65.92,2.08,13.69,8.77,Fog.
348,355,Punjab,Pakistan,2/21/2021,2,2021,30.811346,72.139132,167345,568,5204,19,204813.19,278722.48,109743.92,90805.49,46589.78,159250.39,52663948.49,22580528.3,70856880.41,378.12,194.0,663.13,113939260.1,13.951,1,1,1.1128,0,0.4476,1,32778.67,48407.03,13860.74,6439.26,9509.39,2722.89,51809,1601,56.25,0.88,4.17,3.75,Clear.
349,362,Punjab,Pakistan,2/22/2021,2,2021,30.811346,72.139132,167819,474,5208,4,211972.27,290481.7,113993.29,91180.67,46782.28,159908.38,52875920.76,22694521.58,71105890.57,375.19,192.5,657.99,113939260.1,14.2498,1,1,1.1103,0,0.4427,1,32904.56,48468.79,13896.46,6492.12,9562.96,2741.79,51809,1601,64.9,0.73,3.08,3.12,Passing clouds.
350,369,Punjab,Pakistan,2/23/2021,2,2021,30.811346,72.139132,168348,529,5237,29,219575.94,303587.37,118517.3,91557.27,46975.5,160568.83,53095496.7,22813038.88,71364148.63,376.59,193.22,660.45,113939260.1,14.536,1,1,1.1077,0,0.4386,1,33143.34,48701.87,13987.2,6567.91,9651.1,2771.8,51809,1601,63.98,3.67,21.71,14.96,Passing clouds.
351,376,Punjab,Pakistan,2/24/2021,2,2021,30.811346,72.139132,168891,543,5269,32,227624.18,317287.72,123326.3,91940.52,47172.13,161240.97,53323120.88,22936365.18,71632214.81,383.26,196.64,672.14,113939260.1,14.8321,1,1,1.1052,0,0.4345,1,33385.98,48943.03,14088.78,6655.19,9756.34,2808.47,51809,1601,65.25,1.23,8.44,6.84,Passing clouds.
352,383,Punjab,Pakistan,2/25/2021,2,2021,30.811346,72.139132,169474,583,5308,39,236113.78,331545.06,128430.66,92334.89,47374.48,161932.6,53559234.67,23064795.84,71910646.82,394.37,202.34,691.63,113939260.1,15.166,1,1,1.1027,0,0.4318,1,33691.69,49278.18,14227.75,6748.83,9870.98,2849.98,51809,1601,61.42,2.73,18.77,13.04,Clear.
353,390,Punjab,Pakistan,2/26/2021,2,2021,30.811346,72.139132,170222,748,5323,15,245037.72,346310.58,133840.25,92743.55,47584.15,162649.28,53804272.39,23198636.09,72199995.89,408.66,209.67,716.69,113939260.1,15.5588,1,1,1.1014,0,0.4296,1,34072.28,49723.76,14410.02,6858.01,10008.31,2900.42,51809,1601,58.92,1.75,14.79,8.69,Clear.
354,397,Punjab,Pakistan,2/27/2021,2,2021,30.811346,72.139132,170817,595,5337,14,254384.84,358949.77,139559.94,93168.36,47802.1,163394.3,54058657.23,23338196.03,72500802.45,424.81,217.96,745.01,113939260.1,16.0152,1,1,1.1,0,0.4276,1,34467.33,50191.35,14610.24,6976.24,10158.81,2957.14,51809,1601,58.92,1.75,14.79,8.69,Clear.
355,404,Punjab,Pakistan,2/28/2021,2,2021,30.811346,72.139132,171349,532,5350,13,264139.38,371634.3,145589.38,93609.82,48028.6,164168.5,54322796.61,23483785.4,72813591.6,441.46,226.5,774.21,113939260.1,16.5188,1,1,1.0971,0,0.4259,1,34958.5,50800.21,14862.48,7099.12,10316.14,3018.17,51809,1601,63.12,4.48,18.96,18.57,Clear.
356,411,Punjab,Pakistan,3/1/2021,3,2021,30.811346,72.139132,172054,705,5363,13,274280.64,384726.76,151925.97,94066.98,48263.16,164970.25,54597077.25,23635711.37,73138867.51,457.16,234.56,801.75,113939260.1,17.0397,1,1,1.0942,0,0.4249,1,35462.78,51430.42,15130.21,7239.78,10499.6,3088.85,51809,1601,59.69,1.96,9.38,8.74,Clear.
357,418,Punjab,Pakistan,3/2/2021,3,2021,30.811346,72.139132,172683,629,5391,28,284782.58,398194.6,158564.5,94537.41,48504.52,165795.27,54881859.83,23794275.87,73454534.53,470.43,241.36,825.01,113939260.1,17.5506,1,1,1.0913,0,0.4241,1,36054.32,52190.95,15443.1,7401.32,10713.89,3170.2,51809,1601,59.69,1.96,9.38,8.74,Clear.
358,425,Punjab,Pakistan,3/3/2021,3,2021,30.811346,72.139132,173395,712,5441,50,295613.14,413475.42,165496.73,95017.41,48750.8,166637.07,55177472.97,23959772.6,73776898.32,480.0,246.27,841.8,113939260.1,18.0367,1,1,1.0885,0,0.4249,1,36759.13,53120.08,15810.81,7578.11,10951.01,3259.49,51809,1601,56.21,3.33,15.67,11.86,Clear.
359,432,Punjab,Pakistan,3/4/2021,3,2021,30.811346,72.139132,174191,796,5480,39,306734.24,429930.17,172710.88,95503.6,49000.25,167489.73,55484207.21,24132483.48,74110750.38,486.2,249.45,852.67,113939260.1,18.4888,1,1,1.0856,0,0.4263,1,37522.45,54138.75,16208.92,7739.09,11166.24,3343.13,51809,1601,59.31,2.08,14.04,9.95,Clear.
360,439,Punjab,Pakistan,3/5/2021,3,2021,30.811346,72.139132,175051,860,5510,30,318102.12,446767.33,180860.96,95993.49,49251.6,168348.88,55802309.33,24312674.6,74456377.2,489.89,251.35,859.15,113939260.1,18.8933,1,1,1.0841,0,0.4294,1,38407.68,55338.08,16664.62,7907.12,11392.64,3430.8,51809,1601,62.96,1.52,6.9,8.09,Clear.
361,446,Punjab,Pakistan,3/6/2021,3,2021,30.811346,72.139132,175964,913,5534,24,329666.62,463908.71,189397.13,96485.46,49504.02,169211.67,56131975.95,24500594.47,74814021.63,491.97,252.42,862.79,113939260.1,19.227,1,1,1.0826,0,0.4324,1,39397.53,56691.86,17171.08,8096.35,11650.4,3528.72,51809,1601,68.58,1.06,5.5,5.61,Clear.
362,453,Punjab,Pakistan,3/7/2021,3,2021,30.811346,72.139132,177008,1044,5552,18,341370.78,481101.89,198198.8,96978.81,49757.14,170076.88,56473346.73,24696475.57,75183876.18,493.35,253.12,865.21,113939260.1,19.4571,1,1,1.0794,0,0.436,1,40477.41,58194.88,17723.37,8313.75,11952.79,3640.25,51809,1601,60.06,2.12,16.02,11.15,Clear.
363,460,Punjab,Pakistan,3/8/2021,3,2021,30.811346,72.139132,177823,815,5565,13,353150.89,497705.44,207235.47,97473.75,50011.08,170944.88,56826497.62,24900531.49,75566076.21,494.94,253.94,868.0,113939260.1,19.5504,1,1,1.0762,0,0.4393,1,41564.24,59722.76,18287.23,8512.21,12231.0,3745.16,51809,1601,60.79,6.04,31.21,19.21,Passing clouds.
364,467,Punjab,Pakistan,3/9/2021,3,2021,30.811346,72.139132,178648,825,5600,35,364936.85,514488.01,216469.74,97971.4,50266.41,171817.64,57191434.47,25112952.87,75960693.25,497.66,255.33,872.76,113939260.1,19.4889,1,1,1.073,0,0.4433,1,42787.9,61447.39,18922.81,8750.2,12566.1,3869.75,51809,1601,60.29,3.77,24.81,14.31,Clear.
365,474,Punjab,Pakistan,3/10/2021,3,2021,30.811346,72.139132,179654,1006,5629,29,376653.45,531083.84,225792.94,98473.67,50524.11,172698.5,57568087.93,25333903.35,76367728.11,502.27,257.7,880.86,113939260.1,19.277,1,1,1.0698,0,0.4472,1,44129.99,63339.03,19626.02,9010.56,12932.7,4007.28,51809,1601,60.29,3.77,24.81,14.31,Clear.
366,481,Punjab,Pakistan,3/11/2021,3,2021,30.811346,72.139132,180944,1290,5662,33,388220.93,547391.6,233884.62,98982.21,50785.03,173590.35,57956308.86,25563515.5,76787104.31,508.54,260.92,891.85,113939260.1,18.93,1,1,1.0667,0,0.4522,1,45453.87,65198.37,20339.69,9267.88,13293.72,4147.19,51809,1601,57.19,0.85,6.85,4.36,Clear.
367,488,Punjab,Pakistan,3/12/2021,3,2021,30.811346,72.139132,182576,1632,5698,36,399553.93,563298.29,241542.68,99498.01,51049.67,174494.94,58355862.79,25801884.34,77218657.54,515.8,264.64,904.59,113939260.1,18.462,1,1,1.0651,0,0.4564,1,46956.73,67305.14,21155.34,9563.19,13707.34,4308.49,51809,1601,66.75,4.71,25.31,13.69,Clear.
368,495,Punjab,Pakistan,3/13/2021,3,2021,30.811346,72.139132,183815,1239,5732,34,410563.65,578679.89,248350.62,100021.43,51318.22,175412.88,58766426.44,26049060.54,77662125.53,523.41,268.55,917.94,113939260.1,17.876,1,1,1.0633,0,0.4611,1,48577.9,69936.94,22049.7,9885.18,14231.56,4486.92,51809,1601,62.27,6.92,39.21,21.23,Passing clouds.
