Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Sindh,Pakistan,2021-07-12,26.009446,68.776807,347478.0,5607.0,317667.0,163720.0,227642.2,118445.7,65173.44,34574.73,110349.0,41237738.0,32079198.0,51390447.0,167.84,89.04,284.18,14.36,14.36,14.36,5576.18,5575.58,5577.08,1139.46,1139.46,1139.46,65872.26,46960.12,93016.29,41171866.0,32029658.0,51299824.0,3467.439,2465.322,4952.694,160252.6,115980.4,222707.5,49907676.0,19.959,1,1,0.7418,0,0.5408,1,10007.51,15365.5,6046.26,2133.27,3275.41,1288.86,1079.33,1981.45,585.81,38.38445,71.60947,20.52614,1040.94,1909.844,565.5136
Azad Jammu and Kashmir,Pakistan,2020-07-13,34.027401,73.947253,1599.0,44.0,978.0,3114.2,4242.4,1843.4,514.36,258.94,885.81,387740.2,287240.8,493287.8,9.11,4.58,15.71,0.79,0.79,0.79,44.52,44.37,44.75,45.39,45.39,45.39,0.0,0.0,0.0,387740.2,287240.8,493287.8,0.0,0.0,0.0,3114.195,1843.402,4242.398,4334762.0,-22.2943,1,1,0.7119,0,0.3987,1,701.84,1431.65,252.85,126.85,258.76,45.7,54.11,113.98,20.97,0.0,0.0,0.0,54.11493,113.9778,20.96905
Balochistan,Pakistan,2020-07-13,28.328492,65.898403,11185.0,126.0,7598.0,7437.54,9843.56,4916.04,4097.21,2243.2,7048.63,4042535.0,2691139.0,4958455.0,13.92,7.63,23.94,0.43,0.43,0.43,126.41,126.35,126.55,39.96,39.96,39.96,0.0,0.0,0.0,4042535.0,2691139.0,4958455.0,0.0,0.0,0.0,7437.545,4916.041,9843.558,13398367.0,-5.9432,1,1,0.7318,0,0.3069,1,1252.8,2285.62,460.82,226.43,413.11,83.29,45.56,108.84,5.97,0.0,0.0,0.0,45.56447,108.8403,5.967621
Gilgit-Baltistan,Pakistan,2020-07-13,35.792146,74.982138,1671.0,36.0,1319.0,5590.44,7835.39,2496.01,708.76,367.15,1243.62,590789.6,302755.8,795935.1,16.56,8.54,29.1,0.86,0.86,0.86,36.78,36.67,36.93,21.53,21.53,21.53,0.0,0.0,0.0,590789.6,302755.8,795935.1,0.0,0.0,0.0,5590.437,2496.009,7835.393,2227138.0,-22.2943,1,1,0.707,0,0.323,1,495.38,861.48,254.53,89.54,155.71,46.0,36.82,65.01,15.96,0.0,0.0,0.0,36.82182,65.01324,15.96332
Islamabad,Pakistan,2020-07-13,33.665087,73.121219,14108.0,153.0,10883.0,1000.74,1681.26,440.98,448.7,271.94,732.37,332664.5,210034.6,530957.2,5.24,3.17,8.55,1.8,1.79,1.8,153.98,153.47,154.62,92.6,92.6,92.6,0.0,0.0,0.0,332664.5,210034.6,530957.2,0.0,0.0,0.0,1000.741,440.9838,1681.263,2155173.0,-37.0774,1,1,0.7122,0,0.5622,1,217.58,432.39,134.58,39.33,78.15,24.32,12.85,25.69,7.8,0.0,0.0,0.0,12.84915,25.69074,7.799488
Khyber Pakhtunkhwa,Pakistan,2020-07-13,34.485332,72.09169,30486.0,1099.0,21158.0,49281.56,66557.67,28302.58,20307.76,9665.12,36777.2,14696136.0,8787297.0,17165097.0,167.64,79.78,303.59,9.07,9.07,9.07,1099.15,1099.04,1099.34,303.24,303.24,303.24,0.0,0.0,0.0,14696136.0,8787297.0,17165097.0,0.0,0.0,0.0,49281.56,28302.58,66557.67,38100471.0,-13.0289,1,1,0.7116,0,0.3554,1,7964.6,15585.52,3334.92,1439.54,2816.96,602.76,479.23,1033.79,150.55,0.0,0.0,0.0,479.2314,1033.786,150.5478
Punjab,Pakistan,2020-07-13,30.811346,72.139132,87043.0,2013.0,58023.0,39798.13,56751.68,24311.17,39133.73,20080.1,68628.32,22711341.0,17714733.0,28764362.0,255.94,131.33,448.83,14.72,14.72,14.72,2250.15,2250.04,2250.31,551.03,551.03,551.03,0.0,0.0,0.0,22711341.0,17714733.0,28764362.0,0.0,0.0,0.0,39798.13,24311.17,56751.68,113939260.0,-19.8548,1,1,0.721,0,0.4978,1,13091.16,25083.39,5875.9,2366.12,4533.63,1062.02,695.15,1335.72,289.38,0.0,0.0,0.0,695.1505,1335.717,289.3772
Sindh,Pakistan,2020-07-13,26.009446,68.776807,105533.0,1795.0,61958.0,64311.7,77935.22,49967.01,20651.77,10955.06,34967.86,16362844.0,12885081.0,19341769.0,414.12,219.67,701.21,35.43,35.43,35.43,1766.93,1766.81,1767.11,1337.1,1337.1,1337.1,0.0,0.0,0.0,16362844.0,12885081.0,19341769.0,0.0,0.0,0.0,64311.7,49967.01,77935.22,49907676.0,-28.6969,1,1,0.7394,0,0.5507,1,18191.87,27070.29,10388.67,3288.04,4892.74,1877.67,1007.43,1609.79,520.75,0.0,0.0,0.0,1007.435,1609.787,520.7517
Azad Jammu and Kashmir,Pakistan,2021-07-13,34.027401,73.947253,21256.0,595.0,19737.0,14863.07,19436.47,12036.7,6896.68,3457.69,11897.28,2892500.0,2350863.0,3499658.0,8.29,4.16,14.29,0.72,0.72,0.72,596.65,595.99,597.72,121.24,121.24,121.24,6181.271,4989.94,7898.657,2886319.0,2345696.0,3492187.0,350.504,280.1328,466.227,14512.56,11756.57,18970.24,4334762.0,29.2979,1,1,0.7133,0,0.391,1,1123.44,1865.5,577.83,241.46,400.95,124.19,131.57,230.33,69.28,5.420591,9.507177,2.862079,126.1495,220.8457,66.3347
Balochistan,Pakistan,2021-07-13,28.328492,65.898403,28321.0,317.0,27078.0,18044.92,28245.16,9185.85,10297.33,5640.38,17711.04,8756144.0,5968970.0,10868844.0,6.98,3.83,11.98,0.22,0.21,0.22,317.71,317.47,318.06,104.1,104.1,104.1,10953.2,6770.375,14840.81,8745191.0,5961940.0,10854387.0,339.8672,170.5392,541.0827,17705.06,9015.307,27704.08,13398367.0,39.4697,1,1,0.7331,0,0.3117,1,1728.5,3014.68,837.89,371.5,647.94,180.09,185.98,351.01,77.07,6.206699,11.7979,2.580868,179.7693,339.4677,74.47119
Gilgit-Baltistan,Pakistan,2021-07-13,35.792146,74.982138,6972.0,111.0,6215.0,8542.8,14995.41,4703.44,2174.3,1127.27,3812.36,1556645.0,956234.4,2077208.0,6.92,3.58,12.14,0.36,0.36,0.36,112.84,112.43,113.49,67.67,67.67,67.67,4221.599,2576.31,6641.882,1552424.0,952959.4,2070667.0,170.5673,89.39254,317.8019,8372.236,4613.994,14681.9,2227138.0,29.2979,1,1,0.7084,0,0.3857,1,765.9,1435.25,348.76,164.61,308.48,74.96,86.43,205.41,38.39,3.087128,7.260722,1.353919,83.33924,198.1534,37.04408
Islamabad,Pakistan,2021-07-13,33.665087,73.121219,83831.0,785.0,81393.0,2871.99,4997.06,1410.37,2303.56,1395.15,3761.34,1257763.0,701132.9,1832903.0,2.11,1.29,3.44,0.73,0.72,0.73,790.44,788.19,793.28,125.17,125.17,125.17,1028.024,554.4711,1690.151,1256735.0,700579.1,1831343.0,62.8575,30.48012,110.894,2809.132,1379.885,4886.163,2155173.0,23.6272,1,1,0.7136,0,0.4435,1,195.09,296.63,117.8,41.93,63.76,25.32,23.9,36.39,12.54,0.8290333,1.292528,0.4182427,23.06939,35.13774,12.12049
Khyber Pakhtunkhwa,Pakistan,2021-07-13,34.485332,72.09169,139593.0,4365.0,133372.0,92226.63,209224.4,27267.78,80724.42,38419.48,146191.1,40546119.0,23050243.0,54093557.0,75.91,36.14,137.47,4.11,4.11,4.11,4369.19,4368.72,4369.94,160.71,160.71,160.71,37787.25,15906.21,69439.29,40508332.0,23034035.0,54018881.0,1832.593,516.2662,4322.122,90394.04,26751.51,204902.3,38100471.0,43.4044,1,1,0.713,0,0.3277,1,2766.76,5200.16,1270.16,594.66,1117.66,272.99,276.52,602.71,107.84,11.01577,25.61647,4.126986,265.5092,577.098,103.7142
Punjab,Pakistan,2021-07-13,30.811346,72.139132,348509.0,10832.0,328969.0,106729.1,173638.3,52353.16,188490.6,96716.28,330555.0,68363116.0,54269045.0,84974692.0,125.5,64.4,220.07,7.22,7.22,7.22,10837.99,10837.54,10838.68,287.1,287.1,287.1,56731.59,33188.5,86885.86,68306384.0,54236161.0,84892371.0,2327.418,1128.046,3836.314,104401.7,51225.11,169802.0,113939260.0,31.6285,1,1,0.7224,0,0.5143,1,6508.09,11615.61,3333.32,1398.77,2496.52,716.43,758.37,1544.38,299.39,29.83181,62.0675,11.57427,728.5355,1482.425,287.8162
Sindh,Pakistan,2021-07-13,26.009446,68.776807,348385.0,5613.0,317841.0,175175.5,246240.8,123841.7,65357.14,34672.18,110660.0,41412913.0,32222491.0,51635142.0,183.7,97.45,311.04,15.72,15.72,15.72,5591.89,5591.3,5592.8,1220.24,1220.24,1220.24,69678.5,49872.49,98509.51,41343235.0,32169898.0,51539065.0,3806.237,2642.427,5495.498,171369.3,121199.2,240747.6,49907676.0,20.1191,1,1,0.7406,0,0.5414,1,10385.06,15975.71,6372.82,2232.05,3433.64,1369.7,1177.35,2095.77,637.97,43.16132,78.15202,23.72939,1134.188,2017.615,613.7733
Azad Jammu and Kashmir,Pakistan,2020-07-14,34.027401,73.947253,1655.0,45.0,1029.0,2861.74,4164.26,1744.28,521.82,262.68,898.67,390602.0,290010.8,497008.2,7.46,3.75,12.86,0.65,0.64,0.65,45.17,45.02,45.4,45.1,45.1,45.1,0.0,0.0,0.0,390602.0,290010.8,497008.2,0.0,0.0,0.0,2861.735,1744.28,4164.259,4334762.0,-21.9248,1,1,0.7106,0,0.3952,1,715.58,1449.22,263.86,129.3,261.87,47.68,55.44,113.08,25.61,0.0,0.0,0.0,55.44312,113.0777,25.61104
Balochistan,Pakistan,2020-07-14,28.328492,65.898403,11192.0,126.0,7812.0,7609.18,10155.2,4698.81,4115.76,2253.36,7080.54,4050144.0,2696378.0,4967529.0,18.55,10.16,31.91,0.57,0.57,0.57,126.98,126.92,127.12,40.53,40.53,40.53,0.0,0.0,0.0,4050144.0,2696378.0,4967529.0,0.0,0.0,0.0,7609.178,4698.811,10155.2,13398367.0,-5.8456,1,1,0.7306,0,0.299,1,1075.53,1995.23,382.71,194.34,360.53,69.15,40.79,107.11,5.37,0.0,0.0,0.0,40.78588,107.1124,5.367158
Gilgit-Baltistan,Pakistan,2020-07-14,35.792146,74.982138,1694.0,36.0,1370.0,6003.99,8171.7,2965.32,719.81,372.85,1263.03,596793.6,305723.6,800796.3,11.05,5.71,19.41,0.57,0.57,0.57,37.35,37.25,37.5,23.03,23.03,23.03,0.0,0.0,0.0,596793.6,305723.6,800796.3,0.0,0.0,0.0,6003.994,2965.321,8171.7,2227138.0,-21.9248,1,1,0.7056,0,0.3212,1,520.69,883.07,271.24,94.09,159.57,49.01,39.72,70.49,16.75,0.0,0.0,0.0,39.72334,70.48717,16.754
Islamabad,Pakistan,2020-07-14,33.665087,73.121219,14202.0,155.0,11327.0,947.5,1622.04,402.29,453.11,274.6,739.56,333612.0,210435.6,531995.0,4.4,2.67,7.19,1.51,1.51,1.52,155.49,154.97,156.14,85.89,85.89,85.89,0.0,0.0,0.0,333612.0,210435.6,531995.0,0.0,0.0,0.0,947.4983,402.2884,1622.036,2155173.0,-36.4335,1,1,0.7109,0,0.5539,1,206.35,416.98,127.09,37.29,75.35,22.96,11.32,23.88,6.23,0.0,0.0,0.0,11.32448,23.88375,6.234331
Khyber Pakhtunkhwa,Pakistan,2020-07-14,34.485332,72.09169,30747.0,1106.0,21312.0,45968.77,64022.44,25572.05,20462.2,9738.62,37056.88,14742105.0,8819799.0,17222471.0,154.44,73.5,279.69,8.36,8.36,8.36,1107.51,1107.39,1107.7,283.89,283.89,283.89,0.0,0.0,0.0,14742105.0,8819799.0,17222471.0,0.0,0.0,0.0,45968.77,25572.05,64022.44,38100471.0,-12.8156,1,1,0.7102,0,0.3532,1,7621.18,15024.78,3159.9,1377.11,2714.91,570.98,449.29,965.93,144.21,0.0,0.0,0.0,449.2876,965.9305,144.2074
Punjab,Pakistan,2020-07-14,30.811346,72.139132,87492.0,2026.0,63977.0,36867.48,53104.43,22177.98,39369.79,20201.23,69042.29,22748208.0,17740487.0,28805579.0,236.06,121.13,413.97,13.57,13.57,13.57,2263.72,2263.61,2263.89,516.89,516.89,516.89,0.0,0.0,0.0,22748208.0,17740487.0,28805579.0,0.0,0.0,0.0,36867.48,22177.98,53104.43,113939260.0,-19.5136,1,1,0.7197,0,0.4922,1,12285.13,23534.51,5513.52,2219.86,4252.57,996.27,657.67,1253.35,271.98,0.0,0.0,0.0,657.6742,1253.347,271.9818
Sindh,Pakistan,2020-07-14,26.009446,68.776807,106622.0,1826.0,63829.0,63572.96,75782.87,51383.74,21055.87,11169.42,35652.11,16426417.0,12939044.0,19416670.0,404.1,214.35,684.25,34.57,34.57,34.58,1801.51,1801.39,1801.69,1288.46,1288.46,1288.46,0.0,0.0,0.0,16426417.0,12939044.0,19416670.0,0.0,0.0,0.0,63572.96,51383.74,75782.87,49907676.0,-28.291,1,1,0.7381,0,0.5495,1,17254.97,25733.6,9758.88,3117.89,4649.94,1763.38,942.38,1531.88,474.88,0.0,0.0,0.0,942.3759,1531.875,474.8813
Azad Jammu and Kashmir,Pakistan,2021-07-14,34.027401,73.947253,21392.0,595.0,19779.0,15813.02,21153.59,11685.0,6905.8,3462.27,11912.99,2908313.0,2365267.0,3517641.0,9.11,4.58,15.71,0.79,0.79,0.79,597.44,596.78,598.51,128.46,128.46,128.46,6564.065,5307.67,8443.17,2901749.0,2359757.0,3509729.0,382.794,281.2326,528.2098,15430.23,11403.76,20624.14,4334762.0,29.715,1,1,0.7119,0,0.3917,1,1182.82,1968.88,607.52,255.4,425.13,131.18,139.84,247.45,72.12,5.934779,10.56718,3.105691,133.9087,236.594,69.01323
Balochistan,Pakistan,2021-07-14,28.328492,65.898403,28434.0,317.0,26948.0,19416.25,28570.49,7381.21,10306.62,5645.47,17727.01,8775561.0,5979759.0,10891478.0,9.29,5.1,15.97,0.29,0.29,0.29,318.0,317.76,318.35,117.96,117.96,117.96,11327.79,6981.847,15360.88,8764233.0,5972524.0,10876576.0,374.5898,140.2593,556.936,19041.66,7240.955,28013.55,13398367.0,40.1458,1,1,0.7318,0,0.3099,1,1776.55,3152.5,847.68,383.6,680.7,183.04,192.1,389.73,66.64,6.595638,13.55835,2.296237,185.5069,376.4406,64.34313
Gilgit-Baltistan,Pakistan,2021-07-14,35.792146,74.982138,7044.0,113.0,6255.0,9180.19,15658.15,5135.94,2185.36,1132.98,3831.77,1565825.0,963683.3,2091278.0,11.05,5.71,19.41,0.57,0.57,0.57,113.42,113.0,114.06,67.46,67.46,67.46,4409.693,2686.985,6914.02,1561416.0,960260.7,2084435.0,188.0937,100.4663,337.2305,8992.097,5035.469,15320.92,2227138.0,29.715,1,1,0.707,0,0.3843,1,793.42,1589.4,363.01,171.32,343.19,78.38,92.21,211.86,38.55,3.40263,7.873457,1.394556,88.80707,203.9866,37.15468
Islamabad,Pakistan,2021-07-14,33.665087,73.121219,83956.0,786.0,81451.0,3110.56,5209.64,1648.37,2305.46,1396.31,3764.44,1260874.0,702859.7,1837188.0,1.9,1.16,3.1,0.65,0.65,0.66,791.1,788.84,793.94,128.74,128.74,128.74,1097.803,591.9257,1805.279,1259776.0,702267.8,1835531.0,69.77916,36.52434,118.4604,3040.782,1611.849,5091.178,2155173.0,23.3256,1,1,0.7122,0,0.4553,1,205.51,305.61,127.61,44.38,65.99,27.55,24.26,37.6,12.85,0.8654706,1.348328,0.4350988,23.39471,36.28571,12.4189
Khyber Pakhtunkhwa,Pakistan,2021-07-14,34.485332,72.09169,139710.0,4371.0,133522.0,100507.5,221474.4,29921.85,80794.4,38452.79,146317.8,40646627.0,23084606.0,54306879.0,69.98,33.31,126.71,3.79,3.79,3.79,4372.98,4372.51,4373.73,169.89,169.89,169.89,39835.31,16529.35,73728.63,40606792.0,23067732.0,54232948.0,2048.056,580.1989,4704.878,98459.45,29341.65,216769.5,38100471.0,43.8499,1,1,0.7116,0,0.3313,1,2854.63,5394.34,1308.7,616.39,1164.78,282.58,299.22,653.26,114.03,12.25598,28.33776,4.52478,286.9644,624.9269,109.5015
Punjab,Pakistan,2021-07-14,30.811346,72.139132,348725.0,10839.0,329012.0,112194.7,177352.4,56345.18,188617.3,96781.32,330777.3,68475311.0,54331949.0,85135647.0,126.74,65.04,222.25,7.29,7.29,7.29,10845.28,10844.83,10845.97,305.1,305.1,305.1,59238.06,34532.46,90866.89,68416073.0,54297679.0,85049700.0,2506.476,1243.792,4012.642,109688.2,55101.39,173339.8,113939260.0,32.1856,1,1,0.721,0,0.5113,1,6924.95,12431.96,3508.43,1495.27,2684.37,757.56,811.19,1657.59,318.31,32.82436,68.80143,12.51907,778.3629,1588.79,305.7951
Sindh,Pakistan,2021-07-14,26.009446,68.776807,349586.0,5621.0,318376.0,187527.2,263502.7,133472.7,65538.34,34768.3,110966.8,41600441.0,32381231.0,51897307.0,181.2,96.12,306.8,15.5,15.5,15.5,5607.4,5606.8,5608.31,1281.17,1281.17,1281.17,73859.8,53165.46,104547.6,41526581.0,32325169.0,51795227.0,4181.301,2905.729,6038.067,183345.9,130567.0,257464.7,49907676.0,20.4646,1,1,0.7394,0,0.543,1,10868.76,17004.43,6715.81,2346.84,3671.69,1450.11,1282.93,2204.07,721.82,48.43509,84.58808,27.24463,1234.495,2119.48,694.0692
Azad Jammu and Kashmir,Pakistan,2020-07-15,34.027401,73.947253,1688.0,46.0,1049.0,2558.5,4010.0,1593.88,528.46,266.02,910.11,393160.5,292185.1,500549.7,6.64,3.34,11.44,0.57,0.57,0.58,45.74,45.59,45.98,45.17,45.17,45.17,0.0,0.0,0.0,393160.5,292185.1,500549.7,0.0,0.0,0.0,2558.495,1593.878,4009.995,4334762.0,-21.5688,1,1,0.7099,0,0.3918,1,732.59,1471.65,279.92,131.89,264.95,50.4,57.01,113.06,28.02,0.0,0.0,0.0,57.00806,113.0628,28.02412
Balochistan,Pakistan,2020-07-15,28.328492,65.898403,11239.0,127.0,7883.0,7242.9,10432.67,3295.31,4138.95,2266.06,7120.42,4057387.0,2701539.0,4977962.0,23.18,12.7,39.88,0.72,0.71,0.72,127.69,127.63,127.84,39.17,39.17,39.17,0.0,0.0,0.0,4057387.0,2701539.0,4977962.0,0.0,0.0,0.0,7242.901,3295.311,10432.67,13398367.0,-5.7028,1,1,0.7299,0,0.2921,1,927.5,1841.07,323.61,166.98,331.46,58.26,38.09,103.53,4.5,0.0,0.0,0.0,38.08705,103.5263,4.49845
Gilgit-Baltistan,Pakistan,2020-07-15,35.792146,74.982138,1708.0,38.0,1376.0,6449.58,8883.82,3469.11,730.86,378.56,1282.43,603243.2,309202.8,806446.7,11.05,5.71,19.41,0.57,0.57,0.57,37.92,37.82,38.08,22.53,22.53,22.53,0.0,0.0,0.0,603243.2,309202.8,806446.7,0.0,0.0,0.0,6449.585,3469.111,8883.823,2227138.0,-21.5688,1,1,0.7049,0,0.3196,1,544.02,906.98,285.24,97.94,163.29,51.35,39.16,68.55,16.49,0.0,0.0,0.0,39.1559,68.55289,16.49061
Islamabad,Pakistan,2020-07-15,33.665087,73.121219,14315.0,155.0,11327.0,853.08,1404.17,359.58,456.26,276.52,744.7,334465.1,210789.6,532941.7,3.15,1.91,5.14,1.08,1.08,1.09,156.58,156.05,157.23,80.74,80.74,80.74,0.0,0.0,0.0,334465.1,210789.6,532941.7,0.0,0.0,0.0,853.0792,359.5829,1404.172,2155173.0,-35.799,1,1,0.7102,0,0.5431,1,194.25,398.94,116.76,34.97,71.82,21.02,10.37,22.34,5.24,0.0,0.0,0.0,10.36665,22.34036,5.238035
Khyber Pakhtunkhwa,Pakistan,2020-07-15,34.485332,72.09169,31001.0,1114.0,21607.0,42420.8,59346.17,23389.56,20604.76,9806.48,37315.06,14784525.0,8853536.0,17278164.0,142.56,67.85,258.17,7.72,7.72,7.72,1115.23,1115.11,1115.42,264.74,264.74,264.74,0.0,0.0,0.0,14784525.0,8853536.0,17278164.0,0.0,0.0,0.0,42420.8,23389.56,59346.17,38100471.0,-12.6005,1,1,0.7096,0,0.3491,1,7233.65,14311.34,2993.11,1302.32,2576.56,538.87,420.04,900.83,132.58,0.0,0.0,0.0,420.0386,900.8342,132.5841
Punjab,Pakistan,2020-07-15,30.811346,72.139132,88045.0,2043.0,64148.0,34012.75,48359.96,20489.46,39585.98,20312.16,69421.4,22782221.0,17763640.0,28843368.0,216.19,110.93,379.11,12.43,12.43,12.43,2276.15,2276.04,2276.32,479.39,479.39,479.39,0.0,0.0,0.0,22782221.0,17763640.0,28843368.0,0.0,0.0,0.0,34012.75,20489.46,48359.96,113939260.0,-19.1903,1,1,0.7191,0,0.4875,1,11454.56,21917.78,5147.54,2062.23,3945.99,926.74,613.41,1165.12,252.82,0.0,0.0,0.0,613.406,1165.115,252.8154
Sindh,Pakistan,2020-07-15,26.009446,68.776807,107773.0,1863.0,65420.0,61904.59,73654.21,50697.83,21444.95,11375.8,36310.91,16488321.0,12990063.0,19488716.0,389.08,206.38,658.8,33.29,33.29,33.29,1834.79,1834.67,1834.98,1225.17,1225.17,1225.17,0.0,0.0,0.0,16488321.0,12990063.0,19488716.0,0.0,0.0,0.0,61904.59,50697.83,73654.21,49907676.0,-27.9304,1,1,0.7375,0,0.5466,1,16255.43,24214.53,9127.64,2926.56,4359.49,1643.31,870.25,1435.18,437.15,0.0,0.0,0.0,870.253,1435.183,437.1533
Azad Jammu and Kashmir,Pakistan,2021-07-15,34.027401,73.947253,21481.0,596.0,19825.0,16946.29,21893.53,12405.84,6917.39,3468.08,11932.99,2925259.0,2381270.0,3536333.0,11.59,5.81,19.99,1.0,1.0,1.01,598.44,597.78,599.52,132.74,132.74,132.74,6986.481,5659.588,8985.135,2918273.0,2375368.0,3527950.0,422.4155,307.3881,562.4238,16523.87,12098.45,21338.34,4334762.0,30.1669,1,1,0.7106,0,0.3925,1,1233.83,2044.48,634.76,265.98,440.74,136.84,144.18,248.4,73.94,6.303449,10.8777,3.256661,137.8737,237.522,70.65502
Balochistan,Pakistan,2021-07-15,28.328492,65.898403,28588.0,317.0,27032.0,20524.15,31631.28,8538.95,10315.92,5650.57,17742.98,8796085.0,5990640.0,10914952.0,9.29,5.1,15.97,0.29,0.29,0.29,318.28,318.04,318.63,124.67,124.67,124.67,11734.63,7187.573,16007.99,8784350.0,5983194.0,10899576.0,406.8398,166.2651,636.2911,20117.31,8372.687,30994.98,13398367.0,40.7561,1,1,0.7306,0,0.3085,1,1804.44,3302.51,822.09,388.99,711.94,177.22,191.58,408.33,54.27,6.761591,14.67145,1.900412,184.8186,393.9885,52.33082
Gilgit-Baltistan,Pakistan,2021-07-15,35.792146,74.982138,7163.0,113.0,6273.0,9730.83,16459.53,5596.78,2200.54,1140.81,3858.44,1575556.0,971497.8,2107303.0,15.18,7.83,26.67,0.79,0.79,0.79,114.2,113.78,114.85,66.6,66.6,66.6,4614.999,2805.23,7279.073,1570941.0,967915.9,2100106.0,205.3063,112.5638,365.0531,9525.529,5484.214,16092.33,2227138.0,30.1669,1,1,0.7056,0,0.3828,1,824.17,1729.49,369.51,177.67,372.83,79.66,95.15,224.31,37.63,3.629964,8.837057,1.413592,91.51824,215.4727,36.21388
Islamabad,Pakistan,2021-07-15,33.665087,73.121219,84083.0,787.0,81508.0,3321.32,5541.85,1863.33,2306.95,1397.22,3766.86,1264195.0,704763.0,1841907.0,1.49,0.91,2.42,0.51,0.51,0.52,791.61,789.35,794.45,133.89,133.89,133.89,1174.402,635.174,1922.406,1263021.0,704127.8,1840139.0,76.59869,42.38982,129.4112,3244.723,1820.935,5412.444,2155173.0,22.8037,1,1,0.7109,0,0.4678,1,214.15,321.29,137.05,46.17,69.26,29.54,24.61,39.72,13.17,0.9026017,1.451578,0.4630901,23.70781,38.262,12.70454
Khyber Pakhtunkhwa,Pakistan,2021-07-15,34.485332,72.09169,139960.0,4377.0,133736.0,108754.4,229528.7,34125.9,80860.42,38484.22,146437.3,40755381.0,23122959.0,54496367.0,66.02,31.43,119.54,3.57,3.57,3.57,4376.55,4376.08,4377.3,185.89,185.89,185.89,42114.73,17260.68,78486.05,40713267.0,23105323.0,54422707.0,2279.422,679.7825,5026.742,106475.0,33446.12,224501.9,38100471.0,44.3192,1,1,0.7102,0,0.3326,1,2972.2,5650.25,1355.22,640.73,1218.05,292.15,328.82,732.79,125.55,13.84802,32.57898,5.099115,314.9726,700.2099,120.449
Punjab,Pakistan,2021-07-15,30.811346,72.139132,349111.0,10852.0,329203.0,116362.5,182839.6,61625.94,188755.2,96852.1,331019.2,68591673.0,54398118.0,85305248.0,137.92,70.78,241.86,7.93,7.93,7.93,10853.21,10852.76,10853.9,320.24,320.24,320.24,61909.13,35996.34,95122.7,68529764.0,54362351.0,85215373.0,2671.069,1397.76,4255.812,113691.4,60228.18,178583.8,113939260.0,32.7733,1,1,0.7197,0,0.5083,1,7342.41,13213.83,3702.54,1582.84,2848.57,798.18,847.66,1713.03,328.75,35.27203,75.09859,13.29321,812.3898,1639.745,315.4531
Sindh,Pakistan,2021-07-15,26.009446,68.776807,351006.0,5647.0,318796.0,198805.0,274049.6,148210.1,65718.7,34863.97,111272.2,41799246.0,32551864.0,52171357.0,180.36,95.68,305.38,15.43,15.43,15.43,5622.83,5622.23,5623.74,1325.24,1325.24,1325.24,78422.26,56816.9,110913.3,41720823.0,32491964.0,52062810.0,4562.455,3320.211,6466.308,194242.5,144889.9,267583.3,49907676.0,20.945,1,1,0.7381,0,0.5422,1,11403.62,18137.62,7073.6,2458.34,3910.02,1524.89,1364.51,2338.71,758.12,53.04196,95.10623,29.28387,1311.468,2246.389,728.4839
Azad Jammu and Kashmir,Pakistan,2020-07-16,34.027401,73.947253,1771.0,46.0,1061.0,2225.01,3774.11,1436.15,534.27,268.94,920.12,395385.5,293721.4,503586.0,5.81,2.92,10.01,0.5,0.5,0.51,46.24,46.09,46.48,45.74,45.74,45.74,0.0,0.0,0.0,395385.5,293721.4,503586.0,0.0,0.0,0.0,2225.006,1436.155,3774.11,4334762.0,-21.216,1,1,0.7094,0,0.3885,1,751.06,1492.06,300.71,135.06,268.3,54.07,58.24,114.28,29.11,0.0,0.0,0.0,58.24154,114.2777,29.108
