Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,Temp,Wind,Barometer,Visibility,Weather
Balochistan,Pakistan,12/11/2021,28.328492,65.898403,33528,363,,5547.05,10815.98,2347.59,11776.8,6451.87,20253.9,9782643,6682818,12237642,4.66,2.56,8,0.14,0.14,0.14,363.36,363.05,363.8,3.74,3.74,3.74,87499.91,61230.79,128026.2,9695144,6616827,12122358,1303.268,548.8515,2545.633,4243.778,1798.737,8270.344,13398367,40.2136,1,1,1.0971,0,0.2961,1,60.32,136.62,11.63,12.15,27.53,2.34,5.55,17.02,0.57,1.508985,4.598948,0.1535857,4.045001,12.42479,0.4134254,33.43,4,5.57,0,Clear.
Gilgit-Baltistan,Pakistan,12/11/2021,35.792146,74.982138,10425,186,,11.58,31.75,2.69,3604.51,1866.08,6323.81,1908985,1263471,2564968,0.03,0.03,0.03,0,0,0,187.03,186.49,187.88,1.53,1.53,1.53,18700.46,11143.85,28268.18,1890284,1247743,2537080,2.754261,0.6333949,7.69602,8.828888,2.058727,24.05509,2227138,47.41,1,1,1.106,0,0.3657,1,11.67,22.89,4.5,2.37,4.64,0.92,1.13,2.2,0.44,0.3351584,0.6547841,0.1289986,0.7962757,1.54075,0.3154107,41.29,3,15.29,12.91,Clear.
Islamabad,Pakistan,12/11/2021,33.665087,73.121219,108081,962,,219.11,629.05,63.76,2823.94,1710.85,4610.2,1517841,844956.7,2253908,0.86,0.53,1.39,0.3,0.29,0.3,969.04,966.07,972.78,26.39,26.39,26.39,22049.31,10701.41,35454.93,1495792,834360.8,2218483,70.8043,20.44456,210.504,148.3054,42.97615,418.5417,2155173,40.2642,1,1,1.1041,0,0.4356,1,61.23,97.06,37.19,12.34,19.55,7.49,5.98,10.96,2.71,1.962638,3.641278,0.8590467,4.021142,7.313785,1.852011,49.86,4.86,31.86,21.51,Clear.
Khyber Pakhtunkhwa,Pakistan,12/11/2021,34.485332,72.09169,180611,5885,,16126.72,49903.52,4204.29,108749.6,51757.35,196944.9,53949152,28084448,85220308,76.57,36.45,138.66,4.14,4.14,4.15,5886.04,5885.43,5887.03,41.96,41.96,41.96,1127469,337650.7,2871465,52821683,27723178,82343567,4112.336,1025.003,12503.53,12014.38,3179.291,37417.79,38100471,54.4998,1,1,1.1044,0,0.2878,1,1238.3,2388.1,548.1,249.49,481.15,110.43,72.86,177.35,25.12,27.08269,71.91937,8.50145,45.78142,105.4331,16.33051,51.05,3.86,39.82,23.3,Haze.
Punjab,Pakistan,12/11/2021,30.811346,72.139132,443794,13050,,21740.93,60539.24,7937.8,226973.2,116462.9,398040.7,81859459,63539969,102730367,22.39,11.5,39.25,1.29,1.29,1.29,13050.71,13050.12,13051.62,53.74,53.74,53.74,1073373,756441.9,1502498,80786086,62823103,101264231,7498.846,2527.455,21733.65,14242.09,5435.415,38805.6,113939260,50.6492,1,1,1.101,0,0.4325,1,855.36,1325.53,443.45,172.34,267.07,89.35,63.56,107.96,29.75,23.04143,39.80697,10.60112,40.51745,68.52133,19.14409,48.56,1.62,11.06,7.53,Fog.
Sindh,Pakistan,12/11/2021,26.009446,68.776807,477721,7634,,36100.44,83903.2,16769.72,88809.65,47113.64,150369.1,51692215,39997112,65232335,17.56,9.33,29.72,1.5,1.5,1.5,7598.46,7597.67,7599.68,179.17,179.17,179.17,828753.9,573669.6,1169603,50863461,39392145,64098905,12094.73,5121.448,29006.77,24005.71,11627.72,54896.43,49907676,39.6662,1,1,1.0943,0,0.4708,1,1217.19,2144.51,649.08,245.24,432.07,130.78,106.55,185.96,55.72,36.19544,65.17698,19.487,70.35536,121.8315,35.97517,49.86,4.86,31.86,21.51,Clear.
Azad Jammu and Kashmir,Pakistan,12/12/2020,34.027401,73.947253,7620,188,6065,5054.1,8682.21,3016.81,2183.82,1096.5,3764.9,1281593,1025833,1531669,16.55,8.29,28.55,1.43,1.43,1.43,188.96,188.6,189.54,50.32,50.32,50.32,0,0,0,1281593,1025833,1531669,0,0,0,5054.097,3016.814,8682.212,4334762,3.5245,1,1,1.1103,0,0.498,1,826.63,1232.12,496.36,155.39,231.61,93.3,62.85,102.49,34.73,0,0,0,62.85086,102.4913,34.72641,11.71,1.43,19.29,0,Overcast.
Balochistan,Pakistan,12/12/2020,28.328492,65.898403,17696,173,16982,8689.45,13391.59,5722.6,5632.27,3085.13,9687.17,5708797,3783840,7043189,27.82,15.23,47.85,0.86,0.86,0.86,173.78,173.64,174.01,37.74,37.74,37.74,0,0,0,5708797,3783840,7043189,0,0,0,8689.454,5722.596,13391.59,13398367,12.4295,1,1,1.1027,0,0.2979,1,749.38,1207.03,386.12,140.86,226.89,72.58,60.41,101.67,24.92,0,0,0,60.41132,101.6748,24.92031,5.86,1.29,11.43,0,Overcast.
Gilgit-Baltistan,Pakistan,12/12/2020,35.792146,74.982138,4775,98,4546,579.82,930.55,378.25,1906.2,986.09,3345.76,1114982,635656.6,1496195,2.78,1.45,4.87,0.14,0.14,0.15,98.9,98.67,99.26,6.1,6.1,6.1,0,0,0,1114982,635656.6,1496195,0,0,0,579.8174,378.2461,930.5512,2227138,3.5245,1,1,1.1122,0,0.3321,1,105.85,173.11,55.64,19.9,32.54,10.46,7.61,17.65,2.66,0,0,0,7.611018,17.6542,2.655655,23.86,2.71,36,12.87,Overcast.
Islamabad,Pakistan,12/12/2020,33.665087,73.121219,34300,358,27617,2885.06,4407.77,1130.86,1064.5,645.2,1737.37,714033,387035.2,1015654,14.61,8.82,23.89,5.01,5.01,5.02,365.3,364.07,366.86,269.1,269.1,269.1,0,0,0,714033,387035.2,1015654,0,0,0,2885.057,1130.864,4407.772,2155173,10.7914,1,1,1.1102,0,0.5122,1,429.06,624.24,267.47,80.65,117.34,50.28,38.46,58.32,18.96,0,0,0,38.46326,58.32064,18.9596,30.71,6,24.14,12.83,Sunny.
Khyber Pakhtunkhwa,Pakistan,12/12/2020,34.485332,72.09169,51404,1455,45672,80741.22,110224.4,50148.83,26970.4,12837.85,48840.44,20597552,12575997,24162801,155.76,74.13,282.08,8.43,8.43,8.43,1459.79,1459.53,1460.21,389.74,389.74,389.74,0,0,0,20597552,12575997,24162801,0,0,0,80741.22,50148.83,110224.4,38100471,13.03,1,1,1.1105,0,0.3545,1,6895.63,12933.04,3111.75,1296.21,2431.1,584.93,606.43,1233.34,212.89,0,0,0,606.4252,1233.344,212.8886,48.02,4.55,46.8,24.58,Passing clouds.
Punjab,Pakistan,12/12/2020,30.811346,72.139132,126526,3320,114860,119314.6,161518.3,85590.68,58030.75,29777.86,101765.6,33602140,26994056,41266994,514.33,263.9,901.99,29.57,29.57,29.57,3336.72,3336.48,3337.11,558.32,558.32,558.32,0,0,0,33602140,26994056,41266994,0,0,0,119314.6,85590.68,161518.3,113939260,5.0744,1,1,1.1068,0,0.4278,1,21171.35,36142.34,10942.68,3979.7,6793.89,2056.96,1706.43,3180.02,622.69,0,0,0,1706.431,3180.022,622.6866,49.9,1.58,20.27,7.5,Passing clouds.
Sindh,Pakistan,12/12/2020,26.009446,68.776807,192735,3132,165466,96323.12,131730.7,72445.12,36236.55,19223.46,61354.46,25831427,20206207,31255696,204.57,108.52,346.38,17.5,17.5,17.5,3100.36,3100.04,3100.84,1539.17,1539.17,1539.17,0,0,0,25831427,20206207,31255696,0,0,0,96323.12,72445.12,131730.7,49907676,0.5846,1,1,1.0998,0,0.5221,1,12582.18,18677.95,7565.56,2365.15,3511,1422.14,1068.6,1732.19,550.95,0,0,0,1068.604,1732.192,550.9496,30.71,6,24.14,12.83,Sunny.
Azad Jammu and Kashmir,Pakistan,12/12/2021,34.027401,73.947253,34606,743,,768.73,1786.71,253.93,8609.91,4317.16,14851.95,3741232,3073920,4622910,1.68,0.86,2.88,0.15,0.14,0.15,744.87,744.01,746.29,4.6,4.6,4.6,55281.07,39265.17,80527.85,3685951,3024796,4547991,235.3198,78.17938,548.1586,533.4061,175.7543,1238.55,4334762,46.9302,1,1,1.1073,0,0.3498,1,67.07,129.53,28.93,13.56,26.18,5.85,3.84,9.71,0.77,1.391856,3.524186,0.2705916,2.451377,6.189432,0.5017546,34.29,1.57,21.14,0,Clear.
Balochistan,Pakistan,12/12/2021,28.328492,65.898403,33531,363,,4912.56,10748.89,1388.77,11781.46,6454.44,20261.9,9787556,6687543,12245690,4.66,2.56,8,0.14,0.14,0.14,363.51,363.2,363.94,3.32,3.32,3.32,88661.33,62297.38,129844.7,9698895,6620443,12128490,1161.414,326.957,2542.227,3751.141,1061.817,8206.664,13398367,39.891,1,1,1.0999,0,0.2939,1,62.69,149.93,14.74,12.67,30.31,2.98,8.03,29.87,0.52,2.191198,8.141034,0.1402485,5.838089,21.7315,0.3749359,31.29,4.86,17.71,0,Clear.
Gilgit-Baltistan,Pakistan,12/12/2021,35.792146,74.982138,10426,186,,9.14,31.29,2.46,3604.54,1866.11,6323.84,1908994,1263479,2564984,0.03,0.03,0.03,0,0,0,187.04,186.49,187.89,1.17,1.1,1.38,18702.71,11145.03,28272.65,1890291,1247748,2537092,2.251178,0.5963955,7.691631,6.885769,1.85982,23.43836,2227138,46.9302,1,1,1.1091,0,0.3661,1,11.38,22.11,4.43,2.32,4.5,0.9,0.87,1.72,0.37,0.2582586,0.5091523,0.1086611,0.6099965,1.21354,0.2605121,28.57,2.57,33.43,17.23,Clear.
Islamabad,Pakistan,12/12/2021,33.665087,73.121219,108117,962,,237.47,657.24,65.22,2824.6,1711.26,4611.25,1518079,845158,2254471,0.65,0.41,1.05,0.23,0.22,0.23,969.27,966.29,973.01,25.67,25.67,25.67,22127.14,10758.34,35641.55,1495952,834499.2,2218851,77.82988,21.14225,223.1084,159.6451,43.86808,434.1342,2155173,39.8324,1,1,1.1072,0,0.4228,1,62.72,95.06,38.96,12.68,19.22,7.87,5.84,9.51,2.64,1.926607,3.169525,0.8419098,3.917497,6.342986,1.795496,47.43,3,34.14,21.48,Clear.
Khyber Pakhtunkhwa,Pakistan,12/12/2021,34.485332,72.09169,180661,5889,,18828.26,66016.02,4538.91,108820.9,51791.29,197074,53967980,28089264,85290562,71.3,33.94,129.1,3.86,3.86,3.86,5889.9,5889.28,5890.89,42.89,42.89,42.89,1132571,338813.4,2891673,52835409,27726762,82390389,5102.125,1162.7,18512.32,13726.14,3376.207,47144.12,38100471,53.6009,1,1,1.1074,0,0.2926,1,1175.85,2241.11,520.99,237.69,453.02,105.31,68.63,161.88,24.05,25.5549,65.82979,8.130344,43.07129,96.04567,15.4739,33.16,2.5,30.39,15.05,Haze.
Punjab,Pakistan,12/12/2021,30.811346,72.139132,443839,13051,,23030.92,62077.68,8282.7,226991.9,116472.5,398073.4,81882490,63548751,102785286,18.66,9.59,32.71,1.07,1.07,1.07,13051.78,13051.19,13052.69,51.82,51.82,51.82,1081411,759236.5,1527184,80801079,62828921,101299373,8038.238,2692.046,22370.95,14992.68,5633.345,39706.73,113939260,50.0027,1,1,1.1039,0,0.4326,1,832.28,1302.83,432.91,168.24,263.35,87.51,64.72,118.76,31,23.60108,44.35567,11.11517,41.11429,74.40555,19.84576,36.56,1.58,11.06,6.27,Clear.
Sindh,Pakistan,12/12/2021,26.009446,68.776807,477869,7636,,40941.73,93066.58,17696.76,88826.38,47122.53,150397.4,51733157,40015390,65296156,16.73,8.89,28.3,1.43,1.43,1.43,7599.9,7599.1,7601.11,182.74,182.74,182.74,842644.6,583202.2,1194622,50890512,39404633,64140941,13890.69,5475.713,32472.52,27051.04,12167.12,60594.06,49907676,39.6629,1,1,1.0971,0,0.4684,1,1192.76,2069.8,626.78,241.1,418.39,126.7,106.41,192.18,54.71,36.37552,65.9566,19.5147,70.02975,126.2236,35.19049,47.43,3,34.14,21.48,Clear.
Azad Jammu and Kashmir,Pakistan,12/13/2020,34.027401,73.947253,7663,191,6156,4596.02,8226.48,2617.17,2202.01,1105.62,3796.3,1286189,1030648,1537868,18.2,9.12,31.4,1.57,1.57,1.58,190.53,190.18,191.12,47.17,47.17,47.17,0,0,0,1286189,1030648,1537868,0,0,0,4596.025,2617.17,8226.482,4334762,3.9365,1,1,1.1134,0,0.4986,1,776.55,1151.61,461.78,146.44,217.16,87.08,59.39,92.98,33.01,0,0,0,59.38939,92.98176,33.01152,,,,,
Balochistan,Pakistan,12/13/2020,28.328492,65.898403,17737,175,16997,8474.97,13262.45,5445.33,5657.77,3099.1,9731.03,5717272,3791531,7054084,25.5,13.97,43.86,0.79,0.79,0.79,174.56,174.43,174.79,35.1,35.1,35.1,0,0,0,5717272,3791531,7054084,0,0,0,8474.974,5445.332,13262.45,13398367,12.7439,1,1,1.1055,0,0.2988,1,714,1152.45,367.14,134.64,217.32,69.23,58.45,97.29,23.79,0,0,0,58.45118,97.29002,23.79369,,,,,
Gilgit-Baltistan,Pakistan,12/13/2020,35.792146,74.982138,4783,99,4559,536.71,855.38,342.96,1908.98,987.54,3350.64,1115519,636009,1496895,2.78,1.45,4.87,0.14,0.14,0.15,99.04,98.81,99.4,5.53,5.53,5.53,0,0,0,1115519,636009,1496895,0,0,0,536.7115,342.9592,855.3848,2227138,3.9365,1,1,1.1153,0,0.3305,1,97.65,164.92,49.65,18.41,31.1,9.36,6.72,17.61,1.93,0,0,0,6.716062,17.6077,1.932765,,,,,
Islamabad,Pakistan,12/13/2020,33.665087,73.121219,34579,368,28020,2814.22,4451.91,1151.3,1078.48,653.65,1760.24,716847.2,388197.4,1019496,13.98,8.45,22.87,4.8,4.79,4.8,370.1,368.86,371.66,252.1,252.1,252.1,0,0,0,716847.2,388197.4,1019496,0,0,0,2814.221,1151.302,4451.911,2155173,10.4973,1,1,1.1132,0,0.5128,1,417.56,614.52,253.12,78.74,115.88,47.73,38.32,61.43,18.28,0,0,0,38.31824,61.43268,18.28363,,,,,
Khyber Pakhtunkhwa,Pakistan,12/13/2020,34.485332,72.09169,52092,1463,45866,78939.55,107714.4,47992.23,27132.76,12915.13,49134.46,20676491,12629195,24254069,162.36,77.27,294.03,8.79,8.79,8.79,1468.58,1468.32,1469,399.6,399.6,399.6,0,0,0,20676491,12629195,24254069,0,0,0,78939.55,47992.23,107714.4,38100471,13.2534,1,1,1.1135,0,0.353,1,6890.74,12781.65,3143.6,1299.42,2410.29,592.8,617.96,1258.63,217.07,0,0,0,617.958,1258.631,217.0679,,,,,
Punjab,Pakistan,12/13/2020,30.811346,72.139132,127212,3351,114910,115969.9,153325.1,84075.24,58572.41,30055.78,102715.5,33718110,27077675,41402679,541.66,277.93,949.92,31.14,31.14,31.15,3367.87,3367.62,3368.26,565.03,565.03,565.03,0,0,0,33718110,27077675,41402679,0,0,0,115969.9,84075.24,153325.1,113939260,5.4612,1,1,1.1098,0,0.4273,1,20900.7,35700.95,10886.85,3941.34,6732.29,2052.98,1651.3,3141.74,621.75,0,0,0,1651.303,3141.744,621.7492,,,,,
Sindh,Pakistan,12/13/2020,26.009446,68.776807,194359,3149,166492,94271.23,119643.5,72111.44,36469.51,19347.03,61748.91,25925698,20278963,31373725,232.96,123.58,394.45,19.93,19.93,19.93,3120.29,3119.97,3120.78,1486.96,1486.96,1486.96,0,0,0,25925698,20278963,31373725,0,0,0,94271.23,72111.44,119643.5,49907676,1.0412,1,1,1.1026,0,0.5196,1,12300.7,18361.35,7373.04,2319.6,3462.48,1390.37,1030.07,1687.44,548.72,0,0,0,1030.068,1687.44,548.7203,,,,,
Azad Jammu and Kashmir,Pakistan,12/13/2021,34.027401,73.947253,34608,743,,819.91,1787.03,259.63,8612.42,4318.42,14856.25,3742052,3074182,4624111,2.51,1.27,4.31,0.22,0.22,0.22,745.09,744.22,746.51,4.46,4.46,4.46,55533.38,39587.99,80748.91,3686518,3024978,4548817,252.3093,80.14638,545.192,567.599,179.4803,1241.835,4334762,46.2744,1,1,1.1103,0,0.3499,1,63.12,116.81,28.96,12.78,23.64,5.86,2.88,7.09,0.38,1.050751,2.58814,0.133283,1.832566,4.506046,0.2448864,25.29,1.57,26.29,0,Clear.
Balochistan,Pakistan,12/13/2021,28.328492,65.898403,33532,363,,4253,9824.74,1000.05,11783.81,6455.74,20265.92,9791809,6692246,12252586,2.35,1.3,4.01,0.07,0.07,0.07,363.58,363.27,364.02,2.82,2.82,2.82,89672.48,63014.97,131984,9702137,6624034,12133734,1011.154,236.6907,2353.441,3241.842,763.3636,7471.303,13398367,39.5806,1,1,1.1027,0,0.2917,1,68.45,161.43,9.98,13.85,32.68,2.02,9.51,29.47,0.48,2.609351,8.163666,0.1328149,6.899347,21.35467,0.3499158,25.14,3.43,9.29,0,Haze.
Gilgit-Baltistan,Pakistan,12/13/2021,35.792146,74.982138,10426,186,,6.26,20.56,2.35,3604.57,1866.14,6323.87,1909000,1263484,2564995,0.03,0.03,0.03,0,0,0,187.04,186.49,187.89,0.77,0.67,0.92,18704.28,11145.76,28275.92,1890296,1247752,2537101,1.576868,0.5795775,5.127799,4.68646,1.765404,15.34459,2227138,46.2744,1,1,1.1122,0,0.3663,1,10.53,20.51,4.13,2.14,4.21,0.84,0.58,1.22,0.23,0.171815,0.3655952,0.06913687,0.4032026,0.8549474,0.1613961,29.57,1.43,20,8.62,Clear.
Islamabad,Pakistan,12/13/2021,33.665087,73.121219,108128,962,,279.53,856.35,66.23,2825.04,1711.54,4611.96,1518358,845374.4,2255070,0.45,0.28,0.71,0.15,0.15,0.16,969.42,966.44,973.17,24.96,24.96,24.96,22220.16,10819.71,35843.45,1496138,834646.7,2219241,93.02332,21.76256,294.6097,186.5074,44.46928,553.3887,2155173,39.2858,1,1,1.1102,0,0.4082,1,63.33,93.39,41.58,12.82,18.9,8.42,5.47,9.91,2.2,1.813657,3.38428,0.7203028,3.65493,6.524434,1.479883,38.29,2,17.29,12.86,Clear.
Khyber Pakhtunkhwa,Pakistan,12/13/2021,34.485332,72.09169,180696,5892,,21785.38,85701.63,4712.37,108886.9,51822.72,197193.5,53989766,28094270,85385758,66.02,31.43,119.54,3.57,3.57,3.57,5893.48,5892.86,5894.46,45.32,45.32,45.32,1138720,340062.9,2920311,52851045,27730451,82450331,6148.857,1245.464,25019,15636.53,3466.908,60682.63,38100471,52.5116,1,1,1.1105,0,0.2981,1,1121.66,2105.9,499.03,227.03,426.25,101.01,67.82,157.39,24.62,25.30121,63.9816,8.321678,42.5162,93.32887,16.19768,35.14,1.93,20.86,11.64,Haze.
Punjab,Pakistan,12/13/2021,30.811346,72.139132,443886,13052,,25336,66913.99,8891.04,227009.3,116481.4,398103.9,81907826,63558243,102847582,17.42,8.95,30.53,1,1,1,13052.78,13052.19,13053.7,48.39,48.39,48.39,1090348,762188.1,1552735,80817478,62835174,101339057,8936.698,2922.562,24285.9,16399.3,5944.026,42628.09,113939260,49.1332,1,1,1.1068,0,0.4321,1,816.56,1268.54,426.37,165.28,256.76,86.3,67.24,134.27,31.25,24.69774,49.86694,11.45639,42.54487,84.58893,19.79202,49.35,0.94,5.85,4.39,Passing clouds.
Sindh,Pakistan,12/13/2021,26.009446,68.776807,478017,7638,,48110.62,118614.4,20031.17,88848.95,47134.51,150435.6,51781267,40035658,65383336,22.57,11.99,38.2,1.93,1.93,1.93,7601.83,7601.03,7603.04,179.74,179.74,179.74,859151.2,595796.8,1228102,50922116,39418376,64197930,16506.6,6277.822,41556.84,31604.02,13418.81,77057.61,49907676,39.5766,1,1,1.0998,0,0.4667,1,1177.07,1989.81,620.53,238.25,402.75,125.6,104.42,190.58,54.93,35.97584,65.35465,19.42634,68.44885,125.1734,35.48636,38.29,2,17.29,12.86,Clear.
Azad Jammu and Kashmir,Pakistan,12/14/2020,34.027401,73.947253,7719,191,6245,4114.15,7235.55,2428.03,2222.69,1115.98,3831.98,1290303,1034890,1543171,20.68,10.36,35.68,1.79,1.79,1.79,192.32,191.96,192.91,45.1,45.1,45.1,0,0,0,1290303,1034890,1543171,0,0,0,4114.152,2428.035,7235.549,4334762,4.313,1,1,1.1164,0,0.4987,1,735.46,1081.72,432.79,138.63,203.9,81.58,58.17,91.56,32.45,0,0,0,58.17256,91.55965,32.44846,9.71,1.29,25.14,0,Low clouds.
Balochistan,Pakistan,12/14/2020,28.328492,65.898403,17745,175,17059,8111.6,12447.4,5651.8,5678.64,3110.53,9766.92,5725384,3798621,7064175,20.87,11.43,35.89,0.64,0.64,0.64,175.21,175.07,175.44,32.32,32.32,32.32,0,0,0,5725384,3798621,7064175,0,0,0,8111.604,5651.795,12447.4,13398367,13.0135,1,1,1.1084,0,0.2995,1,682.97,1114.08,356.01,128.74,210,67.11,56.94,101.12,26.48,0,0,0,56.94353,101.1174,26.47819,5.29,0.71,11,0,Overcast.
Gilgit-Baltistan,Pakistan,12/14/2020,35.792146,74.982138,4791,99,4563,481.55,771.61,304.73,1911.77,988.99,3355.51,1116001,636315.2,1497568,2.78,1.45,4.87,0.14,0.14,0.15,99.19,98.95,99.55,5.67,5.67,5.67,0,0,0,1116001,636315.2,1497568,0,0,0,481.5472,304.7266,771.6067,2227138,4.313,1,1,1.1184,0,0.329,1,89.17,166.55,43.08,16.81,31.39,8.12,6.49,17.94,1.92,0,0,0,6.485731,17.94348,1.924609,14.43,0.71,13.43,4.3,Fog.
Islamabad,Pakistan,12/14/2020,33.665087,73.121219,34840,371,28245,2805.55,4509.86,1130.13,1092.05,661.84,1782.42,719652.7,389338.5,1023561,13.57,8.2,22.19,4.65,4.65,4.66,374.76,373.51,376.32,245.17,245.17,245.17,0,0,0,719652.7,389338.5,1023561,0,0,0,2805.546,1130.127,4509.857,2155173,10.2055,1,1,1.1163,0,0.5168,1,409.73,607.88,241.99,77.23,114.59,45.62,38.56,60.99,18.68,0,0,0,38.56011,60.9882,18.6786,10,1.29,7.14,4.3,Sunny.
Khyber Pakhtunkhwa,Pakistan,12/14/2020,34.485332,72.09169,52449,1473,46266,77403.2,103242.5,47857.72,27296.44,12993.03,49430.88,20753894,12682389,24349009,163.68,77.9,296.42,8.86,8.86,8.86,1477.44,1477.17,1477.86,406.89,406.89,406.89,0,0,0,20753894,12682389,24349009,0,0,0,77403.2,47857.72,103242.5,38100471,13.3613,1,1,1.1166,0,0.3514,1,6902.94,12756.87,3175.68,1301.2,2404.67,598.62,629.47,1289.93,222.93,0,0,0,629.4675,1289.934,222.9284,43.7,4.5,60.93,24.58,Fog.
Punjab,Pakistan,12/14/2020,30.811346,72.139132,127541,3365,114998,113724.6,149207.7,82807.73,59148.86,30351.55,103726.4,33831834,27160457,41532995,576.44,295.77,1010.92,33.14,33.14,33.15,3401.01,3400.76,3401.4,590.46,590.46,590.46,0,0,0,33831834,27160457,41532995,0,0,0,113724.6,82807.73,149207.7,113939260,5.8351,1,1,1.1127,0,0.4276,1,20560.04,35126.61,10812.17,3875.57,6621.36,2038.09,1618.49,3127.54,632.17,0,0,0,1618.487,3127.545,632.1708,46.62,2.85,45.58,15.63,Fog.
Sindh,Pakistan,12/14/2020,26.009446,68.776807,195702,3158,167343,94734.57,119956.3,73520.09,36719.17,19479.47,62171.62,26020433,20353824,31493179,249.65,132.43,422.72,21.36,21.36,21.36,3141.65,3141.33,3142.14,1418.1,1418.1,1418.1,0,0,0,26020433,20353824,31493179,0,0,0,94734.57,73520.09,119956.3,49907676,1.4269,1,1,1.1053,0,0.5171,1,11986.29,17890.51,7133.98,2259.42,3372.36,1344.75,983.02,1564.65,542.34,0,0,0,983.0232,1564.649,542.3412,10,1.29,7.14,4.3,Sunny.
Azad Jammu and Kashmir,Pakistan,12/14/2021,34.027401,73.947253,34615,743,,857.5,1974.23,209.23,8615.75,4320.11,14861.99,3742909,3074403,4625507,3.33,1.68,5.73,0.29,0.29,0.29,745.38,744.51,746.8,4.46,4.46,4.46,55798.93,39840,80981.71,3687110,3025130,4549775,265.5483,64.99715,605.3652,591.9557,144.2302,1368.867,4334762,45.4546,1,1,1.1134,0,0.3501,1,59.73,106.23,27.42,12.09,21.5,5.55,2.45,6.02,0.38,0.8962985,2.375573,0.1338341,1.549443,3.66341,0.24419,41.43,2.71,52.29,0,Clear.
Balochistan,Pakistan,12/14/2021,28.328492,65.898403,33536,363,,3369.42,8431.5,546.95,11783.84,6455.76,20265.95,9795178,6696441,12257741,0.03,0.03,0.03,0,0,0,363.58,363.27,364.02,2.74,2.74,2.74,90478.75,63399.31,132825.1,9704700,6627232,12137648,806.2651,130.5034,2023.569,2563.152,416.4462,6407.927,13398367,39.3044,1,1,1.1055,0,0.2895,1,79.13,178.91,14.24,16.01,36.21,2.88,12.21,33.82,0.94,3.368317,9.307053,0.2552073,8.845358,24.51439,0.6860618,23,6.57,18.43,0,Clear.
Gilgit-Baltistan,Pakistan,12/14/2021,35.792146,74.982138,10426,186,,4.5,9.71,2.35,3604.6,1866.17,6323.9,1909005,1263487,2565002,0.03,0.03,0.03,0,0,0,187.04,186.49,187.89,0.52,0.46,0.58,18705.43,11146.35,28277.92,1890299,1247755,2537106,1.148265,0.5809343,2.46211,3.355847,1.764019,7.182725,2227138,45.4546,1,1,1.1153,0,0.3664,1,9.37,18.34,3.69,1.91,3.77,0.75,0.39,0.77,0.16,0.1176855,0.2320109,0.04632964,0.2743827,0.5393129,0.1114009,42.86,1.71,12.14,8.59,Clear.
Islamabad,Pakistan,12/14/2021,33.665087,73.121219,108146,963,,351.35,1409.89,67.32,2825.49,1711.82,4612.67,1518710,845618.6,2255707,0.45,0.28,0.71,0.15,0.15,0.16,969.58,966.59,973.33,23.74,23.74,23.74,22339.18,10888.18,36061.63,1496370,834811.7,2219653,119.0248,22.24169,494.6589,232.3242,45.08261,915.2315,2155173,38.6543,1,1,1.1132,0,0.3948,1,62.56,92.02,42.71,12.66,18.62,8.64,5.03,11.06,2.03,1.678573,3.73871,0.6599646,3.351989,7.319527,1.368839,56.71,3,34.29,21.44,Clear.
Khyber Pakhtunkhwa,Pakistan,12/14/2021,34.485332,72.09169,180710,5894,,25787.07,116782.3,4905.1,108947.7,51851.64,197303.5,54015553,28099436,85508079,60.74,28.92,109.98,3.29,3.29,3.29,5896.76,5896.14,5897.75,46.46,46.46,46.46,1146238,341391.2,2958044,52869314,27734233,82531517,7518.073,1322.893,35600.8,18269,3582.202,81185.86,38100471,51.2289,1,1,1.1135,0,0.2997,1,1075.99,2006.74,482.41,217.76,406.13,97.63,69.18,158.12,25.77,25.89369,64.51594,8.597444,43.28518,93.60158,17.06838,36.59,1.7,19.8,10.26,Haze.
