Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered
Sindh,Pakistan,2021-03-17 05:25:07,26.009446,68.77680699999999,261823.0,4468.0,253041.0
Azad Jammu and Kashmir,Pakistan,2021-03-18 05:26:22,34.027401,73.947253,11264.0,328.0,10106.0
Balochistan,Pakistan,2021-03-18 05:26:22,28.328492,65.898403,19269.0,202.0,18908.0
Gilgit-Baltistan,Pakistan,2021-03-18 05:26:22,35.792146,74.982138,4965.0,103.0,4856.0
Islamabad,Pakistan,2021-03-18 05:26:22,33.665087,73.121219,49476.0,531.0,44828.0
Khyber Pakhtunkhwa,Pakistan,2021-03-18 05:26:22,34.485332,72.09169,77443.0,2188.0,71297.0
Punjab,Pakistan,2021-03-18 05:26:22,30.811346,72.13913199999998,191186.0,5896.0,174269.0
Sindh,Pakistan,2021-03-18 05:26:22,26.009446,68.77680699999999,262207.0,4469.0,253237.0
Azad Jammu and Kashmir,Pakistan,2021-03-19 05:26:09,34.027401,73.947253,11377.0,328.0,10178.0
Balochistan,Pakistan,2021-03-19 05:26:09,28.328492,65.898403,19290.0,202.0,18910.0
Gilgit-Baltistan,Pakistan,2021-03-19 05:26:09,35.792146,74.982138,4967.0,103.0,4856.0
Islamabad,Pakistan,2021-03-19 05:26:09,33.665087,73.121219,50096.0,536.0,44976.0
Khyber Pakhtunkhwa,Pakistan,2021-03-19 05:26:09,34.485332,72.09169,77972.0,2196.0,71518.0
Punjab,Pakistan,2021-03-19 05:26:09,30.811346,72.13913199999998,193054.0,5919.0,174566.0
Sindh,Pakistan,2021-03-19 05:26:09,26.009446,68.77680699999999,262503.0,4473.0,253310.0
Azad Jammu and Kashmir,Pakistan,2021-03-20 05:25:46,34.027401,73.947253,11483.0,330.0,10242.0
Balochistan,Pakistan,2021-03-20 05:25:46,28.328492,65.898403,19306.0,203.0,18919.0
Gilgit-Baltistan,Pakistan,2021-03-20 05:25:46,35.792146,74.982138,4967.0,103.0,4856.0
Islamabad,Pakistan,2021-03-20 05:25:46,33.665087,73.121219,50843.0,539.0,45161.0
Khyber Pakhtunkhwa,Pakistan,2021-03-20 05:25:46,34.485332,72.09169,78653.0,2202.0,71861.0
Punjab,Pakistan,2021-03-20 05:25:46,30.811346,72.13913199999998,195087.0,5944.0,175265.0
Sindh,Pakistan,2021-03-20 05:25:46,26.009446,68.77680699999999,262796.0,4478.0,253456.0
Azad Jammu and Kashmir,Pakistan,2021-03-21 05:25:44,34.027401,73.947253,11609.0,333.0,10296.0
Balochistan,Pakistan,2021-03-21 05:25:44,28.328492,65.898403,19327.0,203.0,18925.0
Gilgit-Baltistan,Pakistan,2021-03-21 05:25:44,35.792146,74.982138,4972.0,103.0,4856.0
Islamabad,Pakistan,2021-03-21 05:25:44,33.665087,73.121219,51414.0,543.0,45381.0
Khyber Pakhtunkhwa,Pakistan,2021-03-21 05:25:44,34.485332,72.09169,79245.0,2208.0,72111.0
Punjab,Pakistan,2021-03-21 05:25:44,30.811346,72.13913199999998,197177.0,5974.0,176699.0
Sindh,Pakistan,2021-03-21 05:25:44,26.009446,68.77680699999999,263058.0,4479.0,253584.0
Azad Jammu and Kashmir,Pakistan,2021-03-22 05:25:43,34.027401,73.947253,11704.0,336.0,10355.0
Balochistan,Pakistan,2021-03-22 05:25:43,28.328492,65.898403,19342.0,203.0,18941.0
Gilgit-Baltistan,Pakistan,2021-03-22 05:25:43,35.792146,74.982138,4972.0,103.0,4856.0
Islamabad,Pakistan,2021-03-22 05:25:43,33.665087,73.121219,52086.0,545.0,45636.0
Khyber Pakhtunkhwa,Pakistan,2021-03-22 05:25:43,34.485332,72.09169,80037.0,2215.0,72322.0
Punjab,Pakistan,2021-03-22 05:25:43,30.811346,72.13913199999998,199040.0,5982.0,177698.0
Sindh,Pakistan,2021-03-22 05:25:43,26.009446,68.77680699999999,263290.0,4479.0,253730.0
Azad Jammu and Kashmir,Pakistan,2021-03-23 05:26:18,34.027401,73.947253,11792.0,338.0,10406.0
Balochistan,Pakistan,2021-03-23 05:26:18,28.328492,65.898403,19347.0,203.0,18958.0
Gilgit-Baltistan,Pakistan,2021-03-23 05:26:18,35.792146,74.982138,4974.0,103.0,4856.0
Islamabad,Pakistan,2021-03-23 05:26:18,33.665087,73.121219,52676.0,548.0,45818.0
Khyber Pakhtunkhwa,Pakistan,2021-03-23 05:26:18,34.485332,72.09169,80519.0,2225.0,72500.0
Punjab,Pakistan,2021-03-23 05:26:18,30.811346,72.13913199999998,200969.0,6039.0,178898.0
Sindh,Pakistan,2021-03-23 05:26:18,26.009446,68.77680699999999,263464.0,4479.0,253835.0
Azad Jammu and Kashmir,Pakistan,2021-03-24 05:25:40,34.027401,73.947253,11946.0,339.0,10459.0
Balochistan,Pakistan,2021-03-24 05:25:40,28.328492,65.898403,19374.0,203.0,18975.0
Gilgit-Baltistan,Pakistan,2021-03-24 05:25:40,35.792146,74.982138,4975.0,103.0,4856.0
Islamabad,Pakistan,2021-03-24 05:25:40,33.665087,73.121219,53136.0,552.0,46067.0
Khyber Pakhtunkhwa,Pakistan,2021-03-24 05:25:40,34.485332,72.09169,81204.0,2238.0,72948.0
Punjab,Pakistan,2021-03-24 05:25:40,30.811346,72.13913199999998,202743.0,6048.0,178942.0
Sindh,Pakistan,2021-03-24 05:25:40,26.009446,68.77680699999999,263664.0,4482.0,253981.0
Azad Jammu and Kashmir,Pakistan,2021-03-25 05:27:00,34.027401,73.947253,12016.0,339.0,10511.0
Balochistan,Pakistan,2021-03-25 05:27:00,28.328492,65.898403,19395.0,205.0,18986.0
Gilgit-Baltistan,Pakistan,2021-03-25 05:27:00,35.792146,74.982138,4977.0,103.0,4858.0
Islamabad,Pakistan,2021-03-25 05:27:00,33.665087,73.121219,53684.0,554.0,46307.0
Khyber Pakhtunkhwa,Pakistan,2021-03-25 05:27:00,34.485332,72.09169,81787.0,2246.0,73171.0
Punjab,Pakistan,2021-03-25 05:27:00,30.811346,72.13913199999998,205314.0,6099.0,179895.0
Sindh,Pakistan,2021-03-25 05:27:00,26.009446,68.77680699999999,263815.0,4482.0,255247.0
Azad Jammu and Kashmir,Pakistan,2021-03-26 05:26:55,34.027401,73.947253,12095.0,340.0,10575.0
Balochistan,Pakistan,2021-03-26 05:26:55,28.328492,65.898403,19427.0,205.0,19003.0
Gilgit-Baltistan,Pakistan,2021-03-26 05:26:55,35.792146,74.982138,4983.0,103.0,4858.0
Islamabad,Pakistan,2021-03-26 05:26:55,33.665087,73.121219,54347.0,555.0,46478.0
Khyber Pakhtunkhwa,Pakistan,2021-03-26 05:26:55,34.485332,72.09169,82677.0,2260.0,73481.0
Punjab,Pakistan,2021-03-26 05:26:55,30.811346,72.13913199999998,207765.0,6142.0,181351.0
Sindh,Pakistan,2021-03-26 05:26:55,26.009446,68.77680699999999,264062.0,4486.0,255399.0
Azad Jammu and Kashmir,Pakistan,2021-03-27 05:25:04,34.027401,73.947253,12245.0,342.0,10631.0
Balochistan,Pakistan,2021-03-27 05:25:04,28.328492,65.898403,19453.0,205.0,19023.0
Gilgit-Baltistan,Pakistan,2021-03-27 05:25:04,35.792146,74.982138,4990.0,103.0,4858.0
Islamabad,Pakistan,2021-03-27 05:25:04,33.665087,73.121219,55056.0,557.0,46623.0
Khyber Pakhtunkhwa,Pakistan,2021-03-27 05:25:04,34.485332,72.09169,83630.0,2274.0,74040.0
Punjab,Pakistan,2021-03-27 05:25:04,30.811346,72.13913199999998,210095.0,6190.0,182596.0
Sindh,Pakistan,2021-03-27 05:25:04,26.009446,68.77680699999999,264355.0,4487.0,255511.0
Azad Jammu and Kashmir,Pakistan,2021-03-28 05:28:10,34.027401,73.947253,12367.0,344.0,10689.0
Balochistan,Pakistan,2021-03-28 05:28:10,28.328492,65.898403,19497.0,206.0,19028.0
Gilgit-Baltistan,Pakistan,2021-03-28 05:28:10,35.792146,74.982138,4999.0,103.0,4859.0
Islamabad,Pakistan,2021-03-28 05:28:10,33.665087,73.121219,55594.0,559.0,46915.0
Khyber Pakhtunkhwa,Pakistan,2021-03-28 05:28:10,34.485332,72.09169,84609.0,2283.0,74470.0
Punjab,Pakistan,2021-03-28 05:28:10,30.811346,72.13913199999998,212918.0,6229.0,184297.0
Sindh,Pakistan,2021-03-28 05:28:10,26.009446,68.77680699999999,264607.0,4491.0,255671.0
Azad Jammu and Kashmir,Pakistan,2021-03-29 04:28:35,34.027401,73.947253,12484.0,348.0,10760.0
Balochistan,Pakistan,2021-03-29 04:28:35,28.328492,65.898403,19525.0,206.0,19046.0
Gilgit-Baltistan,Pakistan,2021-03-29 04:28:35,35.792146,74.982138,5010.0,103.0,4859.0
Islamabad,Pakistan,2021-03-29 04:28:35,33.665087,73.121219,56450.0,561.0,47064.0
Khyber Pakhtunkhwa,Pakistan,2021-03-29 04:28:35,34.485332,72.09169,85531.0,2301.0,74822.0
Punjab,Pakistan,2021-03-29 04:28:35,30.811346,72.13913199999998,215227.0,6246.0,185877.0
Sindh,Pakistan,2021-03-29 04:28:35,26.009446,68.77680699999999,264889.0,4491.0,255769.0
Azad Jammu and Kashmir,Pakistan,2021-03-30 04:26:23,34.027401,73.947253,12549.0,350.0,10812.0
Balochistan,Pakistan,2021-03-30 04:26:23,28.328492,65.898403,19535.0,207.0,19067.0
Gilgit-Baltistan,Pakistan,2021-03-30 04:26:23,35.792146,74.982138,5016.0,103.0,4867.0
Islamabad,Pakistan,2021-03-30 04:26:23,33.665087,73.121219,57204.0,563.0,47271.0
Khyber Pakhtunkhwa,Pakistan,2021-03-30 04:26:23,34.485332,72.09169,86044.0,2319.0,75324.0
Punjab,Pakistan,2021-03-30 04:26:23,30.811346,72.13913199999998,217694.0,6319.0,186985.0
Sindh,Pakistan,2021-03-30 04:26:23,26.009446,68.77680699999999,265158.0,4495.0,255952.0
Azad Jammu and Kashmir,Pakistan,2021-03-31 04:26:25,34.027401,73.947253,12663.0,352.0,10865.0
Balochistan,Pakistan,2021-03-31 04:26:25,28.328492,65.898403,19557.0,207.0,19090.0
Gilgit-Baltistan,Pakistan,2021-03-31 04:26:25,35.792146,74.982138,5024.0,103.0,4867.0
Islamabad,Pakistan,2021-03-31 04:26:25,33.665087,73.121219,57833.0,568.0,47458.0
Khyber Pakhtunkhwa,Pakistan,2021-03-31 04:26:25,34.485332,72.09169,87055.0,2342.0,76232.0
Punjab,Pakistan,2021-03-31 04:26:25,30.811346,72.13913199999998,220392.0,6365.0,188562.0
Sindh,Pakistan,2021-03-31 04:26:25,26.009446,68.77680699999999,265433.0,4497.0,256052.0
Azad Jammu and Kashmir,Pakistan,2021-04-01 04:27:05,34.027401,73.947253,12805.0,355.0,10945.0
Balochistan,Pakistan,2021-04-01 04:27:05,28.328492,65.898403,19576.0,208.0,19106.0
Gilgit-Baltistan,Pakistan,2021-04-01 04:27:05,35.792146,74.982138,5033.0,103.0,4867.0
Islamabad,Pakistan,2021-04-01 04:27:05,33.665087,73.121219,58557.0,572.0,47584.0
Khyber Pakhtunkhwa,Pakistan,2021-04-01 04:27:05,34.485332,72.09169,88099.0,2363.0,76640.0
Punjab,Pakistan,2021-04-01 04:27:05,30.811346,72.13913199999998,223181.0,6427.0,189856.0
Sindh,Pakistan,2021-04-01 04:27:05,26.009446,68.77680699999999,265680.0,4502.0,256276.0
Azad Jammu and Kashmir,Pakistan,2021-04-02 04:20:36,34.027401,73.947253,12984.0,358.0,11019.0
Balochistan,Pakistan,2021-04-02 04:20:36,28.328492,65.898403,19610.0,209.0,19122.0
Gilgit-Baltistan,Pakistan,2021-04-02 04:20:36,35.792146,74.982138,5045.0,103.0,4867.0
Islamabad,Pakistan,2021-04-02 04:20:36,33.665087,73.121219,59401.0,572.0,48050.0
Khyber Pakhtunkhwa,Pakistan,2021-04-02 04:20:36,34.485332,72.09169,89255.0,2382.0,77166.0
Punjab,Pakistan,2021-04-02 04:20:36,30.811346,72.13913199999998,225953.0,6485.0,190597.0
Sindh,Pakistan,2021-04-02 04:20:36,26.009446,68.77680699999999,265917.0,4504.0,256384.0
Azad Jammu and Kashmir,Pakistan,2021-04-03 04:20:44,34.027401,73.947253,13176.0,363.0,11098.0
Balochistan,Pakistan,2021-04-03 04:20:44,28.328492,65.898403,19679.0,211.0,19136.0
Gilgit-Baltistan,Pakistan,2021-04-03 04:20:44,35.792146,74.982138,5045.0,103.0,4879.0
Islamabad,Pakistan,2021-04-03 04:20:44,33.665087,73.121219,60197.0,574.0,48481.0
Khyber Pakhtunkhwa,Pakistan,2021-04-03 04:20:44,34.485332,72.09169,90262.0,2417.0,77166.0
Punjab,Pakistan,2021-04-03 04:20:44,30.811346,72.13913199999998,228356.0,6523.0,192452.0
Sindh,Pakistan,2021-04-03 04:20:44,26.009446,68.77680699999999,266173.0,4506.0,256479.0
Azad Jammu and Kashmir,Pakistan,2021-04-04 04:20:49,34.027401,73.947253,13321.0,364.0,11186.0
Balochistan,Pakistan,2021-04-04 04:20:49,28.328492,65.898403,19734.0,211.0,19143.0
Gilgit-Baltistan,Pakistan,2021-04-04 04:20:49,35.792146,74.982138,5052.0,103.0,4879.0
Islamabad,Pakistan,2021-04-04 04:20:49,33.665087,73.121219,60911.0,579.0,48933.0
Khyber Pakhtunkhwa,Pakistan,2021-04-04 04:20:49,34.485332,72.09169,91439.0,2440.0,78290.0
Punjab,Pakistan,2021-04-04 04:20:49,30.811346,72.13913199999998,231073.0,6572.0,193985.0
Sindh,Pakistan,2021-04-04 04:20:49,26.009446,68.77680699999999,266378.0,4509.0,256642.0
Azad Jammu and Kashmir,Pakistan,2021-04-05 04:20:35,34.027401,73.947253,13446.0,371.0,11260.0
Balochistan,Pakistan,2021-04-05 04:20:35,28.328492,65.898403,19785.0,211.0,19162.0
Gilgit-Baltistan,Pakistan,2021-04-05 04:20:35,35.792146,74.982138,5059.0,103.0,4890.0
Islamabad,Pakistan,2021-04-05 04:20:35,33.665087,73.121219,61552.0,583.0,49378.0
Khyber Pakhtunkhwa,Pakistan,2021-04-05 04:20:35,34.485332,72.09169,92423.0,2457.0,78880.0
Punjab,Pakistan,2021-04-05 04:20:35,30.811346,72.13913199999998,233348.0,6587.0,195684.0
Sindh,Pakistan,2021-04-05 04:20:35,26.009446,68.77680699999999,266618.0,4509.0,256706.0
Azad Jammu and Kashmir,Pakistan,2021-04-06 04:20:32,34.027401,73.947253,13529.0,372.0,11332.0
Balochistan,Pakistan,2021-04-06 04:20:32,28.328492,65.898403,19855.0,211.0,19185.0
Gilgit-Baltistan,Pakistan,2021-04-06 04:20:32,35.792146,74.982138,5061.0,103.0,4890.0
Islamabad,Pakistan,2021-04-06 04:20:32,33.665087,73.121219,62211.0,584.0,49839.0
Khyber Pakhtunkhwa,Pakistan,2021-04-06 04:20:32,34.485332,72.09169,93033.0,2469.0,79030.0
Punjab,Pakistan,2021-04-06 04:20:32,30.811346,72.13913199999998,235569.0,6675.0,196985.0
Sindh,Pakistan,2021-04-06 04:20:32,26.009446,68.77680699999999,266926.0,4510.0,256897.0
Azad Jammu and Kashmir,Pakistan,2021-04-07 04:20:53,34.027401,73.947253,13713.0,380.0,11409.0
Balochistan,Pakistan,2021-04-07 04:20:53,28.328492,65.898403,19942.0,212.0,19222.0
Gilgit-Baltistan,Pakistan,2021-04-07 04:20:53,35.792146,74.982138,5064.0,103.0,4892.0
Islamabad,Pakistan,2021-04-07 04:20:53,33.665087,73.121219,62775.0,588.0,50064.0
Khyber Pakhtunkhwa,Pakistan,2021-04-07 04:20:53,34.485332,72.09169,93862.0,2496.0,80348.0
Punjab,Pakistan,2021-04-07 04:20:53,30.811346,72.13913199999998,237594.0,6731.0,197841.0
Sindh,Pakistan,2021-04-07 04:20:53,26.009446,68.77680699999999,267238.0,4516.0,257013.0
Azad Jammu and Kashmir,Pakistan,2021-04-08 04:21:13,34.027401,73.947253,13873.0,386.0,11502.0
Balochistan,Pakistan,2021-04-08 04:21:13,28.328492,65.898403,19999.0,212.0,19249.0
Gilgit-Baltistan,Pakistan,2021-04-08 04:21:13,35.792146,74.982138,5070.0,103.0,4896.0
Islamabad,Pakistan,2021-04-08 04:21:13,33.665087,73.121219,63499.0,591.0,50530.0
Khyber Pakhtunkhwa,Pakistan,2021-04-08 04:21:13,34.485332,72.09169,94880.0,2519.0,81293.0
Punjab,Pakistan,2021-04-08 04:21:13,30.811346,72.13913199999998,240584.0,6793.0,198753.0
Sindh,Pakistan,2021-04-08 04:21:13,26.009446,68.77680699999999,267612.0,4520.0,257176.0
Azad Jammu and Kashmir,Pakistan,2021-04-09 04:21:13,34.027401,73.947253,14069.0,391.0,11638.0
Balochistan,Pakistan,2021-04-09 04:21:13,28.328492,65.898403,20097.0,213.0,19295.0
Gilgit-Baltistan,Pakistan,2021-04-09 04:21:13,35.792146,74.982138,5097.0,103.0,4912.0
Islamabad,Pakistan,2021-04-09 04:21:13,33.665087,73.121219,64173.0,597.0,50722.0
Khyber Pakhtunkhwa,Pakistan,2021-04-09 04:21:13,34.485332,72.09169,96128.0,2553.0,81959.0
Punjab,Pakistan,2021-04-09 04:21:13,30.811346,72.13913199999998,243295.0,6851.0,199941.0
Sindh,Pakistan,2021-04-09 04:21:13,26.009446,68.77680699999999,267970.0,4521.0,257322.0
Azad Jammu and Kashmir,Pakistan,2021-04-10 04:20:59,34.027401,73.947253,14260.0,395.0,11782.0
Balochistan,Pakistan,2021-04-10 04:20:59,28.328492,65.898403,20178.0,213.0,19322.0
Gilgit-Baltistan,Pakistan,2021-04-10 04:20:59,35.792146,74.982138,5103.0,103.0,4912.0
Islamabad,Pakistan,2021-04-10 04:20:59,33.665087,73.121219,64902.0,601.0,51238.0
Khyber Pakhtunkhwa,Pakistan,2021-04-10 04:20:59,34.485332,72.09169,97318.0,2586.0,82479.0
Punjab,Pakistan,2021-04-10 04:20:59,30.811346,72.13913199999998,245923.0,6908.0,200235.0
Sindh,Pakistan,2021-04-10 04:20:59,26.009446,68.77680699999999,268284.0,4523.0,257593.0
Azad Jammu and Kashmir,Pakistan,2021-04-11 04:20:56,34.027401,73.947253,14461.0,399.0,11910.0
Balochistan,Pakistan,2021-04-11 04:20:56,28.328492,65.898403,20241.0,215.0,19330.0
Gilgit-Baltistan,Pakistan,2021-04-11 04:20:56,35.792146,74.982138,5127.0,103.0,4919.0
Islamabad,Pakistan,2021-04-11 04:20:56,33.665087,73.121219,65700.0,607.0,52298.0
Khyber Pakhtunkhwa,Pakistan,2021-04-11 04:20:56,34.485332,72.09169,98301.0,2618.0,83225.0
Punjab,Pakistan,2021-04-11 04:20:56,30.811346,72.13913199999998,248438.0,6972.0,202368.0
Sindh,Pakistan,2021-04-11 04:20:56,26.009446,68.77680699999999,268750.0,4529.0,257650.0
Azad Jammu and Kashmir,Pakistan,2021-04-12 04:21:00,34.027401,73.947253,14594.0,403.0,12021.0
Balochistan,Pakistan,2021-04-12 04:21:00,28.328492,65.898403,20321.0,215.0,19375.0
Gilgit-Baltistan,Pakistan,2021-04-12 04:21:00,35.792146,74.982138,5127.0,103.0,4919.0
Islamabad,Pakistan,2021-04-12 04:21:00,33.665087,73.121219,66380.0,611.0,52904.0
Khyber Pakhtunkhwa,Pakistan,2021-04-12 04:21:00,34.485332,72.09169,99595.0,2651.0,83852.0
Punjab,Pakistan,2021-04-12 04:21:00,30.811346,72.13913199999998,250459.0,6988.0,203960.0
Sindh,Pakistan,2021-04-12 04:21:00,26.009446,68.77680699999999,269126.0,4530.0,257804.0
Azad Jammu and Kashmir,Pakistan,2021-04-13 04:20:37,34.027401,73.947253,14687.0,407.0,12117.0
Balochistan,Pakistan,2021-04-13 04:20:37,28.328492,65.898403,20397.0,217.0,19397.0
Gilgit-Baltistan,Pakistan,2021-04-13 04:20:37,35.792146,74.982138,5130.0,103.0,4928.0
Islamabad,Pakistan,2021-04-13 04:20:37,33.665087,73.121219,66983.0,617.0,53441.0
Khyber Pakhtunkhwa,Pakistan,2021-04-13 04:20:37,34.485332,72.09169,100275.0,2683.0,84522.0
Punjab,Pakistan,2021-04-13 04:20:37,30.811346,72.13913199999998,252974.0,7062.0,205912.0
Sindh,Pakistan,2021-04-13 04:20:37,26.009446,68.77680699999999,269474.0,4530.0,257950.0
Azad Jammu and Kashmir,Pakistan,2021-04-14 04:20:41,34.027401,73.947253,14837.0,410.0,12221.0
Balochistan,Pakistan,2021-04-14 04:20:41,28.328492,65.898403,20499.0,219.0,19435.0
Gilgit-Baltistan,Pakistan,2021-04-14 04:20:41,35.792146,74.982138,5140.0,103.0,4933.0
Islamabad,Pakistan,2021-04-14 04:20:41,33.665087,73.121219,67491.0,619.0,53961.0
Khyber Pakhtunkhwa,Pakistan,2021-04-14 04:20:41,34.485332,72.09169,101045.0,2732.0,85223.0
Punjab,Pakistan,2021-04-14 04:20:41,30.811346,72.13913199999998,255571.0,7141.0,207606.0
Sindh,Pakistan,2021-04-14 04:20:41,26.009446,68.77680699999999,269840.0,4530.0,258533.0
Azad Jammu and Kashmir,Pakistan,2021-04-15 04:20:54,34.027401,73.947253,14978.0,420.0,12351.0
Balochistan,Pakistan,2021-04-15 04:20:54,28.328492,65.898403,20580.0,221.0,19473.0
Gilgit-Baltistan,Pakistan,2021-04-15 04:20:54,35.792146,74.982138,5153.0,103.0,4936.0
Islamabad,Pakistan,2021-04-15 04:20:54,33.665087,73.121219,68066.0,625.0,54602.0
Khyber Pakhtunkhwa,Pakistan,2021-04-15 04:20:54,34.485332,72.09169,102290.0,2761.0,86531.0
Punjab,Pakistan,2021-04-15 04:20:54,30.811346,72.13913199999998,258441.0,7209.0,209760.0
Sindh,Pakistan,2021-04-15 04:20:54,26.009446,68.77680699999999,270310.0,4533.0,258999.0
Azad Jammu and Kashmir,Pakistan,2021-04-16 04:20:46,34.027401,73.947253,15137.0,423.0,12487.0
Balochistan,Pakistan,2021-04-16 04:20:46,28.328492,65.898403,20662.0,222.0,19542.0
Gilgit-Baltistan,Pakistan,2021-04-16 04:20:46,35.792146,74.982138,5163.0,103.0,4951.0
Islamabad,Pakistan,2021-04-16 04:20:46,33.665087,73.121219,68665.0,626.0,55222.0
Khyber Pakhtunkhwa,Pakistan,2021-04-16 04:20:46,34.485332,72.09169,103419.0,2796.0,87320.0
Punjab,Pakistan,2021-04-16 04:20:46,30.811346,72.13913199999998,261173.0,7271.0,211865.0
Sindh,Pakistan,2021-04-16 04:20:46,26.009446,68.77680699999999,270963.0,4541.0,259388.0
Azad Jammu and Kashmir,Pakistan,2021-04-17 04:20:40,34.027401,73.947253,15304.0,428.0,12624.0
Balochistan,Pakistan,2021-04-17 04:20:40,28.328492,65.898403,20760.0,223.0,19610.0
Gilgit-Baltistan,Pakistan,2021-04-17 04:20:40,35.792146,74.982138,5174.0,103.0,4967.0
Islamabad,Pakistan,2021-04-17 04:20:40,33.665087,73.121219,68906.0,631.0,55828.0
Khyber Pakhtunkhwa,Pakistan,2021-04-17 04:20:40,34.485332,72.09169,104480.0,2832.0,88239.0
Punjab,Pakistan,2021-04-17 04:20:40,30.811346,72.13913199999998,264010.0,7333.0,213896.0
Sindh,Pakistan,2021-04-17 04:20:40,26.009446,68.77680699999999,271524.0,4544.0,259792.0
Azad Jammu and Kashmir,Pakistan,2021-04-18 04:20:41,34.027401,73.947253,15524.0,433.0,12775.0
Balochistan,Pakistan,2021-04-18 04:20:41,28.328492,65.898403,20822.0,223.0,19629.0
Gilgit-Baltistan,Pakistan,2021-04-18 04:20:41,35.792146,74.982138,5176.0,103.0,4968.0
Islamabad,Pakistan,2021-04-18 04:20:41,33.665087,73.121219,69556.0,636.0,56399.0
Khyber Pakhtunkhwa,Pakistan,2021-04-18 04:20:41,34.485332,72.09169,105438.0,2867.0,89353.0
Punjab,Pakistan,2021-04-18 04:20:41,30.811346,72.13913199999998,267572.0,7430.0,216237.0
Sindh,Pakistan,2021-04-18 04:20:41,26.009446,68.77680699999999,272197.0,4551.0,260122.0
Azad Jammu and Kashmir,Pakistan,2021-04-19 04:20:57,34.027401,73.947253,15669.0,439.0,12908.0
Balochistan,Pakistan,2021-04-19 04:20:57,28.328492,65.898403,20940.0,223.0,19764.0
Gilgit-Baltistan,Pakistan,2021-04-19 04:20:57,35.792146,74.982138,5182.0,103.0,4971.0
Islamabad,Pakistan,2021-04-19 04:20:57,33.665087,73.121219,70079.0,642.0,56805.0
Khyber Pakhtunkhwa,Pakistan,2021-04-19 04:20:57,34.485332,72.09169,106500.0,2899.0,89987.0
Punjab,Pakistan,2021-04-19 04:20:57,30.811346,72.13913199999998,270338.0,7457.0,218082.0
Sindh,Pakistan,2021-04-19 04:20:57,26.009446,68.77680699999999,272729.0,4553.0,260328.0
Azad Jammu and Kashmir,Pakistan,2021-04-20 04:20:41,34.027401,73.947253,15741.0,442.0,13023.0
Balochistan,Pakistan,2021-04-20 04:20:41,28.328492,65.898403,21000.0,225.0,19812.0
Gilgit-Baltistan,Pakistan,2021-04-20 04:20:41,35.792146,74.982138,5191.0,104.0,4990.0
Islamabad,Pakistan,2021-04-20 04:20:41,33.665087,73.121219,70609.0,645.0,57316.0
Khyber Pakhtunkhwa,Pakistan,2021-04-20 04:20:41,34.485332,72.09169,107309.0,2920.0,90798.0
Punjab,Pakistan,2021-04-20 04:20:41,30.811346,72.13913199999998,273566.0,7561.0,220514.0
Sindh,Pakistan,2021-04-20 04:20:41,26.009446,68.77680699999999,273466.0,4556.0,260678.0
Azad Jammu and Kashmir,Pakistan,2021-04-21 04:21:14,34.027401,73.947253,15873.0,446.0,13173.0
Balochistan,Pakistan,2021-04-21 04:21:14,28.328492,65.898403,21127.0,225.0,19897.0
Gilgit-Baltistan,Pakistan,2021-04-21 04:21:14,35.792146,74.982138,5204.0,104.0,4997.0
Islamabad,Pakistan,2021-04-21 04:21:14,33.665087,73.121219,70984.0,649.0,57631.0
Khyber Pakhtunkhwa,Pakistan,2021-04-21 04:21:14,34.485332,72.09169,108462.0,2953.0,91840.0
Punjab,Pakistan,2021-04-21 04:21:14,30.811346,72.13913199999998,276535.0,7664.0,224029.0
Sindh,Pakistan,2021-04-21 04:21:14,26.009446,68.77680699999999,274196.0,4559.0,261052.0
Azad Jammu and Kashmir,Pakistan,2021-04-22 04:20:53,34.027401,73.947253,16026.0,449.0,13303.0
Balochistan,Pakistan,2021-04-22 04:20:53,28.328492,65.898403,21242.0,226.0,19957.0
Gilgit-Baltistan,Pakistan,2021-04-22 04:20:53,35.792146,74.982138,5215.0,104.0,5001.0
Islamabad,Pakistan,2021-04-22 04:20:53,33.665087,73.121219,71533.0,649.0,57979.0
Khyber Pakhtunkhwa,Pakistan,2021-04-22 04:20:53,34.485332,72.09169,109704.0,2990.0,92687.0
Punjab,Pakistan,2021-04-22 04:20:53,30.811346,72.13913199999998,279437.0,7718.0,226380.0
Sindh,Pakistan,2021-04-22 04:20:53,26.009446,68.77680699999999,275081.0,4562.0,261298.0
Azad Jammu and Kashmir,Pakistan,2021-04-23 04:20:52,34.027401,73.947253,16193.0,455.0,13458.0
Balochistan,Pakistan,2021-04-23 04:20:52,28.328492,65.898403,21365.0,227.0,20035.0
Gilgit-Baltistan,Pakistan,2021-04-23 04:20:52,35.792146,74.982138,5241.0,104.0,5008.0
Islamabad,Pakistan,2021-04-23 04:20:52,33.665087,73.121219,72150.0,652.0,58485.0
Khyber Pakhtunkhwa,Pakistan,2021-04-23 04:20:52,34.485332,72.09169,110875.0,3029.0,93730.0
Punjab,Pakistan,2021-04-23 04:20:52,30.811346,72.13913199999998,282469.0,7799.0,230032.0
Sindh,Pakistan,2021-04-23 04:20:52,26.009446,68.77680699999999,275815.0,4576.0,261542.0
Azad Jammu and Kashmir,Pakistan,2021-04-24 04:20:38,34.027401,73.947253,16327.0,458.0,13589.0
Balochistan,Pakistan,2021-04-24 04:20:38,28.328492,65.898403,21477.0,230.0,20105.0
