Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered
Punjab,Pakistan,2021-07-22 04:21:19,30.811346,72.13913199999998,351592.0,10906.0,330288.0
Sindh,Pakistan,2021-07-22 04:21:19,26.009446,68.77680699999999,361160.0,5784.0,321777.0
Azad Jammu and Kashmir,Pakistan,2020-07-23 05:15:04,34.027401,73.947253,1961.0,48.0,1328.0
Balochistan,Pakistan,2020-07-23 05:15:04,28.328492,65.898403,11517.0,136.0,9585.0
Gilgit-Baltistan,Pakistan,2020-07-23 05:15:04,35.792146,74.982138,1896.0,45.0,1498.0
Islamabad,Pakistan,2020-07-23 05:15:04,33.665087,73.121219,14722.0,162.0,12023.0
Khyber Pakhtunkhwa,Pakistan,2020-07-23 05:15:04,34.485332,72.09169,32753.0,1158.0,25713.0
Punjab,Pakistan,2020-07-23 05:15:04,30.811346,72.13913199999998,91129.0,2100.0,66802.0
Sindh,Pakistan,2020-07-23 05:15:04,26.009446,68.77680699999999,115213.0,2060.0,96226.0
Azad Jammu and Kashmir,Pakistan,2021-07-23 04:21:29,34.027401,73.947253,22592.0,608.0,20246.0
Balochistan,Pakistan,2021-07-23 04:21:29,28.328492,65.898403,29357.0,321.0,27631.0
Gilgit-Baltistan,Pakistan,2021-07-23 04:21:29,35.792146,74.982138,7607.0,122.0,6640.0
Islamabad,Pakistan,2021-07-23 04:21:29,33.665087,73.121219,85230.0,789.0,82176.0
Khyber Pakhtunkhwa,Pakistan,2021-07-23 04:21:29,34.485332,72.09169,141359.0,4405.0,134549.0
Punjab,Pakistan,2021-07-23 04:21:29,30.811346,72.13913199999998,351707.0,10909.0,330301.0
Sindh,Pakistan,2021-07-23 04:21:29,26.009446,68.77680699999999,362182.0,5785.0,321929.0
Azad Jammu and Kashmir,Pakistan,2020-07-24 05:30:40,34.027401,73.947253,1989.0,49.0,1361.0
Balochistan,Pakistan,2020-07-24 05:30:40,28.328492,65.898403,11523.0,136.0,9818.0
Gilgit-Baltistan,Pakistan,2020-07-24 05:30:40,35.792146,74.982138,1918.0,46.0,1533.0
Islamabad,Pakistan,2020-07-24 05:30:40,33.665087,73.121219,14766.0,162.0,12023.0
Khyber Pakhtunkhwa,Pakistan,2020-07-24 05:30:40,34.485332,72.09169,32898.0,1169.0,26607.0
Punjab,Pakistan,2020-07-24 05:30:40,30.811346,72.13913199999998,91423.0,2105.0,68439.0
Sindh,Pakistan,2020-07-24 05:30:40,26.009446,68.77680699999999,115883.0,2096.0,100002.0
Azad Jammu and Kashmir,Pakistan,2021-07-24 00:21:36,34.027401,73.947253,22592.0,608.0,20246.0
Balochistan,Pakistan,2021-07-24 00:21:36,28.328492,65.898403,29357.0,321.0,27631.0
Gilgit-Baltistan,Pakistan,2021-07-24 00:21:36,35.792146,74.982138,7607.0,122.0,6640.0
Islamabad,Pakistan,2021-07-24 00:21:36,33.665087,73.121219,85230.0,789.0,82176.0
Khyber Pakhtunkhwa,Pakistan,2021-07-24 00:21:36,34.485332,72.09169,141359.0,4405.0,134549.0
Punjab,Pakistan,2021-07-24 00:21:36,30.811346,72.13913199999998,351707.0,10909.0,330301.0
Sindh,Pakistan,2021-07-24 00:21:36,26.009446,68.77680699999999,362182.0,5785.0,321929.0
Azad Jammu and Kashmir,Pakistan,2020-07-25 04:47:39,34.027401,73.947253,2012.0,49.0,1409.0
Balochistan,Pakistan,2020-07-25 04:47:39,28.328492,65.898403,11550.0,136.0,9899.0
Gilgit-Baltistan,Pakistan,2020-07-25 04:47:39,35.792146,74.982138,1942.0,47.0,1548.0
Islamabad,Pakistan,2020-07-25 04:47:39,33.665087,73.121219,14821.0,162.0,12139.0
Khyber Pakhtunkhwa,Pakistan,2020-07-25 04:47:39,34.485332,72.09169,33071.0,1170.0,26869.0
Punjab,Pakistan,2020-07-25 04:47:39,30.811346,72.13913199999998,91691.0,2113.0,81241.0
Sindh,Pakistan,2020-07-25 04:47:39,26.009446,68.77680699999999,116800.0,2110.0,103491.0
Azad Jammu and Kashmir,Pakistan,2021-07-25 04:22:12,34.027401,73.947253,22886.0,610.0,20369.0
Balochistan,Pakistan,2021-07-25 04:22:12,28.328492,65.898403,29494.0,322.0,27730.0
Gilgit-Baltistan,Pakistan,2021-07-25 04:22:12,35.792146,74.982138,7702.0,122.0,6877.0
Islamabad,Pakistan,2021-07-25 04:22:12,33.665087,73.121219,85519.0,792.0,82479.0
Khyber Pakhtunkhwa,Pakistan,2021-07-25 04:22:12,34.485332,72.09169,141627.0,4417.0,134731.0
Punjab,Pakistan,2021-07-25 04:22:12,30.811346,72.13913199999998,352682.0,10939.0,330986.0
Sindh,Pakistan,2021-07-25 04:22:12,26.009446,68.77680699999999,364784.0,5814.0,322786.0
Azad Jammu and Kashmir,Pakistan,2020-07-26 04:35:00,34.027401,73.947253,2023.0,49.0,1435.0
Balochistan,Pakistan,2020-07-26 04:35:00,28.328492,65.898403,11578.0,136.0,9901.0
Gilgit-Baltistan,Pakistan,2020-07-26 04:35:00,35.792146,74.982138,1952.0,47.0,1559.0
Islamabad,Pakistan,2020-07-26 04:35:00,33.665087,73.121219,14841.0,163.0,12253.0
Khyber Pakhtunkhwa,Pakistan,2020-07-26 04:35:00,34.485332,72.09169,33220.0,1176.0,27017.0
Punjab,Pakistan,2020-07-26 04:35:00,30.811346,72.13913199999998,91901.0,2116.0,81250.0
Sindh,Pakistan,2020-07-26 04:35:00,26.009446,68.77680699999999,117598.0,2135.0,104019.0
Azad Jammu and Kashmir,Pakistan,2021-07-26 04:21:28,34.027401,73.947253,23093.0,610.0,20415.0
Balochistan,Pakistan,2021-07-26 04:21:28,28.328492,65.898403,29571.0,325.0,27875.0
Gilgit-Baltistan,Pakistan,2021-07-26 04:21:28,35.792146,74.982138,7747.0,123.0,6945.0
Islamabad,Pakistan,2021-07-26 04:21:28,33.665087,73.121219,85780.0,793.0,82628.0
Khyber Pakhtunkhwa,Pakistan,2021-07-26 04:21:28,34.485332,72.09169,141925.0,4420.0,134962.0
Punjab,Pakistan,2021-07-26 04:21:28,30.811346,72.13913199999998,353238.0,10944.0,331189.0
Sindh,Pakistan,2021-07-26 04:21:28,26.009446,68.77680699999999,367092.0,5833.0,323585.0
Azad Jammu and Kashmir,Pakistan,2020-07-27 04:35:02,34.027401,73.947253,2023.0,49.0,1435.0
Balochistan,Pakistan,2020-07-27 04:35:02,28.328492,65.898403,11578.0,136.0,9901.0
Gilgit-Baltistan,Pakistan,2020-07-27 04:35:02,35.792146,74.982138,1952.0,47.0,1559.0
Islamabad,Pakistan,2020-07-27 04:35:02,33.665087,73.121219,14841.0,163.0,12253.0
Khyber Pakhtunkhwa,Pakistan,2020-07-27 04:35:02,34.485332,72.09169,33220.0,1176.0,27017.0
Punjab,Pakistan,2020-07-27 04:35:02,30.811346,72.13913199999998,91901.0,2116.0,81250.0
Sindh,Pakistan,2020-07-27 04:35:02,26.009446,68.77680699999999,117598.0,2135.0,104019.0
Azad Jammu and Kashmir,Pakistan,2021-07-27 04:21:18,34.027401,73.947253,23203.0,614.0,20476.0
Balochistan,Pakistan,2021-07-27 04:21:18,28.328492,65.898403,29681.0,326.0,28029.0
Gilgit-Baltistan,Pakistan,2021-07-27 04:21:18,35.792146,74.982138,7798.0,124.0,6962.0
Islamabad,Pakistan,2021-07-27 04:21:18,33.665087,73.121219,85947.0,796.0,82721.0
Khyber Pakhtunkhwa,Pakistan,2021-07-27 04:21:18,34.485332,72.09169,142139.0,4423.0,135106.0
Punjab,Pakistan,2021-07-27 04:21:18,30.811346,72.13913199999998,353695.0,10964.0,331222.0
Sindh,Pakistan,2021-07-27 04:21:18,26.009446,68.77680699999999,369245.0,5840.0,324206.0
Azad Jammu and Kashmir,Pakistan,2020-07-28 04:58:43,34.027401,73.947253,2034.0,49.0,1449.0
Balochistan,Pakistan,2020-07-28 04:58:43,28.328492,65.898403,11601.0,136.0,9976.0
Gilgit-Baltistan,Pakistan,2020-07-28 04:58:43,35.792146,74.982138,1989.0,48.0,1566.0
Islamabad,Pakistan,2020-07-28 04:58:43,33.665087,73.121219,14884.0,164.0,12253.0
Khyber Pakhtunkhwa,Pakistan,2020-07-28 04:58:43,34.485332,72.09169,33397.0,1178.0,27119.0
Punjab,Pakistan,2020-07-28 04:58:43,30.811346,72.13913199999998,92073.0,2116.0,81260.0
Sindh,Pakistan,2020-07-28 04:58:43,26.009446,68.77680699999999,118311.0,2151.0,107403.0
Azad Jammu and Kashmir,Pakistan,2021-07-28 04:21:39,34.027401,73.947253,23370.0,618.0,20561.0
Balochistan,Pakistan,2021-07-28 04:21:39,28.328492,65.898403,29861.0,326.0,28119.0
Gilgit-Baltistan,Pakistan,2021-07-28 04:21:39,35.792146,74.982138,7896.0,127.0,7009.0
Islamabad,Pakistan,2021-07-28 04:21:39,33.665087,73.121219,86226.0,796.0,82848.0
Khyber Pakhtunkhwa,Pakistan,2021-07-28 04:21:39,34.485332,72.09169,142400.0,4428.0,135606.0
Punjab,Pakistan,2021-07-28 04:21:39,30.811346,72.13913199999998,354312.0,10978.0,331433.0
Sindh,Pakistan,2021-07-28 04:21:39,26.009446,68.77680699999999,371762.0,5860.0,330166.0
Azad Jammu and Kashmir,Pakistan,2020-07-29 04:35:11,34.027401,73.947253,2040.0,49.0,1482.0
Balochistan,Pakistan,2020-07-29 04:35:11,28.328492,65.898403,11624.0,136.0,10023.0
Gilgit-Baltistan,Pakistan,2020-07-29 04:35:11,35.792146,74.982138,2010.0,48.0,1613.0
Islamabad,Pakistan,2020-07-29 04:35:11,33.665087,73.121219,14938.0,165.0,12377.0
Khyber Pakhtunkhwa,Pakistan,2020-07-29 04:35:11,34.485332,72.09169,33510.0,1180.0,27196.0
Punjab,Pakistan,2020-07-29 04:35:11,30.811346,72.13913199999998,92279.0,2125.0,81265.0
Sindh,Pakistan,2020-07-29 04:35:11,26.009446,68.77680699999999,118824.0,2162.0,108480.0
Azad Jammu and Kashmir,Pakistan,2021-07-29 04:21:33,34.027401,73.947253,23631.0,620.0,20656.0
Balochistan,Pakistan,2021-07-29 04:21:33,28.328492,65.898403,30019.0,326.0,28463.0
Gilgit-Baltistan,Pakistan,2021-07-29 04:21:33,35.792146,74.982138,7935.0,133.0,7016.0
Islamabad,Pakistan,2021-07-29 04:21:33,33.665087,73.121219,86602.0,797.0,82992.0
Khyber Pakhtunkhwa,Pakistan,2021-07-29 04:21:33,34.485332,72.09169,142799.0,4435.0,135687.0
Punjab,Pakistan,2021-07-29 04:21:33,30.811346,72.13913199999998,354904.0,10995.0,331704.0
Sindh,Pakistan,2021-07-29 04:21:33,26.009446,68.77680699999999,374434.0,5903.0,330836.0
Azad Jammu and Kashmir,Pakistan,2020-07-30 04:35:05,34.027401,73.947253,2055.0,50.0,1543.0
Balochistan,Pakistan,2020-07-30 04:35:05,28.328492,65.898403,11654.0,136.0,10080.0
Gilgit-Baltistan,Pakistan,2020-07-30 04:35:05,35.792146,74.982138,2042.0,50.0,1658.0
Islamabad,Pakistan,2020-07-30 04:35:05,33.665087,73.121219,14963.0,165.0,12377.0
Khyber Pakhtunkhwa,Pakistan,2020-07-30 04:35:05,34.485332,72.09169,33724.0,1186.0,27724.0
Punjab,Pakistan,2020-07-30 04:35:05,30.811346,72.13913199999998,92452.0,2133.0,82512.0
Sindh,Pakistan,2020-07-30 04:35:05,26.009446,68.77680699999999,119398.0,2172.0,108989.0
Azad Jammu and Kashmir,Pakistan,2021-07-30 04:21:34,34.027401,73.947253,23819.0,622.0,20739.0
Balochistan,Pakistan,2021-07-30 04:21:34,28.328492,65.898403,30162.0,327.0,28693.0
Gilgit-Baltistan,Pakistan,2021-07-30 04:21:34,35.792146,74.982138,8008.0,137.0,7063.0
Islamabad,Pakistan,2021-07-30 04:21:34,33.665087,73.121219,86945.0,799.0,83115.0
Khyber Pakhtunkhwa,Pakistan,2021-07-30 04:21:34,34.485332,72.09169,143213.0,4444.0,135846.0
Punjab,Pakistan,2021-07-30 04:21:34,30.811346,72.13913199999998,355483.0,11019.0,332078.0
Sindh,Pakistan,2021-07-30 04:21:34,26.009446,68.77680699999999,377231.0,5947.0,331309.0
Azad Jammu and Kashmir,Pakistan,2020-07-31 04:35:18,34.027401,73.947253,2065.0,51.0,1583.0
Balochistan,Pakistan,2020-07-31 04:35:18,28.328492,65.898403,11708.0,136.0,10097.0
Gilgit-Baltistan,Pakistan,2020-07-31 04:35:18,35.792146,74.982138,2090.0,53.0,1693.0
Islamabad,Pakistan,2020-07-31 04:35:18,33.665087,73.121219,14987.0,165.0,12377.0
Khyber Pakhtunkhwa,Pakistan,2020-07-31 04:35:18,34.485332,72.09169,33845.0,1192.0,28317.0
Punjab,Pakistan,2020-07-31 04:35:18,30.811346,72.13913199999998,92655.0,2138.0,82520.0
Sindh,Pakistan,2020-07-31 04:35:18,26.009446,68.77680699999999,120052.0,2189.0,109544.0
Azad Jammu and Kashmir,Pakistan,2021-07-31 04:21:35,34.027401,73.947253,24145.0,622.0,20840.0
Balochistan,Pakistan,2021-07-31 04:21:35,28.328492,65.898403,30289.0,328.0,28811.0
Gilgit-Baltistan,Pakistan,2021-07-31 04:21:35,35.792146,74.982138,8096.0,141.0,7118.0
Islamabad,Pakistan,2021-07-31 04:21:35,33.665087,73.121219,87304.0,801.0,83234.0
Khyber Pakhtunkhwa,Pakistan,2021-07-31 04:21:35,34.485332,72.09169,143673.0,4456.0,135930.0
Punjab,Pakistan,2021-07-31 04:21:35,30.811346,72.13913199999998,356211.0,11041.0,332429.0
Sindh,Pakistan,2021-07-31 04:21:35,26.009446,68.77680699999999,380093.0,5971.0,331802.0
Azad Jammu and Kashmir,Pakistan,2020-08-01 04:36:27,34.027401,73.947253,2073.0,54.0,1639.0
Balochistan,Pakistan,2020-08-01 04:36:27,28.328492,65.898403,11732.0,136.0,10116.0
Gilgit-Baltistan,Pakistan,2020-08-01 04:36:27,35.792146,74.982138,2105.0,53.0,1719.0
Islamabad,Pakistan,2020-08-01 04:36:27,33.665087,73.121219,15014.0,165.0,12494.0
Khyber Pakhtunkhwa,Pakistan,2020-08-01 04:36:27,34.485332,72.09169,33958.0,1194.0,28450.0
Punjab,Pakistan,2020-08-01 04:36:27,30.811346,72.13913199999998,92873.0,2140.0,82526.0
Sindh,Pakistan,2020-08-01 04:36:27,26.009446,68.77680699999999,120550.0,2209.0,110233.0
Azad Jammu and Kashmir,Pakistan,2021-08-01 04:21:50,34.027401,73.947253,24501.0,625.0,20958.0
Balochistan,Pakistan,2021-08-01 04:21:50,28.328492,65.898403,30432.0,328.0,28872.0
Gilgit-Baltistan,Pakistan,2021-08-01 04:21:50,35.792146,74.982138,8156.0,144.0,7151.0
Islamabad,Pakistan,2021-08-01 04:21:50,33.665087,73.121219,87699.0,803.0,83332.0
Khyber Pakhtunkhwa,Pakistan,2021-08-01 04:21:50,34.485332,72.09169,144264.0,4462.0,136107.0
Punjab,Pakistan,2021-08-01 04:21:50,30.811346,72.13913199999998,356920.0,11059.0,332830.0
Sindh,Pakistan,2021-08-01 04:21:50,26.009446,68.77680699999999,382865.0,6001.0,332409.0
Azad Jammu and Kashmir,Pakistan,2020-08-02 04:34:47,34.027401,73.947253,2073.0,54.0,1639.0
Balochistan,Pakistan,2020-08-02 04:34:47,28.328492,65.898403,11732.0,136.0,10116.0
Gilgit-Baltistan,Pakistan,2020-08-02 04:34:47,35.792146,74.982138,2105.0,53.0,1719.0
Islamabad,Pakistan,2020-08-02 04:34:47,33.665087,73.121219,15014.0,165.0,12494.0
Khyber Pakhtunkhwa,Pakistan,2020-08-02 04:34:47,34.485332,72.09169,33958.0,1194.0,28450.0
Punjab,Pakistan,2020-08-02 04:34:47,30.811346,72.13913199999998,92873.0,2140.0,82526.0
Sindh,Pakistan,2020-08-02 04:34:47,26.009446,68.77680699999999,120550.0,2209.0,110233.0
Azad Jammu and Kashmir,Pakistan,2021-08-02 04:21:36,34.027401,73.947253,24891.0,628.0,21105.0
Balochistan,Pakistan,2021-08-02 04:21:36,28.328492,65.898403,30502.0,328.0,28975.0
Gilgit-Baltistan,Pakistan,2021-08-02 04:21:36,35.792146,74.982138,8212.0,147.0,7252.0
Islamabad,Pakistan,2021-08-02 04:21:36,33.665087,73.121219,88093.0,803.0,83443.0
Khyber Pakhtunkhwa,Pakistan,2021-08-02 04:21:36,34.485332,72.09169,144848.0,4468.0,136270.0
Punjab,Pakistan,2021-08-02 04:21:36,30.811346,72.13913199999998,357735.0,11067.0,333198.0
Sindh,Pakistan,2021-08-02 04:21:36,26.009446,68.77680699999999,385414.0,6021.0,332777.0
Azad Jammu and Kashmir,Pakistan,2020-08-03 04:34:35,34.027401,73.947253,2086.0,54.0,1642.0
Balochistan,Pakistan,2020-08-03 04:34:35,28.328492,65.898403,11762.0,136.0,10136.0
Gilgit-Baltistan,Pakistan,2020-08-03 04:34:35,35.792146,74.982138,2157.0,54.0,1758.0
Islamabad,Pakistan,2020-08-03 04:34:35,33.665087,73.121219,15052.0,165.0,12589.0
Khyber Pakhtunkhwa,Pakistan,2020-08-03 04:34:35,34.485332,72.09169,34160.0,1200.0,28978.0
Punjab,Pakistan,2020-08-03 04:34:35,30.811346,72.13913199999998,93173.0,2144.0,82552.0
Sindh,Pakistan,2020-08-03 04:34:35,26.009446,68.77680699999999,121309.0,2223.0,110922.0
Azad Jammu and Kashmir,Pakistan,2021-08-03 04:21:39,34.027401,73.947253,25034.0,633.0,21263.0
Balochistan,Pakistan,2021-08-03 04:21:39,28.328492,65.898403,30627.0,328.0,29022.0
Gilgit-Baltistan,Pakistan,2021-08-03 04:21:39,35.792146,74.982138,8318.0,147.0,7316.0
Islamabad,Pakistan,2021-08-03 04:21:39,33.665087,73.121219,88344.0,804.0,83567.0
Khyber Pakhtunkhwa,Pakistan,2021-08-03 04:21:39,34.485332,72.09169,145306.0,4477.0,136477.0
Punjab,Pakistan,2021-08-03 04:21:39,30.811346,72.13913199999998,358387.0,11083.0,333529.0
Sindh,Pakistan,2021-08-03 04:21:39,26.009446,68.77680699999999,387261.0,6057.0,333201.0
Azad Jammu and Kashmir,Pakistan,2020-08-04 04:41:59,34.027401,73.947253,2097.0,54.0,1731.0
Balochistan,Pakistan,2020-08-04 04:41:59,28.328492,65.898403,11777.0,136.0,10213.0
Gilgit-Baltistan,Pakistan,2020-08-04 04:41:59,35.792146,74.982138,2198.0,55.0,1801.0
Islamabad,Pakistan,2020-08-04 04:41:59,33.665087,73.121219,15095.0,167.0,12678.0
Khyber Pakhtunkhwa,Pakistan,2020-08-04 04:41:59,34.485332,72.09169,34253.0,1208.0,29150.0
Punjab,Pakistan,2020-08-04 04:41:59,30.811346,72.13913199999998,93336.0,2153.0,82575.0
Sindh,Pakistan,2020-08-04 04:41:59,26.009446,68.77680699999999,121705.0,2226.0,111249.0
Azad Jammu and Kashmir,Pakistan,2021-08-04 04:21:25,34.027401,73.947253,25301.0,634.0,21425.0
Balochistan,Pakistan,2021-08-04 04:21:25,28.328492,65.898403,30749.0,328.0,29065.0
Gilgit-Baltistan,Pakistan,2021-08-04 04:21:25,35.792146,74.982138,8391.0,147.0,7366.0
Islamabad,Pakistan,2021-08-04 04:21:25,33.665087,73.121219,88676.0,806.0,83766.0
Khyber Pakhtunkhwa,Pakistan,2021-08-04 04:21:25,34.485332,72.09169,145862.0,4487.0,136675.0
Punjab,Pakistan,2021-08-04 04:21:25,30.811346,72.13913199999998,359321.0,11104.0,333882.0
Sindh,Pakistan,2021-08-04 04:21:25,26.009446,68.77680699999999,389699.0,6069.0,333650.0
Azad Jammu and Kashmir,Pakistan,2020-08-05 04:34:43,34.027401,73.947253,2097.0,54.0,1731.0
Balochistan,Pakistan,2020-08-05 04:34:43,28.328492,65.898403,11777.0,136.0,10213.0
Gilgit-Baltistan,Pakistan,2020-08-05 04:34:43,35.792146,74.982138,2198.0,55.0,1801.0
Islamabad,Pakistan,2020-08-05 04:34:43,33.665087,73.121219,15095.0,167.0,12678.0
Khyber Pakhtunkhwa,Pakistan,2020-08-05 04:34:43,34.485332,72.09169,34253.0,1208.0,29150.0
Punjab,Pakistan,2020-08-05 04:34:43,30.811346,72.13913199999998,93336.0,2153.0,82575.0
Sindh,Pakistan,2020-08-05 04:34:43,26.009446,68.77680699999999,121705.0,2226.0,111249.0
Azad Jammu and Kashmir,Pakistan,2021-08-05 04:21:51,34.027401,73.947253,25778.0,636.0,21605.0
Balochistan,Pakistan,2021-08-05 04:21:51,28.328492,65.898403,30880.0,329.0,29074.0
Gilgit-Baltistan,Pakistan,2021-08-05 04:21:51,35.792146,74.982138,8473.0,148.0,7467.0
Islamabad,Pakistan,2021-08-05 04:21:51,33.665087,73.121219,89117.0,807.0,83918.0
Khyber Pakhtunkhwa,Pakistan,2021-08-05 04:21:51,34.485332,72.09169,146485.0,4495.0,136868.0
Punjab,Pakistan,2021-08-05 04:21:51,30.811346,72.13913199999998,360494.0,11122.0,334305.0
Sindh,Pakistan,2021-08-05 04:21:51,26.009446,68.77680699999999,392433.0,6098.0,339379.0
Azad Jammu and Kashmir,Pakistan,2020-08-06 04:35:02,34.027401,73.947253,2105.0,55.0,1804.0
Balochistan,Pakistan,2020-08-06 04:35:02,28.328492,65.898403,11780.0,136.0,10227.0
Gilgit-Baltistan,Pakistan,2020-08-06 04:35:02,35.792146,74.982138,2218.0,55.0,1820.0
Islamabad,Pakistan,2020-08-06 04:35:02,33.665087,73.121219,15122.0,167.0,12732.0
Khyber Pakhtunkhwa,Pakistan,2020-08-06 04:35:02,34.485332,72.09169,34324.0,1213.0,29255.0
Punjab,Pakistan,2020-08-06 04:35:02,30.811346,72.13913199999998,93571.0,2157.0,85180.0
Sindh,Pakistan,2020-08-06 04:35:02,26.009446,68.77680699999999,122016.0,2231.0,113268.0
Azad Jammu and Kashmir,Pakistan,2021-08-06 04:21:18,34.027401,73.947253,26086.0,639.0,
Balochistan,Pakistan,2021-08-06 04:21:18,28.328492,65.898403,30967.0,330.0,
Gilgit-Baltistan,Pakistan,2021-08-06 04:21:18,35.792146,74.982138,8551.0,150.0,
Islamabad,Pakistan,2021-08-06 04:21:18,33.665087,73.121219,89569.0,809.0,
Khyber Pakhtunkhwa,Pakistan,2021-08-06 04:21:18,34.485332,72.09169,147026.0,4507.0,
Punjab,Pakistan,2021-08-06 04:21:18,30.811346,72.13913199999998,361458.0,11141.0,
Sindh,Pakistan,2021-08-06 04:21:18,26.009446,68.77680699999999,394748.0,6126.0,
Azad Jammu and Kashmir,Pakistan,2020-08-07 04:35:11,34.027401,73.947253,2116.0,55.0,1836.0
Balochistan,Pakistan,2020-08-07 04:35:11,28.328492,65.898403,11793.0,136.0,10258.0
Gilgit-Baltistan,Pakistan,2020-08-07 04:35:11,35.792146,74.982138,2234.0,55.0,1846.0
Islamabad,Pakistan,2020-08-07 04:35:11,33.665087,73.121219,15141.0,167.0,12833.0
Khyber Pakhtunkhwa,Pakistan,2020-08-07 04:35:11,34.485332,72.09169,34359.0,1215.0,30057.0
Punjab,Pakistan,2020-08-07 04:35:11,30.811346,72.13913199999998,93847.0,2162.0,85232.0
Sindh,Pakistan,2020-08-07 04:35:11,26.009446,68.77680699999999,122373.0,2245.0,113996.0
Azad Jammu and Kashmir,Pakistan,2021-08-07 04:21:30,34.027401,73.947253,26421.0,641.0,
Balochistan,Pakistan,2021-08-07 04:21:30,28.328492,65.898403,31069.0,331.0,
Gilgit-Baltistan,Pakistan,2021-08-07 04:21:30,35.792146,74.982138,8615.0,150.0,
Islamabad,Pakistan,2021-08-07 04:21:30,33.665087,73.121219,90093.0,811.0,
Khyber Pakhtunkhwa,Pakistan,2021-08-07 04:21:30,34.485332,72.09169,147452.0,4524.0,
Punjab,Pakistan,2021-08-07 04:21:30,30.811346,72.13913199999998,362557.0,11172.0,
Sindh,Pakistan,2021-08-07 04:21:30,26.009446,68.77680699999999,396918.0,6168.0,
Azad Jammu and Kashmir,Pakistan,2020-08-08 04:34:53,34.027401,73.947253,2124.0,57.0,1854.0
Balochistan,Pakistan,2020-08-08 04:34:53,28.328492,65.898403,11821.0,137.0,10267.0
Gilgit-Baltistan,Pakistan,2020-08-08 04:34:53,35.792146,74.982138,2287.0,55.0,1861.0
Islamabad,Pakistan,2020-08-08 04:34:53,33.665087,73.121219,15182.0,170.0,12833.0
Khyber Pakhtunkhwa,Pakistan,2020-08-08 04:34:53,34.485332,72.09169,34432.0,1219.0,30681.0
Punjab,Pakistan,2020-08-08 04:34:53,30.811346,72.13913199999998,94040.0,2164.0,86085.0
Sindh,Pakistan,2020-08-08 04:34:53,26.009446,68.77680699999999,122759.0,2250.0,114518.0
Azad Jammu and Kashmir,Pakistan,2021-08-08 04:21:33,34.027401,73.947253,26874.0,645.0,
Balochistan,Pakistan,2021-08-08 04:21:33,28.328492,65.898403,31138.0,331.0,
Gilgit-Baltistan,Pakistan,2021-08-08 04:21:33,35.792146,74.982138,8703.0,152.0,
Islamabad,Pakistan,2021-08-08 04:21:33,33.665087,73.121219,90503.0,814.0,
Khyber Pakhtunkhwa,Pakistan,2021-08-08 04:21:33,34.485332,72.09169,147973.0,4540.0,
Punjab,Pakistan,2021-08-08 04:21:33,30.811346,72.13913199999998,363644.0,11194.0,
Sindh,Pakistan,2021-08-08 04:21:33,26.009446,68.77680699999999,398745.0,6189.0,
Azad Jammu and Kashmir,Pakistan,2020-08-09 04:34:54,34.027401,73.947253,2129.0,58.0,1883.0
Balochistan,Pakistan,2020-08-09 04:34:54,28.328492,65.898403,11835.0,137.0,10304.0
Gilgit-Baltistan,Pakistan,2020-08-09 04:34:54,35.792146,74.982138,2301.0,55.0,1887.0
Islamabad,Pakistan,2020-08-09 04:34:54,33.665087,73.121219,15214.0,171.0,12878.0
Khyber Pakhtunkhwa,Pakistan,2020-08-09 04:34:54,34.485332,72.09169,34539.0,1222.0,31447.0
Punjab,Pakistan,2020-08-09 04:34:54,30.811346,72.13913199999998,94223.0,2166.0,86240.0
Sindh,Pakistan,2020-08-09 04:34:54,26.009446,68.77680699999999,123246.0,2259.0,114965.0
Azad Jammu and Kashmir,Pakistan,2021-08-09 04:21:24,34.027401,73.947253,27288.0,646.0,
Balochistan,Pakistan,2021-08-09 04:21:24,28.328492,65.898403,31177.0,331.0,
Gilgit-Baltistan,Pakistan,2021-08-09 04:21:24,35.792146,74.982138,8796.0,153.0,
Islamabad,Pakistan,2021-08-09 04:21:24,33.665087,73.121219,90660.0,816.0,
Khyber Pakhtunkhwa,Pakistan,2021-08-09 04:21:24,34.485332,72.09169,148619.0,4556.0,
Punjab,Pakistan,2021-08-09 04:21:24,30.811346,72.13913199999998,364680.0,11201.0,
Sindh,Pakistan,2021-08-09 04:21:24,26.009446,68.77680699999999,400400.0,6215.0,
Azad Jammu and Kashmir,Pakistan,2020-08-10 04:34:55,34.027401,73.947253,2134.0,58.0,1883.0
Balochistan,Pakistan,2020-08-10 04:34:55,28.328492,65.898403,11884.0,137.0,10326.0
Gilgit-Baltistan,Pakistan,2020-08-10 04:34:55,35.792146,74.982138,2321.0,55.0,1902.0
Islamabad,Pakistan,2020-08-10 04:34:55,33.665087,73.121219,15241.0,171.0,12914.0
Khyber Pakhtunkhwa,Pakistan,2020-08-10 04:34:55,34.485332,72.09169,34635.0,1230.0,31542.0
Punjab,Pakistan,2020-08-10 04:34:55,30.811346,72.13913199999998,94360.0,2169.0,86266.0
Sindh,Pakistan,2020-08-10 04:34:55,26.009446,68.77680699999999,123546.0,2262.0,115415.0
Azad Jammu and Kashmir,Pakistan,2021-08-10 04:21:27,34.027401,73.947253,27507.0,650.0,
Balochistan,Pakistan,2021-08-10 04:21:27,28.328492,65.898403,31234.0,332.0,
Gilgit-Baltistan,Pakistan,2021-08-10 04:21:27,35.792146,74.982138,8876.0,157.0,
