,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
956,Khyber Pakhtunkhwa,Pakistan,2021-05-18 04:20:33,34.485332,72.09169,127224.0,3804.0,416.8084842267258,2.990001886436521
957,Punjab,Pakistan,2021-05-18 04:20:33,30.811346,72.13913199999998,328775.0,9500.0,298.8525606949076,2.889514105391225
958,Sindh,Pakistan,2021-05-18 04:20:33,26.009446,68.77680699999999,299913.0,4824.0,626.3055602559501,1.608466455272029
959,Azad Jammu and Kashmir,Pakistan,2021-05-19 04:20:42,34.027401,73.947253,18360.0,519.0,453.8526303924045,2.826797385620915
960,Balochistan,Pakistan,2021-05-19 04:20:42,28.328492,65.898403,24064.0,270.0,194.93846930529196,1.1220079787234043
961,Gilgit-Baltistan,Pakistan,2021-05-19 04:20:42,35.792146,74.982138,5439.0,107.0,536.6106805158724,1.9672733958448243
962,Islamabad,Pakistan,2021-05-19 04:20:42,33.665087,73.121219,79552.0,735.0,3964.5724150441647,0.9239239742558326
963,Khyber Pakhtunkhwa,Pakistan,2021-05-19 04:20:42,34.485332,72.09169,127609.0,3827.0,418.0698128001655,2.9990047723906623
964,Punjab,Pakistan,2021-05-19 04:20:42,30.811346,72.13913199999998,329913.0,9563.0,299.8869891461913,2.898642975572348
965,Sindh,Pakistan,2021-05-19 04:20:42,26.009446,68.77680699999999,301247.0,4835.0,629.0913401900691,1.6049952364670852
966,Azad Jammu and Kashmir,Pakistan,2021-05-20 04:21:05,34.027401,73.947253,18469.0,521.0,456.5470713898322,2.8209432021224754
967,Balochistan,Pakistan,2021-05-20 04:21:05,28.328492,65.898403,24223.0,270.0,196.22650191082477,1.1146431077901169
968,Gilgit-Baltistan,Pakistan,2021-05-20 04:21:05,35.792146,74.982138,5452.0,107.0,537.8932579835514,1.9625825385179752
969,Islamabad,Pakistan,2021-05-20 04:21:05,33.665087,73.121219,79789.0,740.0,3976.383603478968,0.9274461391921192
970,Khyber Pakhtunkhwa,Pakistan,2021-05-20 04:21:05,34.485332,72.09169,128033.0,3855.0,419.4589123200056,3.010942491388939
971,Punjab,Pakistan,2021-05-20 04:21:05,30.811346,72.13913199999998,331102.0,9640.0,300.967775990283,2.911489510785196
972,Sindh,Pakistan,2021-05-20 04:21:05,26.009446,68.77680699999999,303323.0,4854.0,633.4266319016367,1.600274295058403
973,Azad Jammu and Kashmir,Pakistan,2021-05-21 04:20:43,34.027401,73.947253,18547.0,523.0,458.47520347973466,2.819863050628134
974,Balochistan,Pakistan,2021-05-21 04:20:43,28.328492,65.898403,24318.0,270.0,196.9960811405456,1.1102886750555143
975,Gilgit-Baltistan,Pakistan,2021-05-21 04:20:43,35.792146,74.982138,5454.0,107.0,538.0905775939636,1.961862852951962
976,Islamabad,Pakistan,2021-05-21 04:20:43,33.665087,73.121219,80010.0,741.0,3987.397412103827,0.9261342332208474
977,Khyber Pakhtunkhwa,Pakistan,2021-05-21 04:20:43,34.485332,72.09169,128561.0,3875.0,421.18873436358,3.014133368595453
978,Punjab,Pakistan,2021-05-21 04:20:43,30.811346,72.13913199999998,332000.0,9704.0,301.78404729894095,2.92289156626506
979,Sindh,Pakistan,2021-05-21 04:20:43,26.009446,68.77680699999999,304571.0,4869.0,636.0328188265096,1.598642024355569
980,Azad Jammu and Kashmir,Pakistan,2021-05-22 04:20:45,34.027401,73.947253,18651.0,526.0,461.0460462662711,2.820224116669348
981,Balochistan,Pakistan,2021-05-22 04:20:45,28.328492,65.898403,24413.0,270.0,197.76566037026643,1.105968131733093
982,Gilgit-Baltistan,Pakistan,2021-05-22 04:20:45,35.792146,74.982138,5471.0,107.0,539.767794282467,1.9557667702431
983,Islamabad,Pakistan,2021-05-22 04:20:45,33.665087,73.121219,80156.0,744.0,3994.6735028695703,0.928190029442587
984,Khyber Pakhtunkhwa,Pakistan,2021-05-22 04:20:45,34.485332,72.09169,129013.0,3900.0,422.6695668705793,3.022951175462938
985,Punjab,Pakistan,2021-05-22 04:20:45,30.811346,72.13913199999998,333057.0,9739.0,302.7448477145885,2.9241240988779698
986,Sindh,Pakistan,2021-05-22 04:20:45,26.009446,68.77680699999999,306707.0,4891.0,640.4934079863883,1.5946815690545049
987,Azad Jammu and Kashmir,Pakistan,2021-05-23 04:20:51,34.027401,73.947253,18739.0,528.0,463.2213747779558,2.8176530231068893
988,Balochistan,Pakistan,2021-05-23 04:20:51,28.328492,65.898403,24517.0,270.0,198.60814710596085,1.1012766651711057
989,Gilgit-Baltistan,Pakistan,2021-05-23 04:20:51,35.792146,74.982138,5482.0,107.0,540.8530521397339,1.9518423932871212
990,Islamabad,Pakistan,2021-05-23 04:20:51,33.665087,73.121219,80312.0,745.0,4002.4479560165296,0.9276322342862836
991,Khyber Pakhtunkhwa,Pakistan,2021-05-23 04:20:51,34.485332,72.09169,129413.0,3924.0,423.9800381157114,3.032152874904376
992,Punjab,Pakistan,2021-05-23 04:20:51,30.811346,72.13913199999998,333971.0,9768.0,303.57566283275486,2.924804848325154
993,Sindh,Pakistan,2021-05-23 04:20:51,26.009446,68.77680699999999,308118.0,4909.0,643.4399863125068,1.5932207790521813
994,Azad Jammu and Kashmir,Pakistan,2021-05-24 04:20:53,34.027401,73.947253,18808.0,532.0,464.92703008825407,2.8285835814547
995,Balochistan,Pakistan,2021-05-24 04:20:53,28.328492,65.898403,24583.0,270.0,199.1428021497669,1.09831997722003
996,Gilgit-Baltistan,Pakistan,2021-05-24 04:20:53,35.792146,74.982138,5500.0,107.0,542.6289286334433,1.945454545454545
997,Islamabad,Pakistan,2021-05-24 04:20:53,33.665087,73.121219,80418.0,745.0,4007.730597257412,0.9264095103086374
998,Khyber Pakhtunkhwa,Pakistan,2021-05-24 04:20:53,34.485332,72.09169,129883.0,3950.0,425.5198418287417,3.041198617217034
999,Punjab,Pakistan,2021-05-24 04:20:53,30.811346,72.13913199999998,334760.0,9784.0,304.292854439137,2.9226908830206715
1000,Sindh,Pakistan,2021-05-24 04:20:53,26.009446,68.77680699999999,309647.0,4920.0,646.6329829536371,1.5889060769198475
1001,Azad Jammu and Kashmir,Pakistan,2021-05-25 04:21:08,34.027401,73.947253,18852.0,532.0,466.0146943440964,2.8219817525991937
1002,Balochistan,Pakistan,2021-05-25 04:21:08,28.328492,65.898403,24638.0,270.0,199.5883480196053,1.0958681711177856
1003,Gilgit-Baltistan,Pakistan,2021-05-25 04:21:08,35.792146,74.982138,5512.0,107.0,543.8128462959163,1.9412191582002905
1004,Islamabad,Pakistan,2021-05-25 04:21:08,33.665087,73.121219,80529.0,746.0,4013.2624196889024,0.9263743496131828
1005,Khyber Pakhtunkhwa,Pakistan,2021-05-25 04:21:08,34.485332,72.09169,130187.0,3970.0,426.51579997504206,3.0494596234647084
1006,Punjab,Pakistan,2021-05-25 04:21:08,30.811346,72.13913199999998,335577.0,9839.0,305.0354977121588,2.9319649439621904
1007,Sindh,Pakistan,2021-05-25 04:21:08,26.009446,68.77680699999999,310557.0,4936.0,648.533327586357,1.5894022675386483
1008,Azad Jammu and Kashmir,Pakistan,2021-05-26 04:20:35,34.027401,73.947253,18940.0,532.0,468.19002285578114,2.808870116156283
1009,Balochistan,Pakistan,2021-05-26 04:20:35,28.328492,65.898403,24733.0,271.0,200.35792724932617,1.0957020984110295
1010,Gilgit-Baltistan,Pakistan,2021-05-26 04:20:35,35.792146,74.982138,5516.0,107.0,544.2074855167406,1.939811457577955
1011,Islamabad,Pakistan,2021-05-26 04:20:35,33.665087,73.121219,80662.0,748.0,4019.890639359066,0.927326374253056
1012,Khyber Pakhtunkhwa,Pakistan,2021-05-26 04:20:35,34.485332,72.09169,130644.0,3990.0,428.0130133726056,3.054101221640489
1013,Punjab,Pakistan,2021-05-26 04:20:35,30.811346,72.13913199999998,336315.0,9875.0,305.7063309257329,2.936235374574432
1014,Sindh,Pakistan,2021-05-26 04:20:35,26.009446,68.77680699999999,311766.0,4942.0,651.0580711698277,1.5851632313979074
1015,Azad Jammu and Kashmir,Pakistan,2021-05-27 04:20:59,34.027401,73.947253,19008.0,535.0,469.8709585239012,2.814604377104377
1016,Balochistan,Pakistan,2021-05-27 04:20:59,28.328492,65.898403,24823.0,273.0,201.0870023090617,1.099786488337429
1017,Gilgit-Baltistan,Pakistan,2021-05-27 04:20:59,35.792146,74.982138,5533.0,107.0,545.8847022052439,1.933851436833544
1018,Islamabad,Pakistan,2021-05-27 04:20:59,33.665087,73.121219,80779.0,751.0,4025.721479219285,0.92969707473477
1019,Khyber Pakhtunkhwa,Pakistan,2021-05-27 04:20:59,34.485332,72.09169,131027.0,4009.0,429.26778958981953,3.059674723530265
1020,Punjab,Pakistan,2021-05-27 04:20:59,30.811346,72.13913199999998,337073.0,9899.0,306.3953439011926,2.936752572884805
1021,Sindh,Pakistan,2021-05-27 04:20:59,26.009446,68.77680699999999,313059.0,4966.0,653.7582311809341,1.5862824579392385
1022,Azad Jammu and Kashmir,Pakistan,2021-05-28 04:20:36,34.027401,73.947253,19060.0,536.0,471.15637991716943,2.8121720881427072
1023,Balochistan,Pakistan,2021-05-28 04:20:36,28.328492,65.898403,24908.0,273.0,201.775573198812,1.0960334029227556
1024,Gilgit-Baltistan,Pakistan,2021-05-28 04:20:36,35.792146,74.982138,5545.0,107.0,547.068619867717,1.9296663660955813
1025,Islamabad,Pakistan,2021-05-28 04:20:36,33.665087,73.121219,80927.0,753.0,4033.097242461272,0.9304681997355642
1026,Khyber Pakhtunkhwa,Pakistan,2021-05-28 04:20:36,34.485332,72.09169,131411.0,4025.0,430.5258419851464,3.0629094976828424
1027,Punjab,Pakistan,2021-05-28 04:20:36,30.811346,72.13913199999998,337775.0,9925.0,307.03345354337284,2.9383465324550366
1028,Sindh,Pakistan,2021-05-28 04:20:36,26.009446,68.77680699999999,314158.0,4988.0,656.0532627758342,1.587736107309061
1029,Azad Jammu and Kashmir,Pakistan,2021-05-29 04:20:41,34.027401,73.947253,19108.0,539.0,472.3429227417248,2.820808038517898
1030,Balochistan,Pakistan,2021-05-29 04:20:41,28.328492,65.898403,25001.0,273.0,202.5289507605387,1.0919563217471302
1031,Gilgit-Baltistan,Pakistan,2021-05-29 04:20:41,35.792146,74.982138,5561.0,107.0,548.6471767510142,1.924114367919439
1032,Islamabad,Pakistan,2021-05-29 04:20:41,33.665087,73.121219,81007.0,755.0,4037.084141510995,0.9320182206475984
1033,Khyber Pakhtunkhwa,Pakistan,2021-05-29 04:20:41,34.485332,72.09169,131775.0,4043.0,431.7183708182166,3.0681085183077217
1034,Punjab,Pakistan,2021-05-29 04:20:41,30.811346,72.13913199999998,338377.0,9960.0,307.5806643761257,2.943462469375873
1035,Sindh,Pakistan,2021-05-29 04:20:41,26.009446,68.77680699999999,315410.0,5003.0,658.6678028639279,1.5861894042674614
1037,Azad Jammu and Kashmir,Pakistan,2021-05-30 04:20:55,34.027401,73.947253,19170.0,540.0,473.8755405567753,2.816901408450704
1038,Balochistan,Pakistan,2021-05-30 04:20:55,28.328492,65.898403,25083.0,276.0,203.19321914829771,1.1003468484631025
1039,Gilgit-Baltistan,Pakistan,2021-05-30 04:20:55,35.792146,74.982138,5572.0,107.0,549.7324346082811,1.9203158650394831
1040,Islamabad,Pakistan,2021-05-30 04:20:55,33.665087,73.121219,81116.0,757.0,4042.516291466242,0.9332314216677352
1041,Khyber Pakhtunkhwa,Pakistan,2021-05-30 04:20:55,34.485332,72.09169,132170.0,4060.0,433.01246117278464,3.071801467806613
1042,Punjab,Pakistan,2021-05-30 04:20:55,30.811346,72.13913199999998,339073.0,9982.0,308.2133200897404,2.9439088337909536
1043,Sindh,Pakistan,2021-05-30 04:20:55,26.009446,68.77680699999999,316752.0,5014.0,661.4702891244884,1.5829418598777591
1045,Azad Jammu and Kashmir,Pakistan,2021-05-31 03:08:59,34.027401,73.947253,19232.0,543.0,475.408158371826,2.823419301164725
1046,Balochistan,Pakistan,2021-05-31 03:08:59,28.328492,65.898403,25148.0,277.0,203.7197733581068,1.1014792428821378
1047,Gilgit-Baltistan,Pakistan,2021-05-31 03:08:59,35.792146,74.982138,5578.0,107.0,550.3243934395176,1.9182502689135887
1048,Islamabad,Pakistan,2021-05-31 03:08:59,33.665087,73.121219,81195.0,760.0,4046.453354277843,0.936018227723382
1049,Khyber Pakhtunkhwa,Pakistan,2021-05-31 03:08:59,34.485332,72.09169,132549.0,4073.0,434.2541326775473,3.0728258983470265
1050,Punjab,Pakistan,2021-05-31 03:08:59,30.811346,72.13913199999998,339686.0,9999.0,308.7705297915303,2.943600854907179
1051,Sindh,Pakistan,2021-05-31 03:08:59,26.009446,68.77680699999999,317665.0,5020.0,663.376898629624,1.5802811137519084
1053,Azad Jammu and Kashmir,Pakistan,2021-06-01 04:23:09,34.027401,73.947253,19250.0,544.0,475.85311193103416,2.825974025974026
1054,Balochistan,Pakistan,2021-06-01 04:23:09,28.328492,65.898403,25218.0,280.0,204.28683173790108,1.1103180268062496
1055,Gilgit-Baltistan,Pakistan,2021-06-01 04:23:09,35.792146,74.982138,5588.0,107.0,551.3109914915784,1.9148174659985684
1056,Islamabad,Pakistan,2021-06-01 04:23:09,33.665087,73.121219,81257.0,762.0,4049.543201041378,0.9377653617534488
1057,Khyber Pakhtunkhwa,Pakistan,2021-06-01 04:23:09,34.485332,72.09169,132822.0,4079.0,435.14852930235,3.0710273900408067
1058,Punjab,Pakistan,2021-06-01 04:23:09,30.811346,72.13913199999998,340110.0,10039.0,309.15594074350247,2.9516920996148306
1059,Sindh,Pakistan,2021-06-01 04:23:09,26.009446,68.77680699999999,318579.0,5039.0,665.2855964255646,1.581711286682424
1061,Azad Jammu and Kashmir,Pakistan,2021-06-02 04:24:34,34.027401,73.947253,19287.0,548.0,476.7677386916289,2.8412920620106807
1062,Balochistan,Pakistan,2021-06-02 04:24:34,28.328492,65.898403,25295.0,282.0,204.91059595567484,1.1148448309942676
1063,Gilgit-Baltistan,Pakistan,2021-06-02 04:24:34,35.792146,74.982138,5600.0,107.0,552.4949091540514,1.9107142857142856
1064,Islamabad,Pakistan,2021-06-02 04:24:34,33.665087,73.121219,81357.0,763.0,4054.5268248535313,0.9378418574922872
1065,Khyber Pakhtunkhwa,Pakistan,2021-06-02 04:24:34,34.485332,72.09169,133124.0,4095.0,436.1379350924248,3.076079444728223
1066,Punjab,Pakistan,2021-06-02 04:24:34,30.811346,72.13913199999998,340557.0,10084.0,309.56225842164287,2.9610314866527485
1067,Sindh,Pakistan,2021-06-02 04:24:34,26.009446,68.77680699999999,319447.0,5051.0,667.0982328444666,1.5811699593359776
1069,Azad Jammu and Kashmir,Pakistan,2021-06-03 04:23:32,34.027401,73.947253,19344.0,549.0,478.1767582957883,2.838089330024814
1070,Balochistan,Pakistan,2021-06-03 04:23:32,28.328492,65.898403,25370.0,285.0,205.5181585054545,1.1233740638549468
1071,Gilgit-Baltistan,Pakistan,2021-06-03 04:23:32,35.792146,74.982138,5608.0,107.0,553.2841875957,1.907988587731812
1072,Islamabad,Pakistan,2021-06-03 04:23:32,33.665087,73.121219,81446.0,763.0,4058.962250046348,0.9368170321439973
1073,Khyber Pakhtunkhwa,Pakistan,2021-06-03 04:23:32,34.485332,72.09169,133450.0,4113.0,437.20596915720745,3.082053203446984
1074,Punjab,Pakistan,2021-06-03 04:23:32,30.811346,72.13913199999998,340989.0,10132.0,309.95494127836923,2.971356847288329
1075,Sindh,Pakistan,2021-06-03 04:23:32,26.009446,68.77680699999999,320488.0,5073.0,669.2721435726659,1.582898579666009
1077,Azad Jammu and Kashmir,Pakistan,2021-06-04 04:23:37,34.027401,73.947253,19388.0,550.0,479.2644225516307,2.836806271920776
1078,Balochistan,Pakistan,2021-06-04 04:23:37,28.328492,65.898403,25476.0,287.0,206.37684690914296,1.126550478882085
1079,Gilgit-Baltistan,Pakistan,2021-06-04 04:23:37,35.792146,74.982138,5623.0,107.0,554.7640846737912,1.902898808465232
1080,Islamabad,Pakistan,2021-06-04 04:23:37,33.665087,73.121219,81540.0,763.0,4063.646856429772,0.935737061564876
1081,Khyber Pakhtunkhwa,Pakistan,2021-06-04 04:23:37,34.485332,72.09169,133746.0,4125.0,438.1757178786052,3.0842043874209324
1082,Punjab,Pakistan,2021-06-04 04:23:37,30.811346,72.13913199999998,341390.0,10184.0,310.3194455041731,2.983098509036586
1083,Sindh,Pakistan,2021-06-04 04:23:37,26.009446,68.77680699999999,321425.0,5089.0,671.2288720571257,1.583262036244847
1085,Azad Jammu and Kashmir,Pakistan,2021-06-05 04:23:03,34.027401,73.947253,19456.0,551.0,480.9453582197507,2.83203125
1086,Balochistan,Pakistan,2021-06-05 04:23:03,28.328492,65.898403,25589.0,287.0,207.29224115081092,1.121575677048732
1087,Gilgit-Baltistan,Pakistan,2021-06-05 04:23:03,35.792146,74.982138,5629.0,107.0,555.3560435050277,1.9008704920945103
1088,Islamabad,Pakistan,2021-06-05 04:23:03,33.665087,73.121219,81626.0,763.0,4067.932772908224,0.934751182221351
1089,Khyber Pakhtunkhwa,Pakistan,2021-06-05 04:23:03,34.485332,72.09169,134072.0,4135.0,439.2437519433879,3.084163732919625
1090,Punjab,Pakistan,2021-06-05 04:23:03,30.811346,72.13913199999998,341789.0,10241.0,310.6821317537884,2.996293034591517
1091,Sindh,Pakistan,2021-06-05 04:23:03,26.009446,68.77680699999999,322350.0,5105.0,673.1605410519235,1.5836823328680003
1093,Azad Jammu and Kashmir,Pakistan,2021-06-06 04:24:03,34.027401,73.947253,19493.0,554.0,481.8599849803454,2.8420458626173497
1094,Balochistan,Pakistan,2021-06-06 04:24:03,28.328492,65.898403,25729.0,289.0,208.4263579103996,1.1232461424851334
1095,Gilgit-Baltistan,Pakistan,2021-06-06 04:24:03,35.792146,74.982138,5633.0,107.0,555.750682725852,1.899520681697142
1096,Islamabad,Pakistan,2021-06-06 04:24:03,33.665087,73.121219,81700.0,765.0,4071.620654529217,0.9363525091799264
1097,Khyber Pakhtunkhwa,Pakistan,2021-06-06 04:24:03,34.485332,72.09169,134321.0,4144.0,440.05952029348265,3.085146775262245
1098,Punjab,Pakistan,2021-06-06 04:24:03,30.811346,72.13913199999998,342192.0,10290.0,311.0484539557808,3.007083742460373
1099,Sindh,Pakistan,2021-06-06 04:24:03,26.009446,68.77680699999999,323072.0,5116.0,674.6682870132682,1.58354793977813
1101,Azad Jammu and Kashmir,Pakistan,2021-06-07 04:22:51,34.027401,73.947253,19519.0,554.0,482.5026956769796,2.8382601567703265
1102,Balochistan,Pakistan,2021-06-07 04:22:51,28.328492,65.898403,25819.0,289.0,209.15543297013517,1.119330725434757
1103,Gilgit-Baltistan,Pakistan,2021-06-07 04:22:51,35.792146,74.982138,5642.0,107.0,556.6386209727068,1.8964906061680256
1104,Islamabad,Pakistan,2021-06-07 04:22:51,33.665087,73.121219,81766.0,765.0,4074.909846245238,0.935596702785999
1105,Khyber Pakhtunkhwa,Pakistan,2021-06-07 04:22:51,34.485332,72.09169,134558.0,4158.0,440.83597450622347,3.090117272848883
1106,Punjab,Pakistan,2021-06-07 04:22:51,30.811346,72.13913199999998,342498.0,10314.0,311.32660431262855,3.01140444615735
1107,Sindh,Pakistan,2021-06-07 04:22:51,26.009446,68.77680699999999,323828.0,5136.0,676.2470348619894,1.5860271502155463
1109,Azad Jammu and Kashmir,Pakistan,2021-06-08 04:22:35,34.027401,73.947253,19538.0,556.0,482.972368878366,2.845736513460948
1110,Balochistan,Pakistan,2021-06-08 04:22:35,28.328492,65.898403,25893.0,290.0,209.7548946859177,1.1199938207237476
1111,Gilgit-Baltistan,Pakistan,2021-06-08 04:22:35,35.792146,74.982138,5655.0,107.0,557.9211984403858,1.892130857648099
1112,Islamabad,Pakistan,2021-06-08 04:22:35,33.665087,73.121219,81806.0,766.0,4076.9032957700992,0.9363616360658142
1113,Khyber Pakhtunkhwa,Pakistan,2021-06-08 04:22:35,34.485332,72.09169,134781.0,4164.0,441.5665622253846,3.089456228993701
1114,Punjab,Pakistan,2021-06-08 04:22:35,30.811346,72.13913199999998,342805.0,10349.0,311.6056636575707,3.018917460363764
1115,Sindh,Pakistan,2021-06-08 04:22:35,26.009446,68.77680699999999,324535.0,5144.0,677.7234564612563,1.5850370530143127
1117,Azad Jammu and Kashmir,Pakistan,2021-06-09 04:23:31,34.027401,73.947253,19566.0,558.0,483.66451885935663,2.851885924563017
1118,Balochistan,Pakistan,2021-06-09 04:23:31,28.328492,65.898403,25961.0,291.0,210.3057513977179,1.1209121374369246
1119,Gilgit-Baltistan,Pakistan,2021-06-09 04:23:31,35.792146,74.982138,5664.0,107.0,558.8091366872405,1.8891242937853108
1120,Islamabad,Pakistan,2021-06-09 04:23:31,33.665087,73.121219,81871.0,766.0,4080.142651247999,0.9356182286768208
1121,Khyber Pakhtunkhwa,Pakistan,2021-06-09 04:23:31,34.485332,72.09169,134928.0,4170.0,442.0481604079706,3.0905371753824262
1122,Punjab,Pakistan,2021-06-09 04:23:31,30.811346,72.13913199999998,343031.0,10397.0,311.81109496687657,3.030921403604922
1123,Sindh,Pakistan,2021-06-09 04:23:31,26.009446,68.77680699999999,325110.0,5164.0,678.9242236742386,1.5883854695333888
1125,Azad Jammu and Kashmir,Pakistan,2021-06-10 04:23:17,34.027401,73.947253,19623.0,559.0,485.07353846351606,2.8486979564796413
1126,Balochistan,Pakistan,2021-06-10 04:23:17,28.328492,65.898403,26052.0,291.0,211.0429272914505,1.1169967756794104
1127,Gilgit-Baltistan,Pakistan,2021-06-10 04:23:17,35.792146,74.982138,5674.0,107.0,559.7957347393013,1.885794853718717
1128,Islamabad,Pakistan,2021-06-10 04:23:17,33.665087,73.121219,81933.0,768.0,4083.232498011534,0.937351250411922
1129,Khyber Pakhtunkhwa,Pakistan,2021-06-10 04:23:17,34.485332,72.09169,135162.0,4185.0,442.814786086373,3.0962844586496203
1130,Punjab,Pakistan,2021-06-10 04:23:17,30.811346,72.13913199999998,343252.0,10436.0,312.0119813357111,3.0403318844464127
1131,Sindh,Pakistan,2021-06-10 04:23:17,26.009446,68.77680699999999,325738.0,5183.0,680.2356702998959,1.591156082495748
1132,Azad Jammu and Kashmir,Pakistan,2020-06-11 03:33:41,34.027401,73.947253,444.0,9.0,10.97552112713658,2.027027027027027
1133,Balochistan,Pakistan,2020-06-11 03:33:41,28.328492,65.898403,7031.0,62.0,56.95696383334057,0.8818091309913242
1134,Gilgit-Baltistan,Pakistan,2020-06-11 03:33:41,35.792146,74.982138,974.0,14.0,96.09465027072252,1.4373716632443532
1135,Islamabad,Pakistan,2020-06-11 03:33:41,33.665087,73.121219,5963.0,57.0,297.17348791869915,0.955894683883951
1136,Khyber Pakhtunkhwa,Pakistan,2020-06-11 03:33:41,34.485332,72.09169,14527.0,610.0,47.59303944508619,4.199077579679218
1137,Punjab,Pakistan,2020-06-11 03:33:41,30.811346,72.13913199999998,43460.0,807.0,39.5046225771445,1.8568798895536125
1138,Sindh,Pakistan,2020-06-11 03:33:41,26.009446,68.77680699999999,41303.0,696.0,86.25267512662508,1.6851076193012615
1139,Azad Jammu and Kashmir,Pakistan,2021-06-11 04:23:20,34.027401,73.947253,19675.0,560.0,486.3589598567843,2.846251588310038
1140,Balochistan,Pakistan,2021-06-11 04:23:20,28.328492,65.898403,26084.0,292.0,211.3021539793565,1.1194602054899556
1141,Gilgit-Baltistan,Pakistan,2021-06-11 04:23:20,35.792146,74.982138,5682.0,108.0,560.58501318095,1.9007391763463568
1142,Islamabad,Pakistan,2021-06-11 04:23:20,33.665087,73.121219,82001.0,769.0,4086.621362203799,0.9377934415433958
1143,Khyber Pakhtunkhwa,Pakistan,2021-06-11 04:23:20,34.485332,72.09169,135383.0,4194.0,443.5388214493085,3.097877872406432
1144,Punjab,Pakistan,2021-06-11 04:23:20,30.811346,72.13913199999998,343499.0,10457.0,312.2365013949968,3.0442592263732937
1145,Sindh,Pakistan,2021-06-11 04:23:20,26.009446,68.77680699999999,326413.0,5196.0,681.6452665933969,1.591848363882566
1146,Azad Jammu and Kashmir,Pakistan,2020-06-12 05:09:52,34.027401,73.947253,534.0,10.0,13.20028892317778,1.8726591760299625
1147,Balochistan,Pakistan,2020-06-12 05:09:52,28.328492,65.898403,7673.0,75.0,62.15769925945416,0.977453408054216
1148,Gilgit-Baltistan,Pakistan,2020-06-12 05:09:52,35.792146,74.982138,1030.0,15.0,101.61959936226302,1.4563106796116505
1149,Islamabad,Pakistan,2020-06-12 05:09:52,33.665087,73.121219,6699.0,65.0,333.8529591761472,0.9702940737423495
1150,Khyber Pakhtunkhwa,Pakistan,2020-06-12 05:09:52,34.485332,72.09169,15787.0,632.0,51.721023867252406,4.003293849369735
1151,Punjab,Pakistan,2020-06-12 05:09:52,30.811346,72.13913199999998,47382.0,890.0,43.06967388288681,1.878350428432738
1152,Sindh,Pakistan,2020-06-12 05:09:52,26.009446,68.77680699999999,46828.0,776.0,97.79048182528145,1.657128213889126
1153,Azad Jammu and Kashmir,Pakistan,2021-06-12 04:22:22,34.027401,73.947253,19723.0,562.0,487.5455026813396,2.849465091517517
1154,Balochistan,Pakistan,2021-06-12 04:22:22,28.328492,65.898403,26152.0,292.0,211.85301069115667,1.116549403487305
1155,Gilgit-Baltistan,Pakistan,2021-06-12 04:22:22,35.792146,74.982138,5698.0,108.0,562.1635700642472,1.8954018954018956
1156,Islamabad,Pakistan,2021-06-12 04:22:22,33.665087,73.121219,82065.0,769.0,4089.810881443576,0.9370620849326752
1157,Khyber Pakhtunkhwa,Pakistan,2021-06-12 04:22:22,34.485332,72.09169,135569.0,4203.0,444.1481905782949,3.1002662850651697
1158,Punjab,Pakistan,2021-06-12 04:22:22,30.811346,72.13913199999998,343703.0,10479.0,312.42193496622866,3.048853225022767
1159,Sindh,Pakistan,2021-06-12 04:22:22,26.009446,68.77680699999999,327021.0,5220.0,682.9149474029504,1.5962277651893917
1160,Azad Jammu and Kashmir,Pakistan,2020-06-13 03:33:14,34.027401,73.947253,534.0,10.0,13.20028892317778,1.8726591760299625
1161,Balochistan,Pakistan,2020-06-13 03:33:14,28.328492,65.898403,7673.0,75.0,62.15769925945416,0.977453408054216
1162,Gilgit-Baltistan,Pakistan,2020-06-13 03:33:14,35.792146,74.982138,1030.0,15.0,101.61959936226302,1.4563106796116505
1163,Islamabad,Pakistan,2020-06-13 03:33:14,33.665087,73.121219,6699.0,65.0,333.8529591761472,0.9702940737423495
1164,Khyber Pakhtunkhwa,Pakistan,2020-06-13 03:33:14,34.485332,72.09169,15787.0,632.0,51.721023867252406,4.003293849369735
1165,Punjab,Pakistan,2020-06-13 03:33:14,30.811346,72.13913199999998,47382.0,890.0,43.06967388288681,1.878350428432738
1166,Sindh,Pakistan,2020-06-13 03:33:14,26.009446,68.77680699999999,46828.0,776.0,97.79048182528145,1.657128213889126
1167,Azad Jammu and Kashmir,Pakistan,2021-06-13 04:22:44,34.027401,73.947253,19756.0,563.0,488.36125087322137,2.8497671593439966
1168,Balochistan,Pakistan,2021-06-13 04:22:44,28.328492,65.898403,26201.0,294.0,212.2499515570127,1.12209457654288
1169,Gilgit-Baltistan,Pakistan,2021-06-13 04:22:44,35.792146,74.982138,5707.0,108.0,563.051508311102,1.8924128263536009
1170,Islamabad,Pakistan,2021-06-13 04:22:44,33.665087,73.121219,82099.0,771.0,4091.505313539709,0.9391100987831764
1171,Khyber Pakhtunkhwa,Pakistan,2021-06-13 04:22:44,34.485332,72.09169,135877.0,4216.0,445.1572534370467,3.102806214443945
1172,Punjab,Pakistan,2021-06-13 04:22:44,30.811346,72.13913199999998,343926.0,10501.0,312.6246393112517,3.053273087815402
1173,Sindh,Pakistan,2021-06-13 04:22:44,26.009446,68.77680699999999,327604.0,5236.0,684.1324209423742,1.5982710833811553
